	0
chr17:12911449-12911549	ENSMUSG00000057388
chr2:6055769-6055869	ENSMUSG00000043241
chr5:148506135-148506235	ENSMUSG00000001687
chr15:27748152-27748252	ENSMUSG00000022263
chr11:97746981-97747081	ENSMUSG00000018541
chr11:49166085-49166185	ENSMUSG00000040283
chr11:49166185-49166285	ENSMUSG00000040283
chr11:49169085-49169185	ENSMUSG00000040283
chrX:77511613-77511713	ENSMUSG00000025246
chrX:77659813-77659913	ENSMUSG00000025246
chr9:123590759-123590859	ENSMUSG00000025240
chr9:123590800-123590900	ENSMUSG00000025243
chr17:44275272-44275372	ENSMUSG00000023959
chr17:43450066-43450166	ENSMUSG00000056492
chr17:43450266-43450366	ENSMUSG00000056492
chr11:12335714-12335814	ENSMUSG00000086584
chr11:12335814-12335914	ENSMUSG00000086584
chr12:70899714-70899814	ENSMUSG00000048285
chr10:20325369-20325469	ENSMUSG00000037608
chr12:69322244-69322344	ENSMUSG00000020982
chr1:75388797-75388897	ENSMUSG00000026207
chr1:75421697-75421797	ENSMUSG00000026207
chr1:75421797-75421897	ENSMUSG00000026207
chr1:75422397-75422497	ENSMUSG00000026207
chr6:89357314-89357414	ENSMUSG00000030084
chr6:89362514-89362614	ENSMUSG00000030084
chr17:35429350-35429450	ENSMUSG00000073409
chr9:14781418-14781518	ENSMUSG00000031931
chr6:125306871-125306971	ENSMUSG00000030339
chr6:125240651-125240751	ENSMUSG00000030337
chr2:60881093-60881193	ENSMUSG00000026970
chr2:60900193-60900293	ENSMUSG00000026970
chr2:60599792-60599892	ENSMUSG00000026971
chr2:60600392-60600492	ENSMUSG00000026971
chr4:141614276-141614376	ENSMUSG00000043085
chr4:141614376-141614476	ENSMUSG00000043085
chr4:141614476-141614576	ENSMUSG00000043085
chr17:86168485-86168585	ENSMUSG00000045038
chr17:86654585-86654685	ENSMUSG00000045038
chr17:86655085-86655185	ENSMUSG00000045038
chr17:86655285-86655385	ENSMUSG00000045038
chr17:86655385-86655485	ENSMUSG00000045038
chr17:86655585-86655685	ENSMUSG00000045038
chr17:86655785-86655885	ENSMUSG00000045038
chr17:86655885-86655985	ENSMUSG00000045038
chr4:117932354-117932454	ENSMUSG00000028538
chr4:117932854-117932954	ENSMUSG00000028538
chr4:117933054-117933154	ENSMUSG00000028538
chr13:73620102-73620202	ENSMUSG00000021610
chr6:134855954-134856054	ENSMUSG00000032652
chr14:20501264-20501364	ENSMUSG00000021816
chr12:103419376-103419476	ENSMUSG00000041645
chr2:76725180-76725280	ENSMUSG00000051747
chr2:76750080-76750180	ENSMUSG00000051747
chr2:76916480-76916580	ENSMUSG00000051747
chr2:76916580-76916680	ENSMUSG00000051747
chr2:76945680-76945780	ENSMUSG00000051747
chr3:20007945-20008045	ENSMUSG00000027615
chr3:100685208-100685308	ENSMUSG00000008763
chr2:72980248-72980348	ENSMUSG00000079286
chr18:12155350-12155450	ENSMUSG00000024404
chr3:152276449-152276549	ENSMUSG00000054942
chr9:71538847-71538947	ENSMUSG00000041361
chr15:100615628-100615728	ENSMUSG00000000346
chr3:116520270-116520370	ENSMUSG00000000340
chr14:69796690-69796790	ENSMUSG00000022075
chr10:43003500-43003600	ENSMUSG00000038248
chr10:43003900-43004000	ENSMUSG00000038248
chr10:43004100-43004200	ENSMUSG00000038248
chr10:43021300-43021400	ENSMUSG00000038248
chr10:43022700-43022800	ENSMUSG00000038248
chr10:43022800-43022900	ENSMUSG00000038248
chr10:43440086-43440186	ENSMUSG00000038240
chr4:143133291-143133391	ENSMUSG00000057637
chr1:106772471-106772571	ENSMUSG00000009907
chr1:106773971-106774071	ENSMUSG00000009907
chr14:49173126-49173226	ENSMUSG00000036282
chr14:49187526-49187626	ENSMUSG00000036282
chr7:63890951-63891051	ENSMUSG00000052040
chr13:49057103-49057203	ENSMUSG00000037989
chr13:49057203-49057303	ENSMUSG00000037989
chr13:49061303-49061403	ENSMUSG00000037989
chr17:16973367-16973467	ENSMUSG00000023852
chr3:84977468-84977568	ENSMUSG00000028086
chr3:84977568-84977668	ENSMUSG00000028086
chr9:118898490-118898590	ENSMUSG00000039115
chr13:112505170-112505270	ENSMUSG00000021756
chr17:24573050-24573150	ENSMUSG00000032855
chr17:24573650-24573750	ENSMUSG00000032855
chr17:24574450-24574550	ENSMUSG00000032855
chr17:24575550-24575650	ENSMUSG00000032855
chr2:165034757-165034857	ENSMUSG00000039804
chr10:57517174-57517274	ENSMUSG00000019877
chr8:68358581-68358681	ENSMUSG00000036356
chr8:68461281-68461381	ENSMUSG00000036356
chr6:88584914-88585014	ENSMUSG00000033182
chr6:88614014-88614114	ENSMUSG00000033182
chr6:88618114-88618214	ENSMUSG00000033182
chr16:33497075-33497175	ENSMUSG00000022811
chr16:33497275-33497375	ENSMUSG00000022811
chr16:33497475-33497575	ENSMUSG00000022811
chr16:38089701-38089801	ENSMUSG00000022812
chr16:38089801-38089901	ENSMUSG00000022812
chr10:57794635-57794735	ENSMUSG00000019872
chr7:133759742-133759842	ENSMUSG00000030986
chr2:126630142-126630242	ENSMUSG00000027361
chr2:126924391-126924491	ENSMUSG00000027366
chr2:127297118-127297218	ENSMUSG00000027367
chr3:109340753-109340853	ENSMUSG00000033721
chr3:109340853-109340953	ENSMUSG00000033721
chr11:55233650-55233750	ENSMUSG00000020261
chr1:59982590-59982690	ENSMUSG00000026018
chr1:59982690-59982790	ENSMUSG00000026018
chr10:52417747-52417847	ENSMUSG00000023068
chr6:55091149-55091249	ENSMUSG00000003476
chr1:60488592-60488692	ENSMUSG00000026014
chr1:60489892-60489992	ENSMUSG00000026014
chr1:60489992-60490092	ENSMUSG00000026014
chr1:60525692-60525792	ENSMUSG00000026014
chr1:60147847-60147947	ENSMUSG00000026017
chr2:114054263-114054363	ENSMUSG00000092201
chr2:114054463-114054563	ENSMUSG00000092201
chr16:3865921-3866021	ENSMUSG00000039789
chr9:116109793-116109893	ENSMUSG00000032440
chr9:116109893-116109993	ENSMUSG00000032440
chr9:110548497-110548597	ENSMUSG00000044791
chr9:110550697-110550797	ENSMUSG00000044791
chr8:111134586-111134686	ENSMUSG00000084808
chr11:116438194-116438294	ENSMUSG00000050628
chr2:80580912-80581012	ENSMUSG00000027002
chr2:79644552-79644652	ENSMUSG00000027007
chr2:79657852-79657952	ENSMUSG00000027007
chr1:7169820-7169920	ENSMUSG00000051285
chr13:119699762-119699862	ENSMUSG00000093930
chr18:37716480-37716580	ENSMUSG00000103567
chr7:115810472-115810572	ENSMUSG00000051910
chr7:90468938-90469038	ENSMUSG00000030614
chr7:113207565-113207665	ENSMUSG00000055116
chr8:47990459-47990559	ENSMUSG00000031563
chr10:34299042-34299142	ENSMUSG00000039485
chr10:34299088-34299188	ENSMUSG00000039480
chr1:64034947-64035047	ENSMUSG00000025959
chr1:64035647-64035747	ENSMUSG00000025959
chr1:64078847-64078947	ENSMUSG00000025959
chr1:64079047-64079147	ENSMUSG00000025959
chr1:64079147-64079247	ENSMUSG00000025959
chr1:64121047-64121147	ENSMUSG00000025959
chr11:60187413-60187513	ENSMUSG00000062115
chr8:85409559-85409659	ENSMUSG00000036934
chr5:149617487-149617587	ENSMUSG00000029657
chr5:150661807-150661907	ENSMUSG00000029655
chr16:55905588-55905688	ENSMUSG00000022604
chr16:55915388-55915488	ENSMUSG00000022604
chr5:149431349-149431449	ENSMUSG00000029659
chr15:97790655-97790755	ENSMUSG00000081534
chr10:128438457-128438557	ENSMUSG00000025373
chr11:120011913-120012013	ENSMUSG00000025375
chr4:34551037-34551137	ENSMUSG00000028291
chr5:119883768-119883868	ENSMUSG00000018263
chr5:119884368-119884468	ENSMUSG00000018263
chr19:34327159-34327259	ENSMUSG00000024778
chr2:13000941-13001041	ENSMUSG00000026730
chr7:25271504-25271604	ENSMUSG00000005442
chr8:107412786-107412886	ENSMUSG00000003848
chr11:115608318-115608418	ENSMUSG00000020743
chr7:16434910-16435010	ENSMUSG00000059273
chr3:133467279-133467379	ENSMUSG00000040943
chr7:24903012-24903112	ENSMUSG00000040940
chr6:48619273-48619373	ENSMUSG00000107640
chrX:77795711-77795811	ENSMUSG00000035725
chrX:135745033-135745133	ENSMUSG00000072969
chrX:135745233-135745333	ENSMUSG00000043384
chr15:98740321-98740421	ENSMUSG00000051853
chr2:148441140-148441240	ENSMUSG00000027435
chr2:148442540-148442640	ENSMUSG00000027435
chr12:101040209-101040309	ENSMUSG00000041846
chr12:101058609-101058709	ENSMUSG00000041846
chr15:79133072-79133172	ENSMUSG00000033039
chr6:120932707-120932807	ENSMUSG00000051586
chr6:120932807-120932907	ENSMUSG00000051586
chr6:120959307-120959407	ENSMUSG00000051586
chr3:9435220-9435320	ENSMUSG00000040209
chr7:81792877-81792977	ENSMUSG00000109485
chr12:34714280-34714380	ENSMUSG00000004698
chr13:76062422-76062522	ENSMUSG00000021592
chr3:52103807-52103907	ENSMUSG00000061143
chr1:51301286-51301386	ENSMUSG00000101799
chr1:51301386-51301486	ENSMUSG00000101799
chr11:68815059-68815159	ENSMUSG00000020900
chr11:68385964-68386064	ENSMUSG00000020902
chr10:56970629-56970729	ENSMUSG00000112327
chr11:3136050-3136150	ENSMUSG00000023764
chr4:134804259-134804359	ENSMUSG00000028826
chr4:127021624-127021724	ENSMUSG00000028820
chr13:108452448-108452548	ENSMUSG00000021699
chr13:108713548-108713648	ENSMUSG00000021699
chr13:108713648-108713748	ENSMUSG00000021699
chr13:108713748-108713848	ENSMUSG00000021699
chr13:108807348-108807448	ENSMUSG00000021699
chr13:108945848-108945948	ENSMUSG00000021699
chr13:108957848-108957948	ENSMUSG00000021699
chr13:108985248-108985348	ENSMUSG00000021699
chr13:108985348-108985448	ENSMUSG00000021699
chr13:108985548-108985648	ENSMUSG00000021699
chr13:108985648-108985748	ENSMUSG00000021699
chr13:108986948-108987048	ENSMUSG00000021699
chr13:109902548-109902648	ENSMUSG00000021699
chr13:109902948-109903048	ENSMUSG00000021699
chr13:109950248-109950348	ENSMUSG00000021699
chr13:109950348-109950448	ENSMUSG00000021699
chr13:109951248-109951348	ENSMUSG00000021699
chr13:109952148-109952248	ENSMUSG00000021699
chr13:109952948-109953048	ENSMUSG00000021699
chr13:93499097-93499197	ENSMUSG00000021690
chr15:80113734-80113834	ENSMUSG00000022415
chr5:123116844-123116944	ENSMUSG00000029449
chr11:101119722-101119822	ENSMUSG00000017802
chr18:4675729-4675829	ENSMUSG00000033960
chr18:4675829-4675929	ENSMUSG00000033960
chr1:139446988-139447088	ENSMUSG00000033964
chr11:21277881-21277981	ENSMUSG00000020128
chr7:125881020-125881120	ENSMUSG00000046182
chr1:106171852-106171952	ENSMUSG00000044340
chr1:106172952-106173052	ENSMUSG00000044340
chr1:106392552-106392652	ENSMUSG00000044340
chr11:103117831-103117931	ENSMUSG00000048878
chr3:28131595-28131695	ENSMUSG00000027695
chr14:54267788-54267888	ENSMUSG00000040997
chr2:30262115-30262215	ENSMUSG00000007476
chr2:30262215-30262315	ENSMUSG00000007476
chr3:104865105-104865205	ENSMUSG00000045576
chr17:23175569-23175669	ENSMUSG00000002617
chr12:59130984-59131084	ENSMUSG00000112695
chr12:8208121-8208221	ENSMUSG00000112694
chr11:72924726-72924826	ENSMUSG00000055670
chr11:72925626-72925726	ENSMUSG00000055670
chr18:82692793-82692893	ENSMUSG00000041258
chr6:72153692-72153792	ENSMUSG00000056091
chr13:54593901-54594001	ENSMUSG00000047547
chr10:19907600-19907700	ENSMUSG00000020003
chr16:95720675-95720775	ENSMUSG00000022895
chr16:85795427-85795527	ENSMUSG00000022893
chr16:85795527-85795627	ENSMUSG00000022893
chr8:95837420-95837520	ENSMUSG00000036534
chr15:38012128-38012228	ENSMUSG00000037487
chr15:38078628-38078728	ENSMUSG00000037487
chr11:35708124-35708224	ENSMUSG00000056427
chr3:96623649-96623749	ENSMUSG00000049288
chr3:36948204-36948304	ENSMUSG00000037270
chr15:43527429-43527529	ENSMUSG00000022337
chr11:95830873-95830973	ENSMUSG00000075595
chr11:95830973-95831073	ENSMUSG00000075595
chr11:95831073-95831173	ENSMUSG00000075595
chr19:53813606-53813706	ENSMUSG00000043639
chr19:53813706-53813806	ENSMUSG00000043639
chr19:53813906-53814006	ENSMUSG00000043639
chr19:53814006-53814106	ENSMUSG00000043639
chr19:53851306-53851406	ENSMUSG00000043639
chr19:53864106-53864206	ENSMUSG00000043639
chr19:53864206-53864306	ENSMUSG00000043639
chr5:89677587-89677687	ENSMUSG00000043635
chr8:72483141-72483241	ENSMUSG00000019731
chr8:72483541-72483641	ENSMUSG00000019731
chr17:49993657-49993757	ENSMUSG00000039316
chr17:49993757-49993857	ENSMUSG00000039316
chr17:49993857-49993957	ENSMUSG00000039316
chr17:50190357-50190457	ENSMUSG00000039316
chr6:33249085-33249185	ENSMUSG00000029763
chr6:33972185-33972285	ENSMUSG00000029763
chr6:32149168-32149268	ENSMUSG00000029765
chr6:32149468-32149568	ENSMUSG00000029765
chr6:32517568-32517668	ENSMUSG00000029765
chr6:32587668-32587768	ENSMUSG00000029765
chr6:32587768-32587868	ENSMUSG00000029765
chr6:32587868-32587968	ENSMUSG00000029765
chr6:51469832-51469932	ENSMUSG00000004980
chr12:86244390-86244490	ENSMUSG00000021254
chr17:13888439-13888539	ENSMUSG00000068036
chr17:13903839-13903939	ENSMUSG00000068036
chr17:12916401-12916501	ENSMUSG00000068039
chr12:86470317-86470417	ENSMUSG00000021255
chr12:86519017-86519117	ENSMUSG00000021255
chr11:116852978-116853078	ENSMUSG00000090266
chrX:17557964-17558064	ENSMUSG00000025040
chr19:11991844-11991944	ENSMUSG00000024687
chr2:32050736-32050836	ENSMUSG00000001855
chr19:17119318-17119418	ENSMUSG00000039126
chr19:17121418-17121518	ENSMUSG00000039126
chr19:17122318-17122418	ENSMUSG00000039126
chr19:17123018-17123118	ENSMUSG00000039126
chr17:79335625-79335725	ENSMUSG00000036533
chr2:84442155-84442255	ENSMUSG00000027082
chr2:84442755-84442855	ENSMUSG00000027082
chr1:167393766-167393866	ENSMUSG00000026688
chr18:23962388-23962488	ENSMUSG00000024276
chr4:129628978-129629078	ENSMUSG00000053841
chr12:112909190-112909290	ENSMUSG00000002799
chr14:65077760-65077860	ENSMUSG00000021978
chr6:127109497-127109597	ENSMUSG00000097525
chr10:53281343-53281443	ENSMUSG00000038594
chr10:53349143-53349243	ENSMUSG00000038594
chr17:6439999-6440099	ENSMUSG00000097723
chr14:118162727-118162827	ENSMUSG00000022131
chr15:3520160-3520260	ENSMUSG00000055737
chr6:72610032-72610132	ENSMUSG00000056429
chr16:13836248-13836348	ENSMUSG00000022680
chr16:13836348-13836448	ENSMUSG00000022680
chr16:13903048-13903148	ENSMUSG00000022680
chr16:13702158-13702258	ENSMUSG00000022684
chr16:13702258-13702358	ENSMUSG00000022684
chr12:40446253-40446353	ENSMUSG00000035954
chr12:40844353-40844453	ENSMUSG00000035954
chr3:136670424-136670524	ENSMUSG00000028161
chr3:136699724-136699824	ENSMUSG00000028161
chr2:73911247-73911347	ENSMUSG00000018770
chr4:41739389-41739489	ENSMUSG00000073889
chr16:96002292-96002392	ENSMUSG00000022914
chr10:10688059-10688159	ENSMUSG00000019828
chr10:10688259-10688359	ENSMUSG00000019828
chr10:10688459-10688559	ENSMUSG00000019828
chr10:10688559-10688659	ENSMUSG00000019828
chr10:10688959-10689059	ENSMUSG00000019828
chr10:10689359-10689459	ENSMUSG00000019828
chr10:10689459-10689559	ENSMUSG00000019828
chr10:10689659-10689759	ENSMUSG00000019828
chr10:10719859-10719959	ENSMUSG00000019828
chr10:12405988-12406088	ENSMUSG00000019820
chr2:173779111-173779211	ENSMUSG00000054455
chr16:32877800-32877900	ENSMUSG00000022800
chr4:123247256-123247356	ENSMUSG00000032744
chr4:123247656-123247756	ENSMUSG00000032744
chr1:37420484-37420584	ENSMUSG00000026112
chr10:58478920-58479020	ENSMUSG00000003226
chr19:60890449-60890549	ENSMUSG00000003228
chr19:60927549-60927649	ENSMUSG00000003228
chr19:61091949-61092049	ENSMUSG00000003228
chr19:61092049-61092149	ENSMUSG00000003228
chr10:63954872-63954972	ENSMUSG00000042846
chr10:63987772-63987872	ENSMUSG00000042846
chr10:64055772-64055872	ENSMUSG00000042846
chr13:32965209-32965309	ENSMUSG00000042842
chr2:29065562-29065662	ENSMUSG00000026803
chr13:37947000-37947100	ENSMUSG00000039087
chr13:37948900-37949000	ENSMUSG00000039087
chr4:81281700-81281800	ENSMUSG00000028402
chr14:47289731-47289831	ENSMUSG00000048379
chr14:47290231-47290331	ENSMUSG00000048379
chr1:74288647-74288747	ENSMUSG00000006301
chr14:20561979-20562079	ENSMUSG00000084925
chr16:91615857-91615957	ENSMUSG00000039763
chr17:26213022-26213122	ENSMUSG00000024187
chr5:9101168-9101268	ENSMUSG00000079659
chr5:9118568-9118668	ENSMUSG00000079659
chr10:45317798-45317898	ENSMUSG00000019848
chr10:45317898-45317998	ENSMUSG00000019848
chr18:5591860-5591960	ENSMUSG00000024238
chr3:60501530-60501630	ENSMUSG00000027763
chr3:60625130-60625230	ENSMUSG00000027763
chr17:43804051-43804151	ENSMUSG00000039601
chr17:43853051-43853151	ENSMUSG00000039601
chr17:44037051-44037151	ENSMUSG00000039601
chr17:67038148-67038248	ENSMUSG00000033278
chr17:67248648-67248748	ENSMUSG00000033278
chr17:67300648-67300748	ENSMUSG00000033278
chr17:67353748-67353848	ENSMUSG00000033278
chr17:67354048-67354148	ENSMUSG00000033278
chr17:67354148-67354248	ENSMUSG00000033278
chr16:13413281-13413381	ENSMUSG00000009569
chr18:69683056-69683156	ENSMUSG00000053477
chr18:69686956-69687056	ENSMUSG00000053477
chr17:12770011-12770111	ENSMUSG00000078247
chr17:12770411-12770511	ENSMUSG00000078247
chr17:12774711-12774811	ENSMUSG00000078247
chr17:12776011-12776111	ENSMUSG00000078247
chr17:12776111-12776211	ENSMUSG00000078247
chr17:12779211-12779311	ENSMUSG00000078247
chr17:12794311-12794411	ENSMUSG00000078247
chr17:12802811-12802911	ENSMUSG00000078247
chr17:12817011-12817111	ENSMUSG00000078247
chr17:12819511-12819611	ENSMUSG00000078247
chr5:139252424-139252524	ENSMUSG00000025858
chrX:169302399-169302499	ENSMUSG00000031355
chrX:162761002-162761102	ENSMUSG00000031353
chr5:34351389-34351489	ENSMUSG00000029110
chr8:123954290-123954390	ENSMUSG00000110615
chr11:3537323-3537423	ENSMUSG00000020439
chr10:41810735-41810835	ENSMUSG00000038332
chr10:41811135-41811235	ENSMUSG00000038332
chr11:74900371-74900471	ENSMUSG00000038335
chr4:123718110-123718210	ENSMUSG00000028648
chr4:123408233-123408333	ENSMUSG00000028649
chr4:123409033-123409133	ENSMUSG00000028649
chr4:123411333-123411433	ENSMUSG00000028649
chr4:123434833-123434933	ENSMUSG00000028649
chr4:123471933-123472033	ENSMUSG00000028649
chr4:123473233-123473333	ENSMUSG00000028649
chr4:123474933-123475033	ENSMUSG00000028649
chr4:123476133-123476233	ENSMUSG00000028649
chr4:76449938-76450038	ENSMUSG00000028399
chr7:142060435-142060535	ENSMUSG00000025147
chr7:142060535-142060635	ENSMUSG00000025147
chr4:62510069-62510169	ENSMUSG00000028393
chr3:19227880-19227980	ENSMUSG00000087108
chr9:46281064-46281164	ENSMUSG00000032078
chr18:39486645-39486745	ENSMUSG00000024431
chr14:75845193-75845293	ENSMUSG00000060126
chr11:52000397-52000497	ENSMUSG00000020390
chr2:106003109-106003209	ENSMUSG00000027166
chr2:101628981-101629081	ENSMUSG00000027165
chr7:88288785-88288885	ENSMUSG00000030560
chr7:88309685-88309785	ENSMUSG00000030560
chr19:61092040-61092140	ENSMUSG00000074733
chr19:61117040-61117140	ENSMUSG00000074733
chr18:35859218-35859318	ENSMUSG00000046668
chr13:74031307-74031407	ENSMUSG00000021573
chrX:12056640-12056740	ENSMUSG00000040363
chrX:9662867-9662967	ENSMUSG00000031176
chr18:14626898-14626998	ENSMUSG00000037013
chr2:164792868-164792968	ENSMUSG00000017307
chr14:56778141-56778241	ENSMUSG00000021938
chrX:139610916-139611016	ENSMUSG00000031438
chr9:59871657-59871757	ENSMUSG00000110803
chr9:59871857-59871957	ENSMUSG00000110803
chr11:101418964-101419064	ENSMUSG00000097239
chr13:44902174-44902274	ENSMUSG00000038518
chr13:44906174-44906274	ENSMUSG00000038518
chr6:71284040-71284140	ENSMUSG00000055027
chr6:71284140-71284240	ENSMUSG00000055027
chr15:81650151-81650251	ENSMUSG00000055024
chr4:134926992-134927092	ENSMUSG00000037266
chr4:134927092-134927192	ENSMUSG00000037266
chr5:49960656-49960756	ENSMUSG00000029090
chr5:49960756-49960856	ENSMUSG00000029090
chr5:35652223-35652323	ENSMUSG00000029096
chr5:35652323-35652423	ENSMUSG00000029096
chr5:35612240-35612340	ENSMUSG00000029098
chr5:35612340-35612440	ENSMUSG00000029098
chr16:26714704-26714804	ENSMUSG00000022514
chr3:88729338-88729438	ENSMUSG00000028057
chr12:15793627-15793727	ENSMUSG00000020601
chr12:15793727-15793827	ENSMUSG00000020601
chr19:44074335-44074435	ENSMUSG00000025199
chr18:60526721-60526821	ENSMUSG00000024603
chr7:45717857-45717957	ENSMUSG00000059070
chr9:50895401-50895501	ENSMUSG00000037112
chr2:146244879-146244979	ENSMUSG00000037110
chr2:146342179-146342279	ENSMUSG00000037110
chr2:146342579-146342679	ENSMUSG00000037110
chr18:83001579-83001679	ENSMUSG00000058881
chr11:107685430-107685530	ENSMUSG00000020721
chr15:83227226-83227326	ENSMUSG00000047878
chr4:150102465-150102565	ENSMUSG00000047875
chr11:106319892-106319992	ENSMUSG00000001027
chr4:137964837-137964937	ENSMUSG00000057530
chr7:127482899-127482999	ENSMUSG00000042423
chrX:140385663-140385763	ENSMUSG00000042425
chr15:5178961-5179061	ENSMUSG00000050697
chr6:92189412-92189512	ENSMUSG00000014550
chr9:40293633-40293733	ENSMUSG00000040111
chr9:40293833-40293933	ENSMUSG00000040111
chr9:40294333-40294433	ENSMUSG00000040111
chr5:15934691-15934791	ENSMUSG00000040118
chr5:15934791-15934891	ENSMUSG00000040118
chr5:16370991-16371091	ENSMUSG00000040118
chr2:167301244-167301344	ENSMUSG00000017929
chr11:76250015-76250115	ENSMUSG00000038046
chr10:7211863-7211963	ENSMUSG00000015202
chr15:12374411-12374511	ENSMUSG00000022197
chr15:12374711-12374811	ENSMUSG00000022197
chr15:12376111-12376211	ENSMUSG00000022197
chr15:12385211-12385311	ENSMUSG00000022197
chr15:12385411-12385511	ENSMUSG00000022197
chr15:12549411-12549511	ENSMUSG00000022197
chr15:12549611-12549711	ENSMUSG00000022197
chr15:12592411-12592511	ENSMUSG00000022197
chr2:71274863-71274963	ENSMUSG00000027010
chr12:108106931-108107031	ENSMUSG00000056770
chrX:13291470-13291570	ENSMUSG00000000787
chr15:98591894-98591994	ENSMUSG00000022994
chr15:98604194-98604294	ENSMUSG00000022994
chr1:181921984-181922084	ENSMUSG00000022995
chr13:74361278-74361378	ENSMUSG00000021579
chr3:116923958-116924058	ENSMUSG00000033377
chr3:116924158-116924258	ENSMUSG00000033377
chr14:26533968-26534068	ENSMUSG00000021870
chr10:96618506-96618606	ENSMUSG00000036478
chr17:24179831-24179931	ENSMUSG00000036473
chr15:37007231-37007331	ENSMUSG00000062397
chr11:77469411-77469511	ENSMUSG00000020836
chr11:77470311-77470411	ENSMUSG00000020836
chr8:119323433-119323533	ENSMUSG00000031841
chr8:119323533-119323633	ENSMUSG00000031841
chr8:119323633-119323733	ENSMUSG00000031841
chr17:22851797-22851897	ENSMUSG00000059142
chr2:65022576-65022676	ENSMUSG00000026888
chr2:36117879-36117979	ENSMUSG00000026889
chr2:35709766-35709866	ENSMUSG00000026883
chr2:36189289-36189389	ENSMUSG00000026887
chr17:47368887-47368987	ENSMUSG00000034729
chr12:75735349-75735449	ENSMUSG00000021054
chr12:75452781-75452881	ENSMUSG00000021051
chr6:4008104-4008204	ENSMUSG00000032766
chr8:40993414-40993514	ENSMUSG00000045636
chr8:41083114-41083214	ENSMUSG00000045636
chr4:83462380-83462480	ENSMUSG00000028484
chr4:83462424-83462524	ENSMUSG00000028483
chr6:116258638-116258738	ENSMUSG00000024104
chr6:116258938-116259038	ENSMUSG00000024104
chr3:32933346-32933446	ENSMUSG00000056900
chr9:21588194-21588294	ENSMUSG00000032185
chr9:21588294-21588394	ENSMUSG00000032185
chr19:24094923-24095023	ENSMUSG00000024812
chr16:13412174-13412274	ENSMUSG00000087526
chr16:13412874-13412974	ENSMUSG00000087526
chr7:130674638-130674738	ENSMUSG00000030852
chr7:130394193-130394293	ENSMUSG00000030850
chr16:7086922-7087022	ENSMUSG00000008658
chr16:7087422-7087522	ENSMUSG00000008658
chr16:7087722-7087822	ENSMUSG00000008658
chr7:93080082-93080182	ENSMUSG00000097644
chr7:93081182-93081282	ENSMUSG00000097644
chr6:119196553-119196653	ENSMUSG00000041477
chr10:93247975-93248075	ENSMUSG00000020015
chr9:123479306-123479406	ENSMUSG00000025239
chr9:59539840-59539940	ENSMUSG00000025232
chr17:63499152-63499252	ENSMUSG00000023965
chr17:63499552-63499652	ENSMUSG00000023965
chr17:44102108-44102208	ENSMUSG00000023961
chr17:44102208-44102308	ENSMUSG00000023961
chr10:98914606-98914706	ENSMUSG00000019943
chr10:69270534-69270634	ENSMUSG00000019944
chr6:101151771-101151871	ENSMUSG00000107427
chr11:21711435-21711535	ENSMUSG00000020319
chr11:21711535-21711635	ENSMUSG00000020319
chr11:30137195-30137295	ENSMUSG00000020315
chr3:19691574-19691674	ENSMUSG00000060913
chr3:19691674-19691774	ENSMUSG00000060913
chr1:151345177-151345277	ENSMUSG00000023150
chr1:151345277-151345377	ENSMUSG00000023150
chr6:148181659-148181759	ENSMUSG00000030303
chr6:148237830-148237930	ENSMUSG00000030306
chr6:148444230-148444330	ENSMUSG00000030306
chr18:11054310-11054410	ENSMUSG00000005836
chr18:11084610-11084710	ENSMUSG00000005836
chr18:11084710-11084810	ENSMUSG00000005836
chr18:11084910-11085010	ENSMUSG00000005836
chr8:86861760-86861860	ENSMUSG00000031652
chr15:11995939-11996039	ENSMUSG00000022205
chr4:98934510-98934610	ENSMUSG00000028560
chr4:98065334-98065434	ENSMUSG00000028565
chr2:65099239-65099339	ENSMUSG00000034903
chr13:32776027-32776127	ENSMUSG00000044951
chr7:97347927-97348027	ENSMUSG00000044952
chr9:121313502-121313602	ENSMUSG00000032536
chr9:121473002-121473102	ENSMUSG00000032536
chr9:121473402-121473502	ENSMUSG00000032536
chr9:102720072-102720172	ENSMUSG00000032531
chr9:102731972-102732072	ENSMUSG00000032531
chr7:16562919-16563019	ENSMUSG00000058230
chr7:16564619-16564719	ENSMUSG00000058230
chr7:16564719-16564819	ENSMUSG00000058230
chr7:16564819-16564919	ENSMUSG00000058230
chr7:16564919-16565019	ENSMUSG00000058230
chrX:51017812-51017912	ENSMUSG00000050029
chr19:53988106-53988206	ENSMUSG00000024976
chr2:157774401-157774501	ENSMUSG00000027649
chr8:60922989-60923089	ENSMUSG00000004319
chr8:60929189-60929289	ENSMUSG00000004319
chr10:67548411-67548511	ENSMUSG00000057134
chr7:84615866-84615966	ENSMUSG00000030629
chr13:33985359-33985459	ENSMUSG00000046949
chr11:69109217-69109317	ENSMUSG00000020893
chrX:75875054-75875154	ENSMUSG00000016382
chr12:84530108-84530208	ENSMUSG00000085793
chr11:116079173-116079273	ENSMUSG00000034341
chr7:140877966-140878066	ENSMUSG00000025486
chr7:140881766-140881866	ENSMUSG00000025486
chr7:110055176-110055276	ENSMUSG00000101585
chr7:110122376-110122476	ENSMUSG00000101585
chr18:60713078-60713178	ENSMUSG00000054008
chr1:53347207-53347307	ENSMUSG00000099913
chr10:61580201-61580301	ENSMUSG00000037151
chr2:30185324-30185424	ENSMUSG00000039648
