Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of peptide hormone secretion (GO:0090276)	6/74	0.04487248800414560256921703285115654580295085906982421875	0.28297851534977602749876268717343918979167938232421875	0.0824148196732059357128008514337125234305858612060546875	0.50368664584688327412465014276676811277866363525390625	-1.3297248333200016	4.127373348887874	PPP3CB;RAP1A;CHD7;PRKCA;CACNA1C;RAPGEF3
pathway-restricted SMAD protein phosphorylation (GO:0060389)	2/14	0.0843174572387102028159233668702654540538787841796875	0.373945144340826374218522687442600727081298828125	0.1211408027002638110314336472583818249404430389404296875	0.5561993585516920024502951491740532219409942626953125	-1.6635304345640392	4.114187494181018	USP15;TGFBR2
Notch signaling pathway (GO:0007219)	5/56	0.04573090841429190700484497256184113211929798126220703125	0.28297851534977602749876268717343918979167938232421875	0.08061795162486092014564320606950786896049976348876953125	0.50368664584688327412465014276676811277866363525390625	-1.3293293975479472	4.100955770370702	KAT2B;CREBBP;NCSTN;ITCH;NOTCH1
regulation of defense response to virus (GO:0050688)	2/15	0.09510750512791245336874368376811617054045200347900390625	0.399535193829133661314045866674860008060932159423828125	0.1339976711475962256603366995477699674665927886962890625	0.582554366977030557706029867404140532016754150390625	-1.7377559432072587	4.088500767258252	ITCH;TRAF3
artery development (GO:0060840)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.9092921369283316	4.084347783990967	NRP1;NF1
regulation of platelet aggregation (GO:0090330)	2/15	0.09510750512791245336874368376811617054045200347900390625	0.399535193829133661314045866674860008060932159423828125	0.1339976711475962256603366995477699674665927886962890625	0.582554366977030557706029867404140532016754150390625	-1.7357741291867066	4.083838059485471	PRKCA;PRKG1
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	15/237	0.02008423503407756605110279224390978924930095672607421875	0.210442479439884977399088938909699209034442901611328125	0.056539450600385156298077760084197507239878177642822265625	0.470888156889835707286096067036851309239864349365234375	-1.0442355601983613	4.080684709528819	AQR;RBM15;DHX8;CPSF2;PRPF4B;RNPC3;WDR33;DHX40;SYNCRIP;RAVER1;TRA2B;GEMIN5;PRPF31;SNRPD3;SF3B1
proteoglycan biosynthetic process (GO:0030166)	3/25	0.055456065675057779340573205217879149131476879119873046875	0.30731456123605516150831817867583595216274261474609375	0.0879328333824329899659488773977500386536121368408203125	0.5151892998786717914327937251073308289051055908203125	-1.403846840911029	4.060155549140501	CSGALNACT1;B3GAT3;EXTL3
positive regulation of endothelial cell proliferation (GO:0001938)	6/68	0.0315064965606491609317885149721405468881130218505859375	0.2500446333691408451471716034575365483760833740234375	0.061104925084482453190304340751026757061481475830078125	0.4783298864660270321991220043855719268321990966796875	-1.174035851153833	4.059301175468871	NRP1;PDPK1;KDR;PRKD2;PRKCA;TEK
regulation of lipid metabolic process (GO:0019216)	8/101	0.02535530914167492821942317959837964735925197601318359375	0.2296525390433760971387044946823152713477611541748046875	0.054796750632828440663590896519963280297815799713134765625	0.45770463721006848789585319536854512989521026611328125	-1.0983709068410166	4.036257312999906	NCOR2;ABCA1;NCOA2;CREBBP;NCOR1;RORA;TBL1X;PPARD
positive regulation of stress-activated MAPK cascade (GO:0032874)	7/81	0.023257730023614427150580041825378430075943470001220703125	0.217518625649609942396267570074996910989284515380859375	0.04911374010623821562138147100995411165058612823486328125	0.45662017692754208741945376459625549614429473876953125	-1.0707829831687006	4.027340860913724	SDCBP;STK25;TAOK1;TAOK2;FCGR2B;SASH1;HIPK2
protein monoubiquitination (GO:0006513)	4/38	0.042896992848564831357638382769437157548964023590087890625	0.28297851534977602749876268717343918979167938232421875	0.0734595008299226692738415067651658318936824798583984375	0.4820827363007296195718254239181987941265106201171875	-1.2789057945136983	4.027214944659132	WAC;UBE2O;CDC73;RBX1
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	3/26	0.0611178732201367036491745921011897735297679901123046875	0.32863015819487195745551844083820469677448272705078125	0.095449094164017311836545331971137784421443939208984375	0.51561499850937686506568979893927462399005889892578125	-1.4364762560558664	4.014880649970067	ITCH;TRAF6;MAP2K6
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	3/25	0.055456065675057779340573205217879149131476879119873046875	0.30731456123605516150831817867583595216274261474609375	0.0879328333824329899659488773977500386536121368408203125	0.5151892998786717914327937251073308289051055908203125	-1.3861578946459878	4.008996212349995	ITCH;TRAF6;MAP2K6
positive regulation of cardiac muscle cell proliferation (GO:0060045)	2/14	0.0843174572387102028159233668702654540538787841796875	0.373945144340826374218522687442600727081298828125	0.1211408027002638110314336472583818249404430389404296875	0.5561993585516920024502951491740532219409942626953125	-1.6172888025375987	3.9998242458503315	NOTCH1;ERBB4
Golgi vesicle transport (GO:0048193)	16/272	0.030472950609557382384284807130825356580317020416259765625	0.248025578114721312328327940122107975184917449951171875	0.0815314215690122467972145159365027211606502532958984375	0.50368664584688327412465014276676811277866363525390625	-1.14291055508815	3.9898045766061414	TMED9;PEF1;COG5;GOSR1;ANK2;NAPG;CUX1;CAPZA2;BNIP1;VTI1A;TRAPPC11;EXOC5;MPPE1;SEC24C;SEC22A;ATP9B
branching involved in blood vessel morphogenesis (GO:0001569)	2/15	0.09510750512791245336874368376811617054045200347900390625	0.399535193829133661314045866674860008060932159423828125	0.1339976711475962256603366995477699674665927886962890625	0.582554366977030557706029867404140532016754150390625	-1.6956459822263108	3.9894266662875117	NRP1;TGFBR2
regulation of osteoblast differentiation (GO:0045667)	6/70	0.035628411656449303357430125061000580899417400360107421875	0.27060617641943240929691683049895800650119781494140625	0.0677996586358480535228210328568820841610431671142578125	0.4820827363007296195718254239181987941265106201171875	-1.1960472544597969	3.9883533827864555	NOTCH1;ZHX3;NBR1;ACVR2A;PTK2;DDR2
positive regulation of protein localization to endosome (GO:1905668)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.6391863723050877	3.987037009523431	ROCK2
positive regulation of glucose import (GO:0046326)	3/27	0.06703746298442485318513917036398197524249553680419921875	0.337442640418405936930668076456640847027301788330078125	0.10321746253679310589834727807101444341242313385009765625	0.5426018902163527446447233160142786800861358642578125	-1.4726852796065653	3.9799373682313632	OSBPL8;INSR;RHOQ
peptidyl-threonine modification (GO:0018210)	7/90	0.038356206483254558226025920930624124594032764434814453125	0.2747305453979738132375132408924400806427001953125	0.07488859310133881563853464058411191217601299285888671875	0.486619215571567231837235567581956274807453155517578125	-1.2179579123445412	3.9715645712518355	CAMK2D;PDPK1;ROCK2;DYRK1A;PRKD2;HIPK2;TGFBR2
regulation of biomineral tissue development (GO:0070167)	2/14	0.0843174572387102028159233668702654540538787841796875	0.373945144340826374218522687442600727081298828125	0.1211408027002638110314336472583818249404430389404296875	0.5561993585516920024502951491740532219409942626953125	-1.6030909986885813	3.9647107151166603	NBR1;DDR2
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	5/54	0.04004213475589936399590129667558358050882816314697265625	0.2747305453979738132375132408924400806427001953125	0.07202978546761155953515043393053929321467876434326171875	0.4820827363007296195718254239181987941265106201171875	-1.2320197243454627	3.9644214182340045	PDGFRA;NEDD4;KDR;TEK;PTK2
positive regulation of cardiac muscle contraction (GO:0060452)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.6225369187673486	3.961884565520271	KCNQ1
histone acetylation (GO:0016573)	6/72	0.0400817037690884003797719969952595420181751251220703125	0.2747305453979738132375132408924400806427001953125	0.07490369077384333162950014184389146976172924041748046875	0.486619215571567231837235567581956274807453155517578125	-1.2232004695000194	3.9348344662669987	KAT2B;CREBBP;BRPF3;RUVBL2;KAT6A;JADE1
positive regulation of macrophage activation (GO:0043032)	2/18	0.129526314991892654848726351701770909130573272705078125	0.455172272593150684105722802996751852333545684814453125	0.1741357810447245191287635179833159781992435455322265625	0.63231814029548261135715847558458335697650909423828125	-1.924655659849758	3.9337482998658797	TLR4;HSPD1
vesicle-mediated transport (GO:0016192)	22/411	0.0327593094614559987576285493560135364532470703125	0.257138141389236796197081957870977930724620819091796875	0.0996364447228785532484351961102220229804515838623046875	0.529846466820231842831390167702920734882354736328125	-1.1502762562824975	3.9322977146834712	ARFGEF1;SPAG9;ARFGEF2;DENND1A;GOSR1;HOOK3;COMMD1;PIK3C2A;RAB10;CECR2;RAB14;CUX1;VTI1A;ANKFY1;UBE2O;KIF1B;VPS35;ERC1;SEC22A;ATP9B;TBC1D10A;RHOQ
cardiac muscle contraction (GO:0060048)	4/37	0.039433318892422387913487824562253081239759922027587890625	0.2747305453979738132375132408924400806427001953125	0.06841481838872741361168294815797707997262477874755859375	0.4820827363007296195718254239181987941265106201171875	-1.2142456747381494	3.9258313155779665	CAMK2D;PIK3CA;KCNQ1;ATP1B1
negative regulation of platelet activation (GO:0010544)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.7486547095114793	3.9201761595226587	PDGFRA;PRKG1
membrane protein proteolysis (GO:0033619)	4/36	0.03613550679797668252479780903740902431309223175048828125	0.27060617641943240929691683049895800650119781494140625	0.06355608210141026892525673019918031059205532073974609375	0.481714749260688968046650870746816508471965789794921875	-1.1795175781532703	3.916563736707443	MBTPS1;NCSTN;TRAF6;SPPL2A
regulation of glycolytic process (GO:0006110)	5/58	0.0518767215453856123108522524489671923220157623291015625	0.307176969015116652084174120318493805825710296630859375	0.08972645151450940603776729176388471387326717376708984375	0.51561499850937686506568979893927462399005889892578125	-1.3231329188189391	3.914998298084114	HDAC4;INSR;NUP35;NUP88;OGT
regulation of calcium ion transmembrane transporter activity (GO:1901019)	3/28	0.07320751722650419013316280825165449641644954681396484375	0.349906237752507454086270399784552864730358123779296875	0.11122659791692905695281723410516860894858837127685546875	0.5541986139686987389296746187028475105762481689453125	-1.495835659021482	3.9107982622794557	CAMK2D;PDE4D;ANK2
negative regulation of nervous system development (GO:0051961)	3/23	0.04493258480939883725557848492826451547443866729736328125	0.28297851534977602749876268717343918979167938232421875	0.07370060680618484294512882115668617188930511474609375	0.4820827363007296195718254239181987941265106201171875	-1.2589760792198879	3.906089146648186	NOTCH1;EIF2AK3;HOOK3
regulation of extracellular matrix disassembly (GO:0010715)	2/15	0.09510750512791245336874368376811617054045200347900390625	0.399535193829133661314045866674860008060932159423828125	0.1339976711475962256603366995477699674665927886962890625	0.582554366977030557706029867404140532016754150390625	-1.659033696446854	3.9032872063216226	CLASP1;DDR2
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	3/28	0.07320751722650419013316280825165449641644954681396484375	0.349906237752507454086270399784552864730358123779296875	0.11122659791692905695281723410516860894858837127685546875	0.5541986139686987389296746187028475105762481689453125	-1.492620091833811	3.9023912995934524	DYRK1A;CLASP1;CAMSAP2
negative regulation of leukocyte degranulation (GO:0043301)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.5680834292214714	3.879621304238164	FCGR2B
regulation of mRNA metabolic process (GO:1903311)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.7231659352718107	3.863034812768319	SRPK2;SLTM
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	6/64	0.0242259908730638462426298929131007753312587738037109375	0.2217490857869901521581823544693179428577423095703125	0.04894347911767223113788105592902866192162036895751953125	0.45662017692754208741945376459625549614429473876953125	-1.0367947795400356	3.857217912563159	CNOT4;CNOT7;TFDP2;CNOT2;CNOT10;CNOT9
negative regulation of protein phosphorylation (GO:0001933)	12/179	0.023889318842072147786037561445482424460351467132568359375	0.219368264367104826018106678020558319985866546630859375	0.059616144707146996595259480500317295081913471221923828125	0.4783298864660270321991220043855719268321990966796875	-1.03238329801418	3.855253551790889	IBTK;PID1;DUSP3;PDPK1;PDE4D;NF1;LDLRAD4;TARDBP;SOCS6;PAK2;LRP6;NCK1
viral genome replication (GO:0019079)	3/23	0.04493258480939883725557848492826451547443866729736328125	0.28297851534977602749876268717343918979167938232421875	0.07370060680618484294512882115668617188930511474609375	0.4820827363007296195718254239181987941265106201171875	-1.2383627526744967	3.842134404040877	NFIA;CTBP2;ROCK2
phosphate-containing compound metabolic process (GO:0006796)	12/184	0.0287835902437435786627162315198802389204502105712890625	0.2453066426654939846674352565969456918537616729736328125	0.069535865758695247773601977314683608710765838623046875	0.4820827363007296195718254239181987941265106201171875	-1.0828641427534758	3.8419476592428348	BCKDK;PPP3CB;PLCB4;DUSP3;PIK3CA;SYNJ1;GK;ITPK1;PLCE1;DUSP16;PAK2;MTOR
mitochondrial fusion (GO:0008053)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.7931938445044355	3.835990922191104	AFG3L2;MFF
negative regulation of translational initiation (GO:0045947)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.7916409595811478	3.832668998860174	AGO2;EIF2AK3
neural crest cell differentiation (GO:0014033)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.7086686034267573	3.830534345771296	PEF1;LRP6
myeloid cell differentiation (GO:0030099)	4/45	0.07174020140297614200886044955041143111884593963623046875	0.349906237752507454086270399784552864730358123779296875	0.1137133886323707654408821099423221312463283538818359375	0.5561993585516920024502951491740532219409942626953125	-1.4529137789629323	3.8279977443340307	KMT2E;KAT6A;PRKX;HIPK2
DNA methylation or demethylation (GO:0044728)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.7845754783368415	3.817554558222798	ATF7IP;KMT2E
miRNA metabolic process (GO:0010586)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.7738742265283676	3.7946624961519895	DDX17;AGO2
dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.6915627339159671	3.792185996334809	CSGALNACT1;B3GAT3
N-glycan processing (GO:0006491)	2/18	0.129526314991892654848726351701770909130573272705078125	0.455172272593150684105722802996751852333545684814453125	0.1741357810447245191287635179833159781992435455322265625	0.63231814029548261135715847558458335697650909423828125	-1.8529396934072027	3.7871701004758327	EDEM3;ST8SIA4
regulation of axonogenesis (GO:0050770)	5/56	0.04573090841429190700484497256184113211929798126220703125	0.28297851534977602749876268717343918979167938232421875	0.08061795162486092014564320606950786896049976348876953125	0.50368664584688327412465014276676811277866363525390625	-1.2257545245327401	3.7814292678043544	SIPA1L1;PLXNA2;PLXNC1;SSH2;PLXNA4
negative regulation of Wnt signaling pathway (GO:0030178)	11/175	0.0441976241286839155453236571702291257679462432861328125	0.28297851534977602749876268717343918979167938232421875	0.09611573749860395643462851467120344750583171844482421875	0.51561499850937686506568979893927462399005889892578125	-1.211522048188289	3.7788393318692215	PSMD11;NXN;CSNK1A1;RUVBL2;CHD8;JADE1;NFATC1;MCC;BICC1;LRP6;RBX1
positive regulation of hydrolase activity (GO:0051345)	11/173	0.04124583378684816559189840745602850802242755889892578125	0.281842884374361279942178271085140295326709747314453125	0.09078841532437269268296375912541407160460948944091796875	0.51561499850937686506568979893927462399005889892578125	-1.179924178187136	3.7618403655867123	ARHGAP21;RAP1A;RAPGEF1;NF1;RAPGEF2;SNX13;PKP4;ITGA6;ATP1B3;ATP1B1;RAPGEF3
regulation of cellular carbohydrate metabolic process (GO:0010675)	2/14	0.0843174572387102028159233668702654540538787841796875	0.373945144340826374218522687442600727081298828125	0.1211408027002638110314336472583818249404430389404296875	0.5561993585516920024502951491740532219409942626953125	-1.5150668663137623	3.7470123928749497	SIK3;RORA
androgen receptor signaling pathway (GO:0030521)	4/41	0.054280670268270082845507573665599920786917209625244140625	0.307176969015116652084174120318493805825710296630859375	0.089680452272006994096642529257223941385746002197265625	0.51561499850937686506568979893927462399005889892578125	-1.2825524798139019	3.736828354801281	DDX17;THRAP3;RNF4;PIAS1
dosage compensation by inactivation of X chromosome (GO:0009048)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.4734523672592763	3.73666150789599	PCGF3
mesenchymal cell development (GO:0014031)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.6500097450705749	3.699031507148018	NOTCH1;PEF1
regulation of protein K63-linked ubiquitination (GO:1900044)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.44844116978306	3.6988769197984555	SASH1
regulation of cell cycle checkpoint (GO:1901976)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.4479826453187234	3.6981842237356592	FEM1B
positive regulation of cellular amide metabolic process (GO:0034250)	5/62	0.0655435076635323132787647182340151630342006683349609375	0.334131938533843542149526228968170471489429473876953125	0.10945613398272070748706852327813976444303989410400390625	0.5511279856950699329587450847611762583255767822265625	-1.3568560017605573	3.6974883956121056	ROCK2;POLDIP3;LARP4B;MTOR;NSMAF
aortic valve development (GO:0003176)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.4468776200892663	3.696514854519246	NOTCH1
Golgi organization (GO:0007030)	9/122	0.027609766164853118131095044418543693609535694122314453125	0.24339070788401284683999392655096016824245452880859375	0.0609666724156982253735037602382362820208072662353515625	0.4783298864660270321991220043855719268321990966796875	-1.028742454997761	3.692759228378989	ARFGEF1;ARHGAP21;TMED9;STK25;CSNK1A1;VTI1A;TRAPPC11;CLASP1;SYNE1
substrate-dependent cell migration (GO:0006929)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.6462906093466532	3.6906938592866974	SDCBP;NRP1
cardiac atrium morphogenesis (GO:0003209)	2/18	0.129526314991892654848726351701770909130573272705078125	0.455172272593150684105722802996751852333545684814453125	0.1741357810447245191287635179833159781992435455322265625	0.63231814029548261135715847558458335697650909423828125	-1.800190362641328	3.6793572617701704	NOTCH1;GATA4
tube closure (GO:0060606)	3/30	0.086267714173846155034652838367037475109100341796875	0.377720886876816208665985641346196644008159637451171875	0.127920858483599519939133415391552262008190155029296875	0.57342244082343729605355520106968469917774200439453125	-1.4977295650360747	3.6698865471695132	DEAF1;DLC1;LRP6
endosomal transport (GO:0016197)	14/230	0.032196640210301379070312322028257767669856548309326171875	0.254815950835672488938854485240881331264972686767578125	0.08078163719456056546253108763266936875879764556884765625	0.50368664584688327412465014276676811277866363525390625	-1.066230831244105	3.6634552340957347	ABCA1;SPAG9;DENND1A;GOSR1;HOOK3;RAB10;RAB14;VTI1A;ANKFY1;UBE2O;VPS35;ERC1;VPS36;TBC1D10A
hemidesmosome assembly (GO:0031581)	2/12	0.0640054548944986312353222501769778318703174591064453125	0.32863015819487195745551844083820469677448272705078125	0.09646409745236510235866234097557025961577892303466796875	0.51561499850937686506568979893927462399005889892578125	-1.3307436698061983	3.6579308553529533	LAMB3;ITGA6
positive regulation of sprouting angiogenesis (GO:1903672)	3/29	0.0796202994980191591789520089150755666196346282958984375	0.366151136535834476060102815608843229711055755615234375	0.11946495843461342467595187599727069027721881866455078125	0.5561993585516920024502951491740532219409942626953125	-1.4444998146867625	3.6552868467135173	PDPK1;KDR;PIK3C2A
cellular protein localization (GO:0034613)	19/328	0.022601582047103711825553062908511492423713207244873046875	0.217518625649609942396267570074996910989284515380859375	0.0692544942714262423688609260352677665650844573974609375	0.4820827363007296195718254239181987941265106201171875	-0.9633878179752396	3.6509848917651926	PIGU;TMED9;ANGPT1;SYNRG;TBC1D8;SNX13;ANK2;NAPG;RAB10;TBCK;DLG1;RAB20;SEPT7;RAB14;RAB18;TLK1;VPS35;LAMTOR3;TBC1D10A
regulation of p38MAPK cascade (GO:1900744)	3/27	0.06703746298442485318513917036398197524249553680419921875	0.337442640418405936930668076456640847027301788330078125	0.10321746253679310589834727807101444341242313385009765625	0.5426018902163527446447233160142786800861358642578125	-1.3477394763774844	3.6422708768490692	DLG1;PHLPP1;SASH1
autonomic nervous system development (GO:0048483)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.624100725732726	3.6409480448313087	NRP1;NF1
RNA polyadenylation (GO:0043631)	3/29	0.0796202994980191591789520089150755666196346282958984375	0.366151136535834476060102815608843229711055755615234375	0.11946495843461342467595187599727069027721881866455078125	0.5561993585516920024502951491740532219409942626953125	-1.432818366199485	3.6257271025225046	CPSF6;CDC73;WDR33
regulation of primary metabolic process (GO:0080090)	10/140	0.0254902294645003857365139765533967874944210052490234375	0.2296525390433760971387044946823152713477611541748046875	0.05899334282505876159152791160522610880434513092041015625	0.4783298864660270321991220043855719268321990966796875	-0.9824895109454511	3.605206018306116	NCOR2;ABCA1;NCOA2;CREBBP;NCOR1;PSMD11;ROCK2;TBL1X;AZIN1;PPARD
regulation of vascular endothelial growth factor production (GO:0010574)	3/28	0.07320751722650419013316280825165449641644954681396484375	0.349906237752507454086270399784552864730358123779296875	0.11122659791692905695281723410516860894858837127685546875	0.5541986139686987389296746187028475105762481689453125	-1.3781133105210723	3.6030182242985274	EIF2AK3;RORA;GATA4
protein alkylation (GO:0008213)	3/30	0.086267714173846155034652838367037475109100341796875	0.377720886876816208665985641346196644008159637451171875	0.127920858483599519939133415391552262008190155029296875	0.57342244082343729605355520106968469917774200439453125	-1.4703067920412192	3.6026925302726913	ETFBKMT;SNRPD3;GSPT1
negative regulation of RNA metabolic process (GO:0051253)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.6042165215076745	3.596371157850629	NCOR2;NCOR1
glycolipid biosynthetic process (GO:0009247)	4/43	0.0626890814443294697166919604569557122886180877685546875	0.32863015819487195745551844083820469677448272705078125	0.101366327266506905946386041250661946833133697509765625	0.53780468077507836976991484334575943648815155029296875	-1.2974381042075076	3.5933430374258153	PIGU;MPPE1;LARGE1;PIGF
actin filament organization (GO:0007015)	9/121	0.0263571322317355145881112576944360625930130481719970703125	0.234539260560992612880681917886249721050262451171875	0.05864192051166190744471151674588327296078205108642578125	0.4783298864660270321991220043855719268321990966796875	-0.987627571920275	3.591030016683001	DLG1;HIP1;ABI2;SHROOM3;RHOF;FRYL;CGNL1;RHOQ;ARHGAP12
regulation of mRNA processing (GO:0050684)	3/29	0.0796202994980191591789520089150755666196346282958984375	0.366151136535834476060102815608843229711055755615234375	0.11946495843461342467595187599727069027721881866455078125	0.5561993585516920024502951491740532219409942626953125	-1.4190644329553206	3.590922964254842	SRPK2;SON;SLTM
positive regulation of protein deubiquitination (GO:1903003)	1/8	0.2480370397833826512368204930680803954601287841796875	0.54122324370098351398183922356110997498035430908203125	0.29354163346566231052037210247362963855266571044921875	0.660114503554611875557611710974015295505523681640625	-2.573899546881859	3.5884720376245642	WDR48
protein localization to microtubule organizing center (GO:1905508)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.6773615844804497	3.5882031555139973	NEDD1;HOOK3
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	2/16	0.10626449716122376987215147892129607498645782470703125	0.421089604933480077253449280760833062231540679931640625	0.147142090183287777005460839063744060695171356201171875	0.59749860178990565895418285435880534350872039794921875	-1.5975480657438723	3.581421653432234	RTF1;CDC73
neural crest cell migration (GO:0001755)	3/29	0.0796202994980191591789520089150755666196346282958984375	0.366151136535834476060102815608843229711055755615234375	0.11946495843461342467595187599727069027721881866455078125	0.5561993585516920024502951491740532219409942626953125	-1.405630167587028	3.5569277411356013	NRP1;SEMA7A;ERBB4
intermediate filament bundle assembly (GO:0045110)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.3535213499408663	3.555480894940392	PKP2
sympathetic nervous system development (GO:0048485)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.435293751036683940203175779970479197800159454345703125	0.1605339562852099166700980958921718411147594451904296875	0.62014149759460701627489243037416599690914154052734375	-1.656895237835797	3.544421653486256	NRP1;NF1
negative regulation of stress fiber assembly (GO:0051497)	2/18	0.129526314991892654848726351701770909130573272705078125	0.455172272593150684105722802996751852333545684814453125	0.1741357810447245191287635179833159781992435455322265625	0.63231814029548261135715847558458335697650909423828125	-1.7273420823476129	3.5304647586946203	DLC1;CLASP1
regulation of protein kinase activity (GO:0045859)	10/148	0.035467425415952845424438777399700484238564968109130859375	0.27060617641943240929691683049895800650119781494140625	0.0776744423945741335746362210556981153786182403564453125	0.50234148410937906614748271749704144895076751708984375	-1.0547082290732928	3.5218190663895617	RAP1A;PDPK1;NF1;RAPGEF2;PLCE1;SOCS6;PAK2;PTK2;DDR2;LRP6
mRNA polyadenylation (GO:0006378)	3/28	0.07320751722650419013316280825165449641644954681396484375	0.349906237752507454086270399784552864730358123779296875	0.11122659791692905695281723410516860894858837127685546875	0.5541986139686987389296746187028475105762481689453125	-1.3465879842269872	3.5205966089658967	CPSF6;CDC73;WDR33
polyphosphate metabolic process (GO:0006797)	1/7	0.220753876353464273396554062856012023985385894775390625	0.54122324370098351398183922356110997498035430908203125	0.265724070047920035708699515453190542757511138916015625	0.660114503554611875557611710974015295505523681640625	-2.327180513636514	3.5156876123176404	ATCAY
activation of MAPK activity (GO:0000187)	9/118	0.022840852164089035791771920003156992606818675994873046875	0.217518625649609942396267570074996910989284515380859375	0.05201348549994821990338778050499968230724334716796875	0.45662017692754208741945376459625549614429473876953125	-0.9286186909211127	3.509440014193942	SPAG9;MDFIC;TRAF6;INSR;TAOK1;TAOK2;PLCE1;TLR4;MAP2K6
