Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)	1/9	0.09970372454637603520932742640070500783622264862060546875	0.3676352883258704462576815785723738372325897216796875	0.1172081640247991940473326621940941549837589263916015625	0.431111529322206032954767351839109323918819427490234375	-2.0662798479260602	4.763916142547337	ASXL1
regulation of heart rate by cardiac conduction (GO:0086091)	2/36	0.0652422175386636882254975944306352175772190093994140625	0.3676352883258704462576815785723738372325897216796875	0.0802491504582079906437996896784170530736446380615234375	0.431111529322206032954767351839109323918819427490234375	-1.7433773267255095	4.758807324584231	CACNA1D;CACNA1G
mesenchymal to epithelial transition (GO:0060231)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.2427854794508923	4.746356704986182	PAX2
vitamin transmembrane transport (GO:0035461)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-2.148990829001527	4.740448753404471	LRP2
protein kinase B signaling (GO:0043491)	2/36	0.0652422175386636882254975944306352175772190093994140625	0.3676352883258704462576815785723738372325897216796875	0.0802491504582079906437996896784170530736446380615234375	0.431111529322206032954767351839109323918819427490234375	-1.7365993211780997	4.740305751831951	CHUK;PAX2
detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-2.1445170721102897	4.730580114138125	PIEZO2
negative regulation of catalytic activity (GO:0043086)	2/27	0.0388818658681479301097994039082550443708896636962890625	0.3676352883258704462576815785723738372325897216796875	0.049780514017568854023831903532482101581990718841552734375	0.431111529322206032954767351839109323918819427490234375	-1.4493158599718798	4.7062580414697255	NOTCH1;DLC1
brain morphogenesis (GO:0048854)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.301250723002171	4.682924816992963	PAX2
acyl-CoA metabolic process (GO:0006637)	2/40	0.0784092436311765172973764492780901491641998291015625	0.3676352883258704462576815785723738372325897216796875	0.09523260569318926782589329604888916946947574615478515625	0.431111529322206032954767351839109323918819427490234375	-1.8393515619861822	4.682645955194815	HMGCS1;OGDH
cellular response to reactive nitrogen species (GO:1902170)	1/9	0.09970372454637603520932742640070500783622264862060546875	0.3676352883258704462576815785723738372325897216796875	0.1172081640247991940473326621940941549837589263916015625	0.431111529322206032954767351839109323918819427490234375	-2.0241697688056894	4.666829155086837	KCNC2
glutamate receptor signaling pathway (GO:0007215)	2/37	0.0684586879897870759226208292602677829563617706298828125	0.3676352883258704462576815785723738372325897216796875	0.08392127464163161298937865240077371709048748016357421875	0.431111529322206032954767351839109323918819427490234375	-1.740360846991291	4.666820790758049	GRIA4;CPEB4
somatic hypermutation of immunoglobulin genes (GO:0016446)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.3773859536174013	4.661044300551215	PMS2
selenocysteine incorporation (GO:0001514)	1/8	0.08913344439108379646530266882109572179615497589111328125	0.3676352883258704462576815785723738372325897216796875	0.10613042398691023560086676980063202790915966033935546875	0.431111529322206032954767351839109323918819427490234375	-1.9246200177478192	4.653001111801915	SEPSECS
regulation of myeloid leukocyte differentiation (GO:0002761)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.1956925537931062	4.646695000600627	MTOR
positive regulation of Notch signaling pathway (GO:0045747)	2/34	0.058969647672347080824550857869326137006282806396484375	0.3676352883258704462576815785723738372325897216796875	0.07306331111154341917401922046337858773767948150634765625	0.431111529322206032954767351839109323918819427490234375	-1.6403129891904087	4.643287147082747	NOTCH1;MAML3
creatine metabolic process (GO:0006600)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.1867042029352755	4.6276731548861285	GHR
ganglioside biosynthetic process (GO:0001574)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.186648214524971	4.627554667866713	ST8SIA6
hemostasis (GO:0007599)	1/8	0.08913344439108379646530266882109572179615497589111328125	0.3676352883258704462576815785723738372325897216796875	0.10613042398691023560086676980063202790915966033935546875	0.431111529322206032954767351839109323918819427490234375	-1.9124477079692621	4.623573084237751	FLI1
positive regulation of DNA repair (GO:0045739)	2/39	0.07504379599322534566407938427801127545535564422607421875	0.3676352883258704462576815785723738372325897216796875	0.091414777929194224181941308415844105184078216552734375	0.431111529322206032954767351839109323918819427490234375	-1.7844023590213225	4.621037148985157	TRIM28;EGFR
glycerol metabolic process (GO:0006071)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.2590766012511265	4.597102685832393	GK
pericardium development (GO:0060039)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-2.080876893324312	4.590196543337781	NOTCH1
coenzyme biosynthetic process (GO:0009108)	2/30	0.047113921603886770028690733624898712150752544403076171875	0.3676352883258704462576815785723738372325897216796875	0.05937892841895241191618737275348394177854061126708984375	0.431111529322206032954767351839109323918819427490234375	-1.5017167045826703	4.588024972357348	MAT2A;GPHN
regulation of hippo signaling (GO:0035330)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.250481417993812	4.579611937614498	WWC1
embryonic limb morphogenesis (GO:0030326)	2/35	0.062078646826362084143458019980243989266455173492431640625	0.3676352883258704462576815785723738372325897216796875	0.07662920654170073120337036698401789180934429168701171875	0.431111529322206032954767351839109323918819427490234375	-1.6409149481645275	4.560682213094288	AFF3;GLI3
regulation of small GTPase mediated signal transduction (GO:0051056)	5/141	0.02442309023946025170470619514162535779178142547607421875	0.32509278501483629408852493725134991109371185302734375	0.035219542977674898887041621264870627783238887786865234375	0.431111529322206032954767351839109323918819427490234375	-1.2275209894179087	4.556835667420629	PREX1;TIAM1;ARHGEF26;DLC1;RHOBTB1
epithelial cell differentiation (GO:0030855)	4/97	0.0264566668117124058345890347254680818878114223480224609375	0.3328517626817995012089568263036198914051055908203125	0.036777723337581058604683903467957861721515655517578125	0.431111529322206032954767351839109323918819427490234375	-1.2520450242645877	4.547736907283908	DAB2;PTER;FGFR2;PAX2
mitral valve morphogenesis (GO:0003183)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-2.0611353897189773	4.546648853467127	NOTCH1
negative regulation of mRNA 3'-end processing (GO:0031441)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-2.0605862295903083	4.545437463724446	BARD1
response to tumor necrosis factor (GO:0034612)	4/98	0.0273398144837588528976990431829108274541795253753662109375	0.33508218908606923758242146504926495254039764404296875	0.037922228199068618026412735844132839702069759368896484375	0.431111529322206032954767351839109323918819427490234375	-1.2593418409200243	4.532889168689	CHUK;AFF3;ADAMTS12;TNFRSF21
negative regulation of B cell proliferation (GO:0030889)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.134958232077538	4.518164315103212	TNFRSF21
fat-soluble vitamin metabolic process (GO:0006775)	2/27	0.0388818658681479301097994039082550443708896636962890625	0.3676352883258704462576815785723738372325897216796875	0.049780514017568854023831903532482101581990718841552734375	0.431111529322206032954767351839109323918819427490234375	-1.3898287414831652	4.513089845713689	CUBN;LRP2
positive regulation of lipase activity (GO:0060193)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.1296012108848545	4.506827371071065	FGFR2
positive regulation of keratinocyte migration (GO:0051549)	1/7	0.0784396009109704916983929479101789183914661407470703125	0.3676352883258704462576815785723738372325897216796875	0.0949144521828639009530803605230175890028476715087890625	0.431111529322206032954767351839109323918819427490234375	-1.7666573927148694	4.496896306208489	MTOR
positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.2860925026465666	4.482056610867178	PAX2
regulation of endothelial cell chemotaxis (GO:2001026)	1/14	0.1507508660908653819188174338705721311271190643310546875	0.38452655060284579580098807127797044813632965087890625	0.170581970486761214100823735861922614276409149169921875	0.43852173357365931138929227017797529697418212890625	-2.366399682332704	4.477528017502378	NOTCH1
negative regulation of sodium ion transmembrane transporter activity (GO:2000650)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.1152032496378688	4.476357287985145	NEDD4
positive regulation of mesenchymal cell proliferation (GO:0002053)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.197838406152228	4.4724861628651045	FGFR2
macromolecule catabolic process (GO:0009057)	2/35	0.062078646826362084143458019980243989266455173492431640625	0.3676352883258704462576815785723738372325897216796875	0.07662920654170073120337036698401789180934429168701171875	0.431111529322206032954767351839109323918819427490234375	-1.593749985001469	4.429594121770836	NEDD4;MTOR
response to nitric oxide (GO:0071731)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.1651822573268724	4.406032608616062	KCNC2
cellular response to amino acid stimulus (GO:0071230)	2/33	0.0559169235676922615763118074028170667588710784912109375	0.3676352883258704462576815785723738372325897216796875	0.06955337055658893097298545171724981628358364105224609375	0.431111529322206032954767351839109323918819427490234375	-1.5220227548109926	4.3893434588556275	MTOR;CPEB4
ionotropic glutamate receptor signaling pathway (GO:0035235)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-1.9896988679451695	4.389067366370908	CPEB4
tRNA 5'-leader removal (GO:0001682)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.237989700440183	4.38774744254579	POP5
negative regulation of Wnt signaling pathway (GO:0030178)	5/175	0.053531882869676257474811365000277874059975147247314453125	0.3676352883258704462576815785723738372325897216796875	0.0732708405300492027212300172323011793196201324462890625	0.431111529322206032954767351839109323918819427490234375	-1.4915124881399249	4.36636978857413	DAB2;PRICKLE1;MLLT3;GLI3;TRABD2B
vasoconstriction (GO:0042310)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.224144675898717	4.360603228695362	SLC8A1
diterpenoid metabolic process (GO:0016101)	3/63	0.03678587329257175519980904709882452152669429779052734375	0.3676352883258704462576815785723738372325897216796875	0.048477244406882134819536389613858773373067378997802734375	0.431111529322206032954767351839109323918819427490234375	-1.319032434526884	4.356291106988341	LRP2;HSPG2;GPC6
regulation of MAPK cascade (GO:0043408)	6/204	0.032027559982986182618436288294105906970798969268798828125	0.359824783748246279646565426446613855659961700439453125	0.04674150893217386693034853806238970719277858734130859375	0.431111529322206032954767351839109323918819427490234375	-1.2650899748264763	4.353375116820089	PKHD1;WWC1;PELI2;ROR2;FGFR2;EGFR
cell cycle G2/M phase transition (GO:0044839)	4/128	0.06205374788074587144581784059482743032276630401611328125	0.3676352883258704462576815785723738372325897216796875	0.0815969529515279123899063051794655621051788330078125	0.431111529322206032954767351839109323918819427490234375	-1.5617577162264673	4.34130283371404	CEP152;HAUS6;CEP192;FBXL7
cellular response to oxygen levels (GO:0071453)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-1.963467581235075	4.331203894499863	CPEB4
regulation of neurogenesis (GO:0050767)	3/58	0.0298007714777437475450749815308881807141005992889404296875	0.34526987579292167662714518883149139583110809326171875	0.039851271104253301047481983232501079328358173370361328125	0.431111529322206032954767351839109323918819427490234375	-1.230851873346735	4.3242546459966995	NUMBL;NOTCH1;LRP2
positive regulation of transcription from RNA polymerase III promoter (GO:0045945)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.042714174932333	4.322950281867422	MTOR
negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.041265292884329	4.319884045222729	SLC8A1
protein maturation (GO:0051604)	3/84	0.07418723164158501359732866831109276972711086273193359375	0.3676352883258704462576815785723738372325897216796875	0.0934069171966331601719701893671299330890178680419921875	0.431111529322206032954767351839109323918819427490234375	-1.6597496387159727	4.3172797211398475	POP5;CPXM1;PCSK6
response to caffeine (GO:0031000)	1/8	0.08913344439108379646530266882109572179615497589111328125	0.3676352883258704462576815785723738372325897216796875	0.10613042398691023560086676980063202790915966033935546875	0.431111529322206032954767351839109323918819427490234375	-1.7848707055529531	4.315140287836679	SLC8A1
negative regulation of cell proliferation (GO:0008285)	8/364	0.0625985024045294935479688547275145538151264190673828125	0.3676352883258704462576815785723738372325897216796875	0.09169245194385468311626397053260006941854953765869140625	0.431111529322206032954767351839109323918819427490234375	-1.5512359389627892	4.298496386915107	NOTCH1;KDM2B;DLC1;E2F3;ROR2;ARID2;ETS1;ZBTB7C
positive regulation of reproductive process (GO:2000243)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.0266167996225857	4.288883766842185	LHFPL2
regulation of amyloid-beta clearance (GO:1900221)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.025115412852319	4.285706415629095	LRPAP1
oligosaccharide metabolic process (GO:0009311)	3/64	0.038274942532151447205368555160021060146391391754150390625	0.3676352883258704462576815785723738372325897216796875	0.050303573372909311800516007906480808742344379425048828125	0.431111529322206032954767351839109323918819427490234375	-1.3107152801957949	4.276811319492555	FUT8;GALNT3;ST8SIA6
embryonic eye morphogenesis (GO:0048048)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.100737884041879	4.274891680791324	KDM2B
organic cyclic compound catabolic process (GO:1901361)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.0999160507754473	4.27321929309348	PRODH
relaxation of muscle (GO:0090075)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.0950165688293536	4.263249103680203	SLC8A1
cardiovascular system development (GO:0072358)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-2.0063774062297077	4.246051591667473	HSPG2
cellular response to exogenous dsRNA (GO:0071360)	1/14	0.1507508660908653819188174338705721311271190643310546875	0.38452655060284579580098807127797044813632965087890625	0.170581970486761214100823735861922614276409149169921875	0.43852173357365931138929227017797529697418212890625	-2.2361170985709484	4.231016862459108	COLEC12
positive regulation of cell division (GO:0051781)	2/42	0.08527817482243323088386688368700561113655567169189453125	0.3676352883258704462576815785723738372325897216796875	0.1030018034448676733649818970661726780235767364501953125	0.431111529322206032954767351839109323918819427490234375	-1.7130564740794392	4.217265332983477	PKP4;FGFR2
regulation of nephron tubule epithelial cell differentiation (GO:0072182)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-1.9050903740378735	4.202429887951968	PAX2
cell-cell junction maintenance (GO:0045217)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-1.9830433591692276	4.196670270210421	PLEKHA7
regulation of receptor-mediated endocytosis (GO:0048259)	2/37	0.0684586879897870759226208292602677829563617706298828125	0.3676352883258704462576815785723738372325897216796875	0.08392127464163161298937865240077371709048748016357421875	0.431111529322206032954767351839109323918819427490234375	-1.5643336121581977	4.194799393196213	LRPAP1;RSPO1
negative regulation of sodium ion transmembrane transport (GO:1902306)	1/11	0.1204792650885860016973794017758336849510669708251953125	0.3676352883258704462576815785723738372325897216796875	0.1389557053378384920971910787557135336101055145263671875	0.431111529322206032954767351839109323918819427490234375	-1.9817523277772096	4.193938089375474	NEDD4
regulation of potassium ion transmembrane transport (GO:1901379)	2/33	0.0559169235676922615763118074028170667588710784912109375	0.3676352883258704462576815785723738372325897216796875	0.06955337055658893097298545171724981628358364105224609375	0.431111529322206032954767351839109323918819427490234375	-1.449063350692583	4.17893669442528	NEDD4;CACNA1D
sensory perception of mechanical stimulus (GO:0050954)	3/79	0.06415688178963330212667415253235958516597747802734375	0.3676352883258704462576815785723738372325897216796875	0.08151964725101291941999903656324022449553012847900390625	0.431111529322206032954767351839109323918819427490234375	-1.5160663293991412	4.163760827033304	PIEZO2;CACNA1D;LRP2
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	3/65	0.039794389928349820084729770997000741772353649139404296875	0.3676352883258704462576815785723738372325897216796875	0.052163062140428269330971744466296513564884662628173828125	0.431111529322206032954767351839109323918819427490234375	-1.2904301549624675	4.160384672046342	TENM3;CDH11;ROBO1
regulation of keratinocyte migration (GO:0051547)	1/9	0.09970372454637603520932742640070500783622264862060546875	0.3676352883258704462576815785723738372325897216796875	0.1172081640247991940473326621940941549837589263916015625	0.431111529322206032954767351839109323918819427490234375	-1.8016655351674586	4.1538340196611045	MTOR
mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/7	0.0784396009109704916983929479101789183914661407470703125	0.3676352883258704462576815785723738372325897216796875	0.0949144521828639009530803605230175890028476715087890625	0.431111529322206032954767351839109323918819427490234375	-1.6298591245004543	4.148686387541816	PAX2
positive regulation of cell differentiation (GO:0045597)	6/195	0.0264844962889091949109765522507586865685880184173583984375	0.3328517626817995012089568263036198914051055908203125	0.039155618759175982168674323702362016774713993072509765625	0.431111529322206032954767351839109323918819427490234375	-1.1360098300560424	4.125074081509428	TIAM1;DAB2;NOTCH1;ACVR2B;MTOR;PAX2
organophosphate biosynthetic process (GO:0090407)	2/37	0.0684586879897870759226208292602677829563617706298828125	0.3676352883258704462576815785723738372325897216796875	0.08392127464163161298937865240077371709048748016357421875	0.431111529322206032954767351839109323918819427490234375	-1.5370993785461524	4.121770120065427	GK;GPHN
cranial nerve development (GO:0021545)	1/14	0.1507508660908653819188174338705721311271190643310546875	0.38452655060284579580098807127797044813632965087890625	0.170581970486761214100823735861922614276409149169921875	0.43852173357365931138929227017797529697418212890625	-2.174084163398352	4.113642689652673	PAX2
mesonephros development (GO:0001823)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-2.0176591798802446	4.105830864604123	PAX2
regulation of osteoblast differentiation (GO:0045667)	3/70	0.04784172620084957416874971158904372714459896087646484375	0.3676352883258704462576815785723738372325897216796875	0.0619486421160069522517943596540135331451892852783203125	0.431111529322206032954767351839109323918819427490234375	-1.3505583649276642	4.10550441729862	NOTCH1;ACVR2B;FGFR2
epithelial to mesenchymal transition (GO:0001837)	2/38	0.07172641748670648131902538580106920562684535980224609375	0.3676352883258704462576815785723738372325897216796875	0.08764374839998868849111346435165614821016788482666015625	0.431111529322206032954767351839109323918819427490234375	-1.5567325598177884	4.101828635467064	NOTCH1;TRIM28
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	3/89	0.08486658392283756568996722080555628053843975067138671875	0.3676352883258704462576815785723738372325897216796875	0.1059622055160361064896079597019706852734088897705078125	0.431111529322206032954767351839109323918819427490234375	-1.659701317823278	4.093943509997199	TIAM1;ROR2;PRICKLE1
response to reactive oxygen species (GO:0000302)	3/61	0.033899422250810641588092408937882282771170139312744140625	0.36048562557382901605507186104659922420978546142578125	0.044925041885771628547008305076815304346382617950439453125	0.431111529322206032954767351839109323918819427490234375	-1.207623834513033	4.0870305490331695	CHUK;DLC1;EGFR
negative regulation of myotube differentiation (GO:0010832)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-1.9931577080148206	4.055971651305642	NOTCH1
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	5/143	0.025755924476254687949250410383683629333972930908203125	0.3328517626817995012089568263036198914051055908203125	0.037010599463595583724639936917810700833797454833984375	0.431111529322206032954767351839109323918819427490234375	-1.1076943332558902	4.053153924249171	TENM3;TENM4;CDH11;ROBO1;ADGRL3
cellular response to prostaglandin stimulus (GO:0071379)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-1.9917543691603565	4.053115930161251	PTGFR
relaxation of cardiac muscle (GO:0055119)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-1.9896326390003385	4.048798320297191	SLC8A1
negative regulation of chondrocyte differentiation (GO:0032331)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.0630029688029383	4.044672769740213	ADAMTS12
oligosaccharide biosynthetic process (GO:0009312)	2/34	0.058969647672347080824550857869326137006282806396484375	0.3676352883258704462576815785723738372325897216796875	0.07306331111154341917401922046337858773767948150634765625	0.431111529322206032954767351839109323918819427490234375	-1.4287316228774063	4.0443569153296846	FUT8;GALNT3
regulation of execution phase of apoptosis (GO:1900117)	1/14	0.1507508660908653819188174338705721311271190643310546875	0.38452655060284579580098807127797044813632965087890625	0.170581970486761214100823735861922614276409149169921875	0.43852173357365931138929227017797529697418212890625	-2.1362503807365814	4.042056379385262	DLC1
succinate metabolic process (GO:0006105)	1/9	0.09970372454637603520932742640070500783622264862060546875	0.3676352883258704462576815785723738372325897216796875	0.1172081640247991940473326621940941549837589263916015625	0.431111529322206032954767351839109323918819427490234375	-1.7412374463655054	4.014513903852081	GHR
regulation of mesenchymal cell proliferation (GO:0010464)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.038550249854861	3.9967313717049078	FGFR2
epithelial cell migration (GO:0010631)	2/37	0.0684586879897870759226208292602677829563617706298828125	0.3676352883258704462576815785723738372325897216796875	0.08392127464163161298937865240077371709048748016357421875	0.431111529322206032954767351839109323918819427490234375	-1.4821888279044262	3.9745261161510688	ZEB2;ADGRA2
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-1.9487128720419884	3.965528735510342	PRODH
negative regulation of focal adhesion assembly (GO:0051895)	1/15	0.1606090567696533966124405878872494213283061981201171875	0.38452655060284579580098807127797044813632965087890625	0.180865186001570921181524909115978516638278961181640625	0.43852173357365931138929227017797529697418212890625	-2.165227329815123	3.9597289522863277	DLC1
artery morphogenesis (GO:0048844)	2/31	0.04998727564570813741706700739086954854428768157958984375	0.3676352883258704462576815785723738372325897216796875	0.06270917442397948293741904990383773110806941986083984375	0.431111529322206032954767351839109323918819427490234375	-1.320304875218241	3.955615968923224	NOTCH1;LRP2
regulation of transcription from RNA polymerase II promoter (GO:0006357)	25/1479	0.037257973909069534712568128043130855076014995574951171875	0.3676352883258704462576815785723738372325897216796875	0.078255540536435574949791771359741687774658203125	0.431111529322206032954767351839109323918819427490234375	-1.2019737035563822	3.9543604170670585	NOTCH1;PLAG1;WWC1;PCSK6;ETS1;EGFR;GLI3;E2F3;FNIP2;ZFHX3;KDM2B;CHUK;SLC33A1;TCF12;MEIS2;ACVR2B;FLI1;PAX2;ASXL1;ZEB2;NFIC;ASXL3;TET3;MAML3;FGFR2
cellular modified amino acid catabolic process (GO:0042219)	1/13	0.14077740119287474040987717671669088304042816162109375	0.383851177886860794874479552163393236696720123291015625	0.160170384149252831296195154209272004663944244384765625	0.43852173357365931138929227017797529697418212890625	-2.0137502607751037	3.9481091244092803	PRODH
positive regulation of biomineral tissue development (GO:0070169)	2/34	0.058969647672347080824550857869326137006282806396484375	0.3676352883258704462576815785723738372325897216796875	0.07306331111154341917401922046337858773767948150634765625	0.431111529322206032954767351839109323918819427490234375	-1.3944366736857345	3.947277091027287	ACVR2B;SLC8A1
histone H3-K4 trimethylation (GO:0080182)	1/10	0.11015186300413355724447939110177685506641864776611328125	0.3676352883258704462576815785723738372325897216796875	0.1281493665926945191291252967857872135937213897705078125	0.431111529322206032954767351839109323918819427490234375	-1.7868684414880212	3.9416446834653573	TET3
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	1/12	0.130687320049210409234063945405068807303905487060546875	0.37350537112481008161779527654289267957210540771484375	0.1496288334945690134958340422599576413631439208984375	0.431711206366626132346908661929774098098278045654296875	-1.9360967857977063	3.9398556600926415	ROBO1
