Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
plasma membrane to endosome transport (GO:0048227)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.473231918982733	6.692941955183326	USP6NL
marginal zone B cell differentiation (GO:0002315)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-2.3657621196351206	6.671829755332351	PTK2B
negative regulation of cellular metabolic process (GO:0031324)	2/35	0.0293350682698579057205989784051780588924884796142578125	0.2472527182745166418609272795947617851197719573974609375	0.028694976596045862482498023382504470646381378173828125	0.238451213967141695260210099149844609200954437255859375	-1.8871929768291245	6.659850436609285	PPARA;PLIN5
exocrine system development (GO:0035272)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.4444489266119342	6.6150507975625406	FGFR2
cellular response to iron ion (GO:0071281)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-2.215695763975203	6.5361101485689845	BMP6
regulation of NADP metabolic process (GO:1902031)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-2.312295396812	6.521044995828965	TIGAR
stem cell differentiation (GO:0048863)	2/34	0.0277959839582651059564089024433997110463678836822509765625	0.24295748941298389578236083252704702317714691162109375	0.027269097630423767830709635973107651807367801666259765625	0.233079856382313488349922181441797874867916107177734375	-1.8182789948367848	6.514645862810884	TGFB2;FGFR2
cellular glucose homeostasis (GO:0001678)	2/34	0.0277959839582651059564089024433997110463678836822509765625	0.24295748941298389578236083252704702317714691162109375	0.027269097630423767830709635973107651807367801666259765625	0.233079856382313488349922181441797874867916107177734375	-1.818017096715585	6.513707517531311	HK2;IGF1R
release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-2.30311119460346	6.495144068146778	TRDN
negative regulation of activin receptor signaling pathway (GO:0032926)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.4904027723449826	6.486406652388186	MAGI2
negative regulation of cell-cell adhesion (GO:0022408)	2/32	0.0248200723943554600603444981743450625799596309661865234375	0.232441947820154315440532855063793249428272247314453125	0.02450719687485562736650734905197168700397014617919921875	0.22075184971243999587642292681266553699970245361328125	-1.7498139972823592	6.467492034136117	RGCC;PPARA
positive regulation of transferase activity (GO:0051347)	5/138	0.004210408170257691311266778910749053466133773326873779296875	0.1012667679626283734339864395224140025675296783447265625	0.0036224676371089704896011340906625264324247837066650390625	0.0920818834684718756644628001595265232026576995849609375	-1.1805951123810536	6.4580862876279586	EPHA4;FLT1;ROR1;FGFR2;IGF1R
negative regulation of cellular protein catabolic process (GO:1903363)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.5691460018316183	6.4563050116137655	EPHA4
central nervous system projection neuron axonogenesis (GO:0021952)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.550158640895965	6.408589469764925	EPHA4
cellular response to growth hormone stimulus (GO:0071378)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.547810745985337	6.402689172285754	GHR
radial glial cell differentiation (GO:0060019)	1/8	0.059596354727360904834920773964768159203231334686279296875	0.268665596519602145608729415471316315233707427978515625	0.06259203817963716887096126129108597524464130401611328125	0.26192245503836197872971069955383427441120147705078125	-2.270051140218194	6.401909396439995	GPR157
negative regulation of signal transduction (GO:0009968)	7/284	0.0063166980694958942132988255480086081661283969879150390625	0.11989910645007682832297035702140419743955135345458984375	0.004877084646465461303943556004014681093394756317138671875	0.1027671407648079460184220579321845434606075286865234375	-1.2573381876227474	6.367863012595574	EPHA4;FLT1;ROR1;FGFR2;IGF1R;PLIN5;HBEGF
cell chemotaxis (GO:0060326)	3/61	0.0114280001080780124755875704067875631153583526611328125	0.1610709447897473445276972370265866629779338836669921875	0.010807577206611317099937963348565972410142421722412109375	0.155523671997577495051956475435872562229633331298828125	-1.4238287908636278	6.366919236087556	ABCC1;CXCL12;HBEGF
positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.4243984028458714	6.314494226751672	NAMPT
Golgi vesicle budding (GO:0048194)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.422956384576764	6.31073840179136	ATP8A1
regulation of actin cytoskeleton reorganization (GO:2000249)	2/31	0.0233844650821087955694377313875520485453307628631591796875	0.2261776130892490244139736432771314866840839385986328125	0.023172169018366529924524144234965206123888492584228515625	0.218712947508360400217242158760200254619121551513671875	-1.6718031455821176	6.278763259184308	NTF3;PTK2B
polyol biosynthetic process (GO:0046173)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.319542037302822	6.277033746459524	PPIP5K1
positive regulation of phospholipid metabolic process (GO:1903727)	2/29	0.0206210518850462633244635668461341992951929569244384765625	0.2172575109317374242312581600344856269657611846923828125	0.0205964843816426358691362707986627356149256229400634765625	0.211337839742072264304084683317341841757297515869140625	-1.6170526685184254	6.276497419396276	FLT1;PTK2B
protein K6-linked ubiquitination (GO:0085020)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.317392306471599	6.271216247678997	BARD1
neural tube closure (GO:0001843)	2/34	0.0277959839582651059564089024433997110463678836822509765625	0.24295748941298389578236083252704702317714691162109375	0.027269097630423767830709635973107651807367801666259765625	0.233079856382313488349922181441797874867916107177734375	-1.7493620651943484	6.26772589516696	TGFB2;VANGL2
positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.3149185199269864	6.264521804822455	TRDN
positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/41	0.039248065038374420343547654965732363052666187286376953125	0.268665596519602145608729415471316315233707427978515625	0.037848787788611192028920271468450664542615413665771484375	0.26192245503836197872971069955383427441120147705078125	-1.9336585342149826	6.260902345778904	TGFB2;RGCC
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	3/86	0.0283212124875100272614059093712057801894843578338623046875	0.245728167171042899408206494626938365399837493896484375	0.025928066070763644557217730834963731467723846435546875	0.23003848092857970275559864603565074503421783447265625	-1.7563748154957812	6.259973106842864	GHR;NTF3;PTK2B
camera-type eye morphogenesis (GO:0048593)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.575604928893015	6.258114164781491	SHROOM2
positive regulation of MAP kinase activity (GO:0043406)	5/178	0.0120035156637071892260504313298952183686196804046630859375	0.1610709447897473445276972370265866629779338836669921875	0.010101153190831706207841733657915028743445873260498046875	0.1539806864185962187452361149553325958549976348876953125	-1.414669587339642	6.256455047284462	MAP2K3;GHR;FLT1;NTF3;NGF
regulation of axon regeneration (GO:0048679)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.472764177234696	6.214095944192158	EPHA4
negative regulation of stem cell differentiation (GO:2000737)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.4720466364834284	6.212292752802823	ESRRB
positive regulation of multicellular organismal process (GO:0051240)	5/203	0.020070459144024589692723026246312656439840793609619140625	0.2172575109317374242312581600344856269657611846923828125	0.0167887707588225409960358547323266975581645965576171875	0.188985136169632805813733966715517453849315643310546875	-1.5871671364273634	6.203452655545085	GHR;TGFB2;RGCC;ESRRB;FGFR2
carbohydrate phosphorylation (GO:0046835)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.5375431087035323	6.165632894306696	ADK
drug transmembrane transport (GO:0006855)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.5349991974334802	6.1594517882781785	ABCC1
positive regulation of lipid kinase activity (GO:0090218)	2/28	0.0192945099596428422394911450510335271246731281280517578125	0.2108103865960977152393951428166474215686321258544921875	0.0193568547175187732900525361401378177106380462646484375	0.20764625969701955288115868825116194784641265869140625	-1.559504611349364	6.156822341240629	FLT1;PTK2B
positive regulation of calcium ion import (GO:0090280)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.4456254307389074	6.145895840000041	CXCL12
embryonic digestive tract morphogenesis (GO:0048557)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.358992708884749	6.14414108824548	FGFR2
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.2367423178667463	6.052965105003912	PLIN5
regulation of ERK1 and ERK2 cascade (GO:0070372)	7/248	0.00303322670842269374869015763351853820495307445526123046875	0.08386774959864427836375710967331542633473873138427734375	0.002358179045967281374507340530044530169107019901275634765625	0.08663980723867192867970743463956750929355621337890625	-1.0428517649898936	6.046588337356718	EPHA4;FLT1;WNK2;PTK2B;ROR1;FGFR2;IGF1R
regulation of organ morphogenesis (GO:2000027)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.312445956814497	6.02290721972097	FGFR2
regulation of phospholipase activity (GO:0010517)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.3950034914004945	6.018682096438875	FGFR2
negative regulation of nucleocytoplasmic transport (GO:0046823)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.4701058299048304	6.001776168863224	BARD1
embryonic limb morphogenesis (GO:0030326)	2/35	0.0293350682698579057205989784051780588924884796142578125	0.2472527182745166418609272795947617851197719573974609375	0.028694976596045862482498023382504470646381378173828125	0.238451213967141695260210099149844609200954437255859375	-1.6982603846847126	5.993112682849293	TGFB2;MBNL1
regulation of organelle organization (GO:0033043)	4/114	0.01147517215309974518422375666659718262962996959686279296875	0.1610709447897473445276972370265866629779338836669921875	0.01017838435648348027751097788495826534926891326904296875	0.1539806864185962187452361149553325958549976348876953125	-1.341317301744958	5.99242829486238	USP6NL;TBC1D4;PDE4DIP;MYPN
regulation of macrophage cytokine production (GO:0010935)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.2997235275326027	5.989770872923977	TGFB2
endothelial tube morphogenesis (GO:0061154)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.382756037987056	5.987904050038898	STARD13
atrioventricular valve development (GO:0003171)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.294733876389994	5.976775020717292	TGFB2
phosphate ion homeostasis (GO:0055062)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.4540631262419814	5.962796172394194	GPCPD1
motor neuron axon guidance (GO:0008045)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.367020683563624	5.94836085259076	EPHA4
positive regulation of receptor-mediated endocytosis (GO:0048260)	2/42	0.041007947961918540802361832220412907190620899200439453125	0.268665596519602145608729415471316315233707427978515625	0.0394697889622362685368983648004359565675258636474609375	0.26192245503836197872971069955383427441120147705078125	-1.8554103394610033	5.9261609166916065	MAGI2;NTF3
type B pancreatic cell differentiation (GO:0003309)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.267552953852682	5.9059806421043675	BMP6
potassium ion export (GO:0071435)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.2595567512275814	5.8851540422959925	KCND3
regulation of cell proliferation (GO:0042127)	13/741	0.004602229382965983793540853952208635746501386165618896484375	0.1038057618575762008905627453714259900152683258056640625	0.00276670286700690486181297700341019663028419017791748046875	0.08823538873157156514626109355958760716021060943603515625	-1.0905870889436526	5.868682995921936	TGFB2;FLT1;MAGI2;NGF;IGF1R;CCDC88A;RGCC;WNK2;NTF3;NAMPT;PTK2B;FGFR2;HBEGF
integrin activation (GO:0033622)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.1663222122693333	5.8623975825553	CXCL12
neuron projection fasciculation (GO:0106030)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.313856846044035	5.814759278227281	EPHA4
regulation of anion channel activity (GO:0010359)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-1.9669414098277882	5.802306399390613	TCAF1
negative regulation of mRNA 3'-end processing (GO:0031441)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.226210774630914	5.798302402541617	BARD1
creatine metabolic process (GO:0006600)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.301952453372389	5.784843348960757	GHR
positive regulation of amyloid precursor protein catabolic process (GO:1902993)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.4366518717899517	5.734605393973067	EPHA4
regulation of skeletal muscle tissue development (GO:0048641)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.42655135269714	5.710834049390709	NR1D2
bone resorption (GO:0045453)	1/9	0.0667933214040572209579949003455112688243389129638671875	0.268665596519602145608729415471316315233707427978515625	0.069302557726879376875928073786781169474124908447265625	0.26192245503836197872971069955383427441120147705078125	-2.1077519208242905	5.703897460536383	PTK2B
regulation of triglyceride catabolic process (GO:0010896)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.2658058953299878	5.69400647021764	PLIN5
atrial septum morphogenesis (GO:0060413)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.340445390233961	5.686731798116189	TGFB2
negative regulation of mitotic nuclear division (GO:0045839)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.181197679163042	5.681063036632758	RGCC
regulation of morphogenesis of an epithelium (GO:1905330)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.178414066478119	5.67381294679281	FGFR2
cellular response to drug (GO:0035690)	2/31	0.0233844650821087955694377313875520485453307628631591796875	0.2261776130892490244139736432771314866840839385986328125	0.023172169018366529924524144234965206123888492584228515625	0.218712947508360400217242158760200254619121551513671875	-1.5093903907786623	5.668792378116389	PDE2A;PPM1E
neurotrophin TRK receptor signaling pathway (GO:0048011)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.1743040250390675	5.663108091968564	NGF
cellular metal ion homeostasis (GO:0006875)	3/97	0.038422785276698977197096240843166015110909938812255859375	0.268665596519602145608729415471316315233707427978515625	0.034913835076058170880930475732384365983307361602783203125	0.26192245503836197872971069955383427441120147705078125	-1.7360282837144563	5.65789781514695	SLC24A2;CXCL12;TRDN
cellular response to interleukin-2 (GO:0071352)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.326247242177694	5.652233637910082	PTK2B
positive regulation of DNA-dependent DNA replication (GO:2000105)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.4000559924338383	5.648477814739276	BMP6
protein localization to mitochondrion (GO:0070585)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.244968477484354	5.641641705751182	HK2
regulation of stress fiber assembly (GO:0051492)	3/61	0.0114280001080780124755875704067875631153583526611328125	0.1610709447897473445276972370265866629779338836669921875	0.010807577206611317099937963348565972410142421722412109375	0.155523671997577495051956475435872562229633331298828125	-1.2598700943693493	5.633746971745244	RGCC;ARHGEF10L;PPM1E
positive regulation of mesenchymal cell proliferation (GO:0002053)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.3168091755349822	5.629301355912046	FGFR2
positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.3125730514064893	5.61900857066579	WNK2
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.23051187773265	5.605312039254502	DNAJB9
ionotropic glutamate receptor signaling pathway (GO:0035235)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.142126206972267	5.579298992699331	PTK2B
regulation of stress-activated MAPK cascade (GO:0032872)	2/42	0.041007947961918540802361832220412907190620899200439453125	0.268665596519602145608729415471316315233707427978515625	0.0394697889622362685368983648004359565675258636474609375	0.26192245503836197872971069955383427441120147705078125	-1.731965190250952	5.531878421307709	TGFB2;IGF1R
epithelial cell morphogenesis (GO:0003382)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.200933362139187	5.530980756281084	RILPL1
cardiac muscle fiber development (GO:0048739)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.349281840272142	5.528981989245344	MYPN
BMP signaling pathway (GO:0030509)	3/82	0.025050744968077541530160345928379683755338191986083984375	0.2327549532467047266326432009009295143187046051025390625	0.0230140379667378193462301538829706260003149509429931640625	0.218712947508360400217242158760200254619121551513671875	-1.4990164698797763	5.526651439265092	TGFB2;BMP6;RGMA
inositol metabolic process (GO:0006020)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.120161862483324	5.522091511327041	PPIP5K1
positive regulation of ion transmembrane transport (GO:0034767)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.0830413679658637	5.4254089083152905	WNK2
regulation of transforming growth factor beta production (GO:0071634)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.156159403025682	5.418463080598883	TGFB2
transcription initiation from RNA polymerase II promoter (GO:0006367)	4/161	0.035318438015745017011237649739996413700282573699951171875	0.268665596519602145608729415471316315233707427978515625	0.0306809605830585425956247291878753458149731159210205078125	0.24628254073475563945549993150052614510059356689453125	-1.6164640220627964	5.404405195093768	ESRRB;NR1D2;PPARA;NR3C2
membrane repolarization during action potential (GO:0086011)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.2210730133100016	5.396684999971357	KCND3
regulation of actin filament length (GO:0030832)	1/11	0.0810235033940278903674681032498483546078205108642578125	0.268665596519602145608729415471316315233707427978515625	0.08258119322870538514536065122229047119617462158203125	0.26192245503836197872971069955383427441120147705078125	-2.1333874780205186	5.361236868686399	CXCL12
regulation of mitotic spindle organization (GO:0060236)	2/36	0.0309074369450784945667631831156541011296212673187255859375	0.2497998328437850690253441143795498646795749664306640625	0.030150154370316872842749944538809359073638916015625	0.243679329842287073493167781634838320314884185791015625	-1.5409894674593962	5.357648146498464	GPSM2;BORA
positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.2678126607731794	5.3372461070677595	FLT1
regulation of intracellular signal transduction (GO:1902531)	7/423	0.044339216662479093156168374889603001065552234649658203125	0.268665596519602145608729415471316315233707427978515625	0.034586862461400059987060018329430022276937961578369140625	0.26192245503836197872971069955383427441120147705078125	-1.7060824423740428	5.315957956120478	BARD1;TGFB2;STARD13;ARHGAP20;OBSCN;MCF2L;BMP6
cellular response to BMP stimulus (GO:0071773)	3/88	0.03003743766830735406614394378266297280788421630859375	0.249606876398610399991895292259869165718555450439453125	0.02745601698062845319459057691346970386803150177001953125	0.233079856382313488349922181441797874867916107177734375	-1.5138681455895258	5.3065782894361595	TGFB2;BMP6;RGMA
regulation of inositol phosphate biosynthetic process (GO:0010919)	1/7	0.052344250006147390041899569723682361654937267303466796875	0.268665596519602145608729415471316315233707427978515625	0.055833602959326607273471410053389263339340686798095703125	0.26192245503836197872971069955383427441120147705078125	-1.7929736560950507	5.2891166288526845	PTK2B
positive regulation of MAPK cascade (GO:0043410)	7/290	0.007053220384029841583117814707293291576206684112548828125	0.126103031108412311223077040267526172101497650146484375	0.00544259688574028933916171268947437056340277194976806640625	0.10885193771480579372212815769671578891575336456298828125	-1.0673128886259167	5.287757264716766	EPHA4;TGFB2;FLT1;PTK2B;ROR1;FGFR2;IGF1R
heart process (GO:0003015)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.173320744607801	5.280658218917583	TRDN
cardiac right ventricle morphogenesis (GO:0003215)	1/13	0.09503809043897447350612850414108834229409694671630859375	0.268665596519602145608729415471316315233707427978515625	0.09567217296678377780327906521051772870123386383056640625	0.26192245503836197872971069955383427441120147705078125	-2.2422007750279187	5.276969109830275	TGFB2
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	2/34	0.0277959839582651059564089024433997110463678836822509765625	0.24295748941298389578236083252704702317714691162109375	0.027269097630423767830709635973107651807367801666259765625	0.233079856382313488349922181441797874867916107177734375	-1.4715435354552717	5.272339961261178	FLT1;PTK2B
negative regulation of bone mineralization (GO:0030502)	1/12	0.0880575423114186295325822584345587529242038726806640625	0.268665596519602145608729415471316315233707427978515625	0.08914997504604772748937335791197256185114383697509765625	0.26192245503836197872971069955383427441120147705078125	-2.16617157807269	5.263287425804918	PTK2B
negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894)	1/10	0.07393556650341119584890492433260078541934490203857421875	0.268665596519602145608729415471316315233707427978515625	0.0759654980475688301755354814304155297577381134033203125	0.26192245503836197872971069955383427441120147705078125	-2.014178717831695	5.246051915586455	PPARA
