Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
snRNA metabolic process (GO:0016073)	2/19	0.1415601827183215200012256218542461283504962921142578125	0.5026282437023947835541548556648194789886474609375	0.173763998624365034739724933388060890138149261474609375	0.625718043813687785359434201382100582122802734375	-1.416028377234302	2.7683784295383878	INTS2;INTS6
positive regulation of cell cycle (GO:0045787)	6/83	0.0707059167462514015500829600568977184593677520751953125	0.365248796451630164394686062223627232015132904052734375	0.10146566795466506472056522625280194915831089019775390625	0.50462978477453102055250155899557285010814666748046875	-1.0449238163236696	2.768239364705917	ANKRD17;RPS6KB1;CCNC;CCNL1;EIF4E;LRP6
positive regulation of RIG-I signaling pathway (GO:1900246)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9841851968354374	2.766305742171753	ANKRD17
response to hydroperoxide (GO:0033194)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-2.1377068519165627	2.7646776625863945	DAPK1
regulation of mitochondrion organization (GO:0010821)	4/49	0.09170459912738872232385034521939815022051334381103515625	0.4123285191403314176028516158112324774265289306640625	0.12284457934337698892246493187485611997544765472412109375	0.5406136036580113657379342839703895151615142822265625	-1.1547288511079272	2.7588582484337083	GSK3B;GOLPH3;PPARGC1A;MARCH5
positive regulation of ion transport (GO:0043270)	4/47	0.08141845660447809274185004824175848625600337982177734375	0.38642770012785288002987726940773427486419677734375	0.110676475146663622073361921138712204992771148681640625	0.52159306623696910509835333868977613747119903564453125	-1.0975243581082363	2.7527593319078787	DLG1;ANK2;ANO6;ANK3
wound healing, spreading of epidermal cells (GO:0035313)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9724907617830028	2.750001627571664	ADAM17
neuron projection morphogenesis (GO:0048812)	10/164	0.0629279666563195283490728115793899632990360260009765625	0.3397019843573561015404038698761723935604095458984375	0.098137774239367037143466632187482900917530059814453125	0.500539358702976056036959562334232032299041748046875	-0.9922471504021018	2.7443220362491734	ALS2;PARD3;NTF3;DAB2IP;EIF2AK4;SLIT2;ANK3;SRGAP2;KIF20B;SHANK2
positive regulation of transcription of Notch receptor target (GO:0007221)	2/18	0.129526314991892654848726351701770909130573272705078125	0.48702588948023983750346133092534728348255157470703125	0.1608444574540860150246857074307627044618129730224609375	0.61467125770941588580598136104526929557323455810546875	-1.3389045767383578	2.7365485225748407	CREBBP;EP300
protein localization to cytoplasmic stress granule (GO:1903608)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9626797494275658	2.736323337934866	DCP1A
morphogenesis of a polarized epithelium (GO:0001738)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.958343750599514	2.7302781872729116	CELSR1
establishment of protein localization to peroxisome (GO:0072663)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9508044865952636	2.7197671173687663	PEX1
nodal signaling pathway (GO:0038092)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-2.099882516288805	2.7157597785844425	SMAD3
negative regulation of protein depolymerization (GO:1901880)	2/21	0.1662719405642149872459611970043624751269817352294921875	0.54294853699956113768365639771218411624431610107421875	0.200051197724572193958891830334323458373546600341796875	0.6621445817206363937401647490332834422588348388671875	-1.5128974875410326	2.7143357297627224	APC;CLASP1
positive regulation of oxidoreductase activity (GO:0051353)	2/20	0.1538188627906860450611503665641066618263721466064453125	0.52396300529595818407102569835842587053775787353515625	0.186842279672026823078567758784629404544830322265625	0.64464033761381944742652194690890610218048095703125	-1.4498210441717132	2.7140353958649177	ABL1;ABL2
embryonic camera-type eye morphogenesis (GO:0048596)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.796461801763307	2.7139272030908566	LRP6
regulation of defense response to virus by virus (GO:0050690)	3/29	0.0796202994980191591789520089150755666196346282958984375	0.383737010467257277923636138439178466796875	0.1067614256112115189711886387158301658928394317626953125	0.52159306623696910509835333868977613747119903564453125	-1.0716436622283612	2.7117794983979717	AP1G1;CD247;PAK2
positive regulation of exocytosis (GO:0045921)	3/35	0.122722394290998348953536378758144564926624298095703125	0.476781601088989426262543247503344900906085968017578125	0.1558033041786422157048974668214214034378528594970703125	0.611228347162365626132896068156696856021881103515625	-1.2912293262187056	2.708780174405538	PDCD6IP;CLASP1;CFTR
positive regulation of T cell migration (GO:2000406)	2/21	0.1662719405642149872459611970043624751269817352294921875	0.54294853699956113768365639771218411624431610107421875	0.200051197724572193958891830334323458373546600341796875	0.6621445817206363937401647490332834422588348388671875	-1.5094280299462743	2.7081110696057045	ADAM17;CXCL12
cellular response to glucocorticoid stimulus (GO:0071385)	2/18	0.129526314991892654848726351701770909130573272705078125	0.48702588948023983750346133092534728348255157470703125	0.1608444574540860150246857074307627044618129730224609375	0.61467125770941588580598136104526929557323455810546875	-1.3207746510328122	2.699493289314855	BCL2L11;NR3C1
regulation of ubiquitin-protein transferase activity (GO:0051438)	3/32	0.1002325890727408796987418782009626738727092742919921875	0.428585994434509398587351824971847236156463623046875	0.1304610144016512263132057114489725790917873382568359375	0.56602417985847586212599935606704093515872955322265625	-1.1667822422444423	2.683904740889339	ZYG11B;ABL1;SMAD7
vascular endothelial growth factor signaling pathway (GO:0038084)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9240219922774424	2.682427574699446	GAB1
regulation of protein complex disassembly (GO:0043244)	2/16	0.10626449716122376987215147892129607498645782470703125	0.437697378175084639284619925092556513845920562744140625	0.1356036537842765510308851162335486151278018951416015625	0.56602417985847586212599935606704093515872955322265625	-1.1949106695614422	2.6787794606304307	CLEC16A;IGF1R
ncRNA metabolic process (GO:0034660)	3/35	0.122722394290998348953536378758144564926624298095703125	0.476781601088989426262543247503344900906085968017578125	0.1558033041786422157048974668214214034378528594970703125	0.611228347162365626132896068156696856021881103515625	-1.2764869030694164	2.677853070490979	DDX17;AGO2;DROSHA
positive regulation of BMP signaling pathway (GO:0030513)	2/22	0.178890849515336902708639854608918540179729461669921875	0.56191358666351620687606782666989602148532867431640625	0.2133644607625863331978877113215276040136814117431640625	0.6621445817206363937401647490332834422588348388671875	-1.5514785341194817	2.670062656301809	SMAD4;BMPR2
intra-Golgi vesicle-mediated transport (GO:0006891)	3/34	0.11503218755016554608605616749628097750246524810791015625	0.46160985132791754192993494143593125045299530029296875	0.1471902168935947108341366629247204400599002838134765625	0.59024148945201726501608163744094781577587127685546875	-1.2302351412051384	2.66043675962733	TRAPPC10;GOSR1;RAB33B
glucan catabolic process (GO:0009251)	2/19	0.1415601827183215200012256218542461283504962921142578125	0.5026282437023947835541548556648194789886474609375	0.173763998624365034739724933388060890138149261474609375	0.625718043813687785359434201382100582122802734375	-1.360101897952623	2.659040466138373	GAA;PHKA1
fatty acid elongation, saturated fatty acid (GO:0019367)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9070054266470455	2.658703467045339	ELOVL6
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-2.053324271809756	2.6555464062948504	HECW2
negative regulation of apoptotic process (GO:0043066)	25/486	0.0362187227737662542637053775251843035221099853515625	0.28203187209665891987953045827453024685382843017578125	0.07477459848171397194249720996594987809658050537109375	0.458425392274430520966888025213847868144512176513671875	-0.7998568709790096	2.6540683444025093	NOTCH2;GSK3B;SH3RF1;IGF1R;ERBB4;NTF3;PDK4;FNIP1;PPARGC1A;PAK2;EPHB4;CSNK2A1;API5;PTK2;SUPV3L1;ITCH;GOLPH3;RPS6KB1;BCL2;YME1L1;ROR1;PHIP;BIRC6;RAF1;DDR2
positive regulation of heart rate (GO:0010460)	2/15	0.09510750512791245336874368376811617054045200347900390625	0.4123285191403314176028516158112324774265289306640625	0.12334855841038405710463621289818547666072845458984375	0.5406136036580113657379342839703895151615142822265625	-1.1275934254309794	2.6529424934788297	PDE4D;ATP2A2
fatty acid elongation, polyunsaturated fatty acid (GO:0034626)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.9009545875313822	2.6502675251698964	ELOVL6
bleb assembly (GO:0032060)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.899849075657176	2.6487262457315994	ANO6
regulation of low-density lipoprotein particle receptor biosynthetic process (GO:0045714)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.8943971426319246	2.641125285066364	ITGAV
negative regulation of muscle hypertrophy (GO:0014741)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.8882511128457853	2.632556630529443	SMAD4
myoblast differentiation (GO:0045445)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.461940811108200677370660969245363958179950714111328125	0.148113667944002325160823829719447530806064605712890625	0.59024148945201726501608163744094781577587127685546875	-1.2304361066981597	2.6321425037763846	DDX17;MBNL1
negative regulation of response to biotic stimulus (GO:0002832)	2/20	0.1538188627906860450611503665641066618263721466064453125	0.52396300529595818407102569835842587053775787353515625	0.186842279672026823078567758784629404544830322265625	0.64464033761381944742652194690890610218048095703125	-1.4054043842950783	2.6308883153642686	ITCH;PPM1B
retinal ganglion cell axon guidance (GO:0031290)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.740967681286159	2.6300918535016216	SLIT2
phospholipid scrambling (GO:0017121)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-2.0315644412134746	2.627404606806643	ANO6
cellular hyperosmotic response (GO:0071474)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.7377815438245339	2.625278533718588	YBX3
cellular response to sterol depletion (GO:0071501)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.8815938241438452	2.623275190473926	INSIG2
TORC1 signaling (GO:0038202)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-2.0274352933948885	2.622064415877598	CLEC16A
protein K48-linked ubiquitination (GO:0070936)	4/49	0.09170459912738872232385034521939815022051334381103515625	0.4123285191403314176028516158112324774265289306640625	0.12284457934337698892246493187485611997544765472412109375	0.5406136036580113657379342839703895151615142822265625	-1.096092750965079	2.6187658896259505	ITCH;UBE2R2;UBE2B;UBE3A
regulation of Wnt signaling pathway (GO:0030111)	7/110	0.09136456048136322449781943078050971962511539459228515625	0.4123285191403314176028516158112324774265289306640625	0.12930076490302389036202157512889243662357330322265625	0.56405699152874333446305854522506706416606903076171875	-1.0897509506903136	2.6076624526130665	MACF1;KANK1;DEPDC1B;CSNK2A1;SPIN1;CDC73;LRP6
negative regulation of dendritic cell apoptotic process (GO:2000669)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.870172865741903	2.6073523507819525	CXCL12
Notch signaling involved in heart development (GO:0061314)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-2.1584872563675135	2.6003802248330077	NOTCH2
regulation of phosphorylation (GO:0042325)	8/120	0.059962270312943537209360300721527892164885997772216796875	0.339101145620577859585154101296211592853069305419921875	0.09101776568552759349994829563001985661685466766357421875	0.487222963259360486443227955533075146377086639404296875	-0.9236973727761473	2.5993211171946866	RANBP2;ECD;ITGA6;PHIP;NUP98;FNIP1;SLC25A33;PTK2
response to muramyl dipeptide (GO:0032495)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-2.1564314898692616	2.597903594714781	ERBIN
regulation of glomerular filtration (GO:0003093)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.7164902612001092	2.593113646579655	PTPRO
positive regulation of Wnt signaling pathway (GO:0030177)	9/141	0.0598510258233105607583723895004368387162685394287109375	0.339101145620577859585154101296211592853069305419921875	0.0924264108448246968219308428160729818046092987060546875	0.490087112324637586002751277192146517336368560791015625	-0.9197381482403191	2.5898876231346293	MACF1;KANK1;DEPDC1B;CSNK2A1;WNK1;USP34;SPIN1;CDC73;LRP6
peroxisomal transport (GO:0043574)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-1.9980995106404844	2.5841247034128725	PEX1
negative regulation of phospholipid metabolic process (GO:1903726)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.7102525443703114	2.5836902848510896	DAB2IP
intracellular pH reduction (GO:0051452)	3/34	0.11503218755016554608605616749628097750246524810791015625	0.46160985132791754192993494143593125045299530029296875	0.1471902168935947108341366629247204400599002838134765625	0.59024148945201726501608163744094781577587127685546875	-1.192212774777262	2.578211745933078	RAB20;DMXL1;DMXL2
positive regulation of cytokinesis (GO:0032467)	3/35	0.122722394290998348953536378758144564926624298095703125	0.476781601088989426262543247503344900906085968017578125	0.1558033041786422157048974668214214034378528594970703125	0.611228347162365626132896068156696856021881103515625	-1.2279969682762024	2.5761294096671326	SVIL;PRKCE;KIF20B
positive regulation of protein catabolic process (GO:0045732)	6/82	0.06748723503313143468052004436685820110142230987548828125	0.35120908027445951749001551434048451483249664306640625	0.09740740188322054293745821951233665458858013153076171875	0.500539358702976056036959562334232032299041748046875	-0.9552542398833369	2.5751904373264263	GSK3B;ITCH;CSNK2A1;APC;HECW2;DAB2IP
positive regulation of cell-matrix adhesion (GO:0001954)	3/34	0.11503218755016554608605616749628097750246524810791015625	0.46160985132791754192993494143593125045299530029296875	0.1471902168935947108341366629247204400599002838134765625	0.59024148945201726501608163744094781577587127685546875	-1.1896728754057746	2.5727191035695705	GSK3B;ABL1;UTRN
regulation of extracellular exosome assembly (GO:1903551)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.7017418518225524	2.5708331230679473	PDCD6IP
positive regulation of interferon-alpha secretion (GO:1902741)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6993816465094203	2.5672675446638302	DHX36
regulation of entry of bacterium into host cell (GO:2000535)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.8385141505417908	2.56321449218512	ITGAV
regulation of necroptotic process (GO:0060544)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.461940811108200677370660969245363958179950714111328125	0.148113667944002325160823829719447530806064605712890625	0.59024148945201726501608163744094781577587127685546875	-1.1879798052929549	2.5413202051836836	TANK;YBX3
positive regulation of gene silencing by miRNA (GO:2000637)	2/21	0.1662719405642149872459611970043624751269817352294921875	0.54294853699956113768365639771218411624431610107421875	0.200051197724572193958891830334323458373546600341796875	0.6621445817206363937401647490332834422588348388671875	-1.4129803800519445	2.535071386272418	AGO2;LIMD1
negative regulation of cardiocyte differentiation (GO:1905208)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.8165576421200975	2.5326032289714626	FRS2
chondrocyte development (GO:0002063)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6759255172804164	2.5318322088658047	BMPR2
brain development (GO:0007420)	8/120	0.059962270312943537209360300721527892164885997772216796875	0.339101145620577859585154101296211592853069305419921875	0.09101776568552759349994829563001985661685466766357421875	0.487222963259360486443227955533075146377086639404296875	-0.8992136471960789	2.5304229403636755	NIPBL;ATXN1;SHROOM2;UBE3A;SPATA5;SHANK2;SHROOM4;TGFBR2
regulation of DNA replication (GO:0006275)	5/62	0.0655435076635323132787647182340151630342006683349609375	0.34623265347685150405965259778895415365695953369140625	0.09322083892664627391422271784904296509921550750732421875	0.49302571990686427927386148439836688339710235595703125	-0.928120506900922	2.529166543496909	ANKRD17;CDAN1;PDS5A;WAPL;IGF1R
rRNA pseudouridine synthesis (GO:0031118)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-1.9536226210729521	2.5266031293118982	NAF1
positive regulation of mononuclear cell migration (GO:0071677)	2/20	0.1538188627906860450611503665641066618263721466064453125	0.52396300529595818407102569835842587053775787353515625	0.186842279672026823078567758784629404544830322265625	0.64464033761381944742652194690890610218048095703125	-1.3471896928538	2.5219116014683496	CXCL12;ANO6
mitotic G2 DNA damage checkpoint (GO:0007095)	2/18	0.129526314991892654848726351701770909130573272705078125	0.48702588948023983750346133092534728348255157470703125	0.1608444574540860150246857074307627044618129730224609375	0.61467125770941588580598136104526929557323455810546875	-1.2316415223246506	2.5173166533420455	TAOK3;FOXN3
renal filtration cell differentiation (GO:0061318)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.654206504886504	2.499021147421442	PTPRO
positive regulation of cellular component biogenesis (GO:0044089)	6/88	0.08809804163020147627083389352264930494129657745361328125	0.402598777313546596356985673992312513291835784912109375	0.12305117450696367864537705827387981116771697998046875	0.5406136036580113657379342839703895151615142822265625	-1.0274491339835918	2.4959872929812357	PTPRD;GSK3B;SMAD3;PDCD6IP;DLG5;FNIP1
regulation of ERBB signaling pathway (GO:1901184)	2/23	0.19164877949410163981980304015451110899448394775390625	0.57738082704762516694785290383151732385158538818359375	0.22675749402282885380799370977911166846752166748046875	0.6621445817206363937401647490332834422588348388671875	-1.508160592863853	2.491618324226267	ERBB4;MVB12B
protein localization to nucleolus (GO:1902570)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6492587945009811	2.4915466073031354	WRN
positive regulation of dendritic spine development (GO:0060999)	2/21	0.1662719405642149872459611970043624751269817352294921875	0.54294853699956113768365639771218411624431610107421875	0.200051197724572193958891830334323458373546600341796875	0.6621445817206363937401647490332834422588348388671875	-1.3887073920888253	2.4915224749687974	DLG5;SHANK2
regulation of smooth muscle cell apoptotic process (GO:0034391)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-1.9221304143360078	2.4858745324824856	LRP6
histone methylation (GO:0016571)	2/20	0.1538188627906860450611503665641066618263721466064453125	0.52396300529595818407102569835842587053775787353515625	0.186842279672026823078567758784629404544830322265625	0.64464033761381944742652194690890610218048095703125	-1.326870261077283	2.483874040014111	NSD3;CARM1
regulation of insulin receptor signaling pathway (GO:0046626)	3/35	0.122722394290998348953536378758144564926624298095703125	0.476781601088989426262543247503344900906085968017578125	0.1558033041786422157048974668214214034378528594970703125	0.611228347162365626132896068156696856021881103515625	-1.1798782085424584	2.4751844111784043	KANK1;RPS6KB1;IRS1
positive regulation of hemopoiesis (GO:1903708)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.773987334138687	2.4732526766123306	N4BP2L2
regulation of t-circle formation (GO:1904429)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6353288293003359	2.4705025130401608	TERF2
regulation of lipid transport (GO:0032368)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-1.9087664512625306	2.468591035374476	ITGAV
positive regulation of adaptive immune response (GO:0002821)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6323060129326277	2.4659359235573124	EIF2AK4
regulation of telomere maintenance via telomerase (GO:0032210)	4/52	0.10822361263436279521510385848159785382449626922607421875	0.44123144395259827899025140141020528972148895263671875	0.1421008207563814462748297273719799704849720001220703125	0.5870291638021354341248070340952835977077484130859375	-1.1075311664587533	2.4626572436530467	NAT10;NAF1;TERF2;SMG6
entry into host cell (GO:0030260)	3/34	0.11503218755016554608605616749628097750246524810791015625	0.46160985132791754192993494143593125045299530029296875	0.1471902168935947108341366629247204400599002838134765625	0.59024148945201726501608163744094781577587127685546875	-1.1386311337303696	2.4623391271890984	ITCH;ITGAV;EPS15
phosphate ion transmembrane transport (GO:0035435)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.7646909263130048	2.460291836872789	SLC20A2
positive regulation of lymphocyte apoptotic process (GO:0070230)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.763764482869316	2.4590002105557693	FNIP1
positive regulation of dendrite morphogenesis (GO:0050775)	2/17	0.11774961851777664134655054795075557194650173187255859375	0.461940811108200677370660969245363958179950714111328125	0.148113667944002325160823829719447530806064605712890625	0.59024148945201726501608163744094781577587127685546875	-1.1490801918287805	2.458106354889348	PTPRD;CUX1
regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.7622494843289154	2.456888034147853	EGLN1
regulation of endocytic recycling (GO:2001135)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.7604089546086756	2.4543220095943705	INPP5F
regulation of translational initiation in response to stress (GO:0043558)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6234533032024285	2.452562074063673	EIF2AK4
cellular polysaccharide biosynthetic process (GO:0033692)	2/20	0.1538188627906860450611503665641066618263721466064453125	0.52396300529595818407102569835842587053775787353515625	0.186842279672026823078567758784629404544830322265625	0.64464033761381944742652194690890610218048095703125	-1.310104184994805	2.4524882878755734	EXT1;NDST1
death-inducing signaling complex assembly (GO:0071550)	1/8	0.2480370397833826512368204930680803954601287841796875	0.57738082704762516694785290383151732385158538818359375	0.2811270769337832486911565865739248692989349365234375	0.6621445817206363937401647490332834422588348388671875	-1.7575640088019011	2.4503556510437674	TANK
positive regulation of mRNA 3'-end processing (GO:0031442)	1/9	0.27436627508888500326378334648325107991695404052734375	0.5848004571613392155171595732099376618862152099609375	0.307022452576543702917888367665000259876251220703125	0.6621445817206363937401647490332834422588348388671875	-1.89344165951224	2.4487716156079955	CDC73
mRNA destabilization (GO:0061157)	2/19	0.1415601827183215200012256218542461283504962921142578125	0.5026282437023947835541548556648194789886474609375	0.173763998624365034739724933388060890138149261474609375	0.625718043813687785359434201382100582122802734375	-1.2522134072162068	2.448115194193257	RC3H1;GIGYF2
glomerular epithelial cell differentiation (GO:0072311)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6190457803802483	2.4459035990136506	PTPRO
actin filament organization (GO:0007015)	8/121	0.06234139513076726590856679877106216736137866973876953125	0.3397019843573561015404038698761723935604095458984375	0.09416371622275389319245419983417377807199954986572265625	0.494624014990308336070512496007722802460193634033203125	-0.881352495245822	2.4458674200737214	DLG1;ABI1;SHROOM2;SHROOM3;NEDD9;FRYL;SHROOM4;ARHGAP12
SCF complex assembly (GO:0010265)	1/7	0.220753876353464273396554062856012023985385894775390625	0.57738082704762516694785290383151732385158538818359375	0.254265898045254734594067258512950502336025238037109375	0.6621445817206363937401647490332834422588348388671875	-1.6176069410197407	2.4437299344929095	CUL1
positive regulation of lamellipodium organization (GO:1902745)	2/22	0.178890849515336902708639854608918540179729461669921875	0.56191358666351620687606782666989602148532867431640625	0.2133644607625863331978877113215276040136814117431640625	0.6621445817206363937401647490332834422588348388671875	-1.418619544050463	2.4414150661895886	AUTS2;RREB1
phosphatidylinositol 3-kinase signaling (GO:0014065)	3/31	0.09314136158997320114050211259382194839417934417724609375	0.4123285191403314176028516158112324774265289306640625	0.1223651557158965397231753513551666401326656341552734375	0.5406136036580113657379342839703895151615142822265625	-1.0284763233355592	2.441229375283636	IRS1;PIK3C2A;IGF1R
