"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"RNA polymerase II C-terminal domain binding (GO:0099122)"	"RNA polymerase II C-terminal domain binding (GO:0099122)"	1	11	0.531523275708184	0.736179135515533	"SMYD2"	"MF"
"phosphoglycerate phosphatase activity (GO:0050192)"	"phosphoglycerate phosphatase activity (GO:0050192)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"L-threonine O-3-phosphate phosphatase activity (GO:0102520)"	"L-threonine O-3-phosphate phosphatase activity (GO:0102520)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"polynucleotide phosphatase activity (GO:0098518)"	"polynucleotide phosphatase activity (GO:0098518)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"NADH dehydrogenase (ubiquinone) activity (GO:0008137)"	"NADH dehydrogenase (ubiquinone) activity (GO:0008137)"	3	15	0.196845225444672	0.493902565661177	"NDUFB7;NDUFB5;NDUFS5"	"MF"
"neuropeptide receptor binding (GO:0071855)"	"neuropeptide receptor binding (GO:0071855)"	3	10	0.0567975900172253	0.397858994079843	"S1PR1;FLNA;GNAI2"	"MF"
"inositol phosphate phosphatase activity (GO:0052745)"	"inositol phosphate phosphatase activity (GO:0052745)"	2	18	0.550170100157622	0.75511592408614	"DUSP8;PPP1CA"	"MF"
"NADPH phosphatase activity (GO:0102757)"	"NADPH phosphatase activity (GO:0102757)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"K11-linked polyubiquitin modification-dependent protein binding (GO:0071795)"	"K11-linked polyubiquitin modification-dependent protein binding (GO:0071795)"	1	10	0.478569159977502	0.683412967870036	"OPTN"	"MF"
"pseudouridine 5'-phosphatase activity (GO:1990738)"	"pseudouridine 5'-phosphatase activity (GO:1990738)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"translation termination factor activity (GO:0008079)"	"translation termination factor activity (GO:0008079)"	2	21	0.659178596428724	0.793578639436468	"EEF1A2;EIF2S2"	"MF"
"GABA-gated chloride ion channel activity (GO:0022851)"	"GABA-gated chloride ion channel activity (GO:0022851)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"K6-linked polyubiquitin modification-dependent protein binding (GO:0071796)"	"K6-linked polyubiquitin modification-dependent protein binding (GO:0071796)"	1	10	0.478569159977502	0.683412967870036	"OPTN"	"MF"
"phosphoenolpyruvate phosphatase activity (GO:0050189)"	"phosphoenolpyruvate phosphatase activity (GO:0050189)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"thymidylate 5'-phosphatase activity (GO:0050340)"	"thymidylate 5'-phosphatase activity (GO:0050340)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"peptidyl-prolyl cis-trans isomerase activity (GO:0003755)"	"peptidyl-prolyl cis-trans isomerase activity (GO:0003755)"	1	8	0.362592881857039	0.653700706245825	"FKBP7"	"MF"
"glycerol-3-phosphatase activity (GO:0043136)"	"glycerol-3-phosphatase activity (GO:0043136)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"phosphocholine phosphatase activity (GO:0052731)"	"phosphocholine phosphatase activity (GO:0052731)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"nucleotidase activity (GO:0008252)"	"nucleotidase activity (GO:0008252)"	2	17	0.509550219258664	0.716201141513566	"DUSP8;PPP1CA"	"MF"
"phosphohistidine phosphatase activity (GO:0008969)"	"phosphohistidine phosphatase activity (GO:0008969)"	2	17	0.509550219258664	0.716201141513566	"DUSP8;PPP1CA"	"MF"
"ATPase activity, coupled to transmembrane movement of substances (GO:0042626)"	"ATPase activity, coupled to transmembrane movement of substances (GO:0042626)"	2	12	0.285771084651431	0.588775284964885	"ABCC4;ABCB4"	"MF"
"voltage-gated sodium channel activity (GO:0005248)"	"voltage-gated sodium channel activity (GO:0005248)"	2	7	0.0815834123249604	0.397858994079843	"SCN4A;HCN2"	"MF"
"NAD+ ADP-ribosyltransferase activity (GO:0003950)"	"NAD+ ADP-ribosyltransferase activity (GO:0003950)"	2	8	0.115824669023728	0.410849392636677	"PARP1;TNKS2"	"MF"
"repressing transcription factor binding (GO:0070491)"	"repressing transcription factor binding (GO:0070491)"	2	15	0.423029066397375	0.683412967870036	"RELA;HDAC7"	"MF"
"NADP binding (GO:0050661)"	"NADP binding (GO:0050661)"	2	9	0.154356798712418	0.458417191096184	"DPYD;ME1"	"MF"
"urate transmembrane transporter activity (GO:0015143)"	"urate transmembrane transporter activity (GO:0015143)"	2	6	0.0526048723018074	0.397858994079843	"SLC22A4;SLCO2B1"	"MF"
"carboxylic acid-transporting ATPase activity (GO:0033284)"	"carboxylic acid-transporting ATPase activity (GO:0033284)"	2	5	0.0297157304969322	0.397858994079843	"ABCC4;AQP7"	"MF"
"phosphatidylcholine-translocating ATPase activity (GO:0090554)"	"phosphatidylcholine-translocating ATPase activity (GO:0090554)"	1	11	0.531523275708184	0.736179135515533	"ABCB4"	"MF"
"serine-type peptidase activity (GO:0008236)"	"serine-type peptidase activity (GO:0008236)"	3	6	0.00682658869205688	0.397858994079843	"HTRA3;NAALAD2;TPP1"	"MF"
"acetyl-CoA:CoA antiporter activity (GO:0015325)"	"acetyl-CoA:CoA antiporter activity (GO:0015325)"	3	13	0.132196215091905	0.455042753989822	"SLC25A16;SLC22A4;SLCO2B1"	"MF"
"thiamine pyrophosphate-transporting ATPase activity (GO:0015619)"	"thiamine pyrophosphate-transporting ATPase activity (GO:0015619)"	2	8	0.115824669023728	0.410849392636677	"SLC22A4;SLCO2B1"	"MF"
"calcium-independent phospholipase A2 activity (GO:0047499)"	"calcium-independent phospholipase A2 activity (GO:0047499)"	2	7	0.0815834123249604	0.397858994079843	"PLA2G4E;PLBD1"	"MF"
"3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing (GO:0044748)"	"3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing (GO:0044748)"	1	8	0.362592881857039	0.653700706245825	"DIS3"	"MF"
"double-stranded miRNA binding (GO:0098851)"	"double-stranded miRNA binding (GO:0098851)"	3	25	0.563742065850461	0.77234698191426	"ILF3;AGO4;SLC3A2"	"MF"
"chloride channel activity (GO:0005254)"	"chloride channel activity (GO:0005254)"	2	7	0.0815834123249604	0.397858994079843	"CLCN7;ANO1"	"MF"
"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends (GO:1990838)"	"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends (GO:1990838)"	1	8	0.362592881857039	0.653700706245825	"DIS3"	"MF"
"peptidyl-lysine 5-dioxygenase activity (GO:0070815)"	"peptidyl-lysine 5-dioxygenase activity (GO:0070815)"	2	11	0.240275639189433	0.514440649209533	"HIF1AN;JMJD6"	"MF"
"base pairing with tRNA (GO:0000946)"	"base pairing with tRNA (GO:0000946)"	2	17	0.509550219258664	0.716201141513566	"AARS2;YARS2"	"MF"
"ATPase-coupled anion transmembrane transporter activity (GO:0043225)"	"ATPase-coupled anion transmembrane transporter activity (GO:0043225)"	2	9	0.154356798712418	0.458417191096184	"ABCC4;SLC4A3"	"MF"
"methionyl-initiator methionine tRNA binding (GO:1990856)"	"methionyl-initiator methionine tRNA binding (GO:1990856)"	2	17	0.509550219258664	0.716201141513566	"AARS2;YARS2"	"MF"
"RNA polymerase core enzyme binding (GO:0043175)"	"RNA polymerase core enzyme binding (GO:0043175)"	2	10	0.196167888153216	0.493902565661177	"BIN1;ANP32B"	"MF"
"phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)"	"phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)"	2	26	0.795825144984535	0.912822033533344	"AKT1;SNX11"	"MF"
"extracellular-glutamate-gated chloride channel activity (GO:0008068)"	"extracellular-glutamate-gated chloride channel activity (GO:0008068)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"rRNA methyltransferase activity (GO:0008649)"	"rRNA methyltransferase activity (GO:0008649)"	2	6	0.0526048723018074	0.397858994079843	"FBL;PRMT7"	"MF"
"glutaryl-CoA dehydrogenase activity (GO:0004361)"	"glutaryl-CoA dehydrogenase activity (GO:0004361)"	2	7	0.0815834123249604	0.397858994079843	"ACAD8;ACADM"	"MF"
"DNA-directed 5'-3' RNA polymerase activity (GO:0003899)"	"DNA-directed 5'-3' RNA polymerase activity (GO:0003899)"	2	10	0.196167888153216	0.493902565661177	"MED21;POLR2E"	"MF"
"potassium channel activator activity (GO:0099104)"	"potassium channel activator activity (GO:0099104)"	3	14	0.163364785664956	0.458417191096184	"AMIGO1;CHORDC1;FLNA"	"MF"
"potassium channel regulator activity (GO:0015459)"	"potassium channel regulator activity (GO:0015459)"	3	14	0.163364785664956	0.458417191096184	"AMIGO1;CHORDC1;FLNA"	"MF"
"aryldialkylphosphatase activity (GO:0004063)"	"aryldialkylphosphatase activity (GO:0004063)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"L-cystine transmembrane transporter activity (GO:0015184)"	"L-cystine transmembrane transporter activity (GO:0015184)"	2	6	0.0526048723018074	0.397858994079843	"SLC38A7;SLC3A1"	"MF"
"phosphatase activity (GO:0016791)"	"phosphatase activity (GO:0016791)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"nucleotide phosphatase activity, acting on free nucleotides (GO:0098519)"	"nucleotide phosphatase activity, acting on free nucleotides (GO:0098519)"	2	17	0.509550219258664	0.716201141513566	"DUSP8;PPP1CA"	"MF"
"acetylserotonin O-methyltransferase activity (GO:0017096)"	"acetylserotonin O-methyltransferase activity (GO:0017096)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"farnesoic acid O-methyltransferase activity (GO:0019010)"	"farnesoic acid O-methyltransferase activity (GO:0019010)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"heme-transporting ATPase activity (GO:0015439)"	"heme-transporting ATPase activity (GO:0015439)"	2	11	0.240275639189433	0.514440649209533	"ABCC4;ABCB4"	"MF"
"phosphoserine phosphatase activity (GO:0004647)"	"phosphoserine phosphatase activity (GO:0004647)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"forked DNA-dependent helicase activity (GO:0061749)"	"forked DNA-dependent helicase activity (GO:0061749)"	2	14	0.377792298206834	0.675487289373349	"RUVBL2;RUVBL1"	"MF"
"isoflavone 7-O-methyltransferase activity (GO:0033800)"	"isoflavone 7-O-methyltransferase activity (GO:0033800)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"histone methyltransferase activity (H3-K27 specific) (GO:0046976)"	"histone methyltransferase activity (H3-K27 specific) (GO:0046976)"	2	30	0.869178347670262	0.968021079797107	"PRDM9;SMYD2"	"MF"
"caffeoyl-CoA O-methyltransferase activity (GO:0042409)"	"caffeoyl-CoA O-methyltransferase activity (GO:0042409)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"Rho GTPase binding (GO:0017048)"	"Rho GTPase binding (GO:0017048)"	1	14	0.66726944013837	0.798828872342308	"FLNA"	"MF"
"isoliquiritigenin 2'-O-methyltransferase activity (GO:0033802)"	"isoliquiritigenin 2'-O-methyltransferase activity (GO:0033802)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"laricitrin 5'-O-methyltransferase activity (GO:0070448)"	"laricitrin 5'-O-methyltransferase activity (GO:0070448)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"histone methyltransferase activity (H3-K36 specific) (GO:0046975)"	"histone methyltransferase activity (H3-K36 specific) (GO:0046975)"	2	28	0.836007707525364	0.942837815767832	"PRDM9;SMYD2"	"MF"
"vitexin 2''-O-rhamnoside 7-O-methyltransferase activity (GO:0033801)"	"vitexin 2''-O-rhamnoside 7-O-methyltransferase activity (GO:0033801)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"nucleotide-sulfate transmembrane transporter activity (GO:0005340)"	"nucleotide-sulfate transmembrane transporter activity (GO:0005340)"	2	7	0.0815834123249604	0.397858994079843	"SLC22A4;SLCO2B1"	"MF"
"kaempferol 4'-O-methyltransferase activity (GO:0033803)"	"kaempferol 4'-O-methyltransferase activity (GO:0033803)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"RNA 7-methylguanosine cap binding (GO:0000340)"	"RNA 7-methylguanosine cap binding (GO:0000340)"	2	12	0.285771084651431	0.588775284964885	"NCBP1;SNUPN"	"MF"
"magnesium protoporphyrin IX methyltransferase activity (GO:0046406)"	"magnesium protoporphyrin IX methyltransferase activity (GO:0046406)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"peptide-transporting ATPase activity (GO:0015440)"	"peptide-transporting ATPase activity (GO:0015440)"	2	11	0.240275639189433	0.514440649209533	"ABCC4;ABCB4"	"MF"
"Hsp70 protein binding (GO:0030544)"	"Hsp70 protein binding (GO:0030544)"	2	8	0.115824669023728	0.410849392636677	"DNAJB14;SNCA"	"MF"
"JUN kinase kinase kinase activity (GO:0004706)"	"JUN kinase kinase kinase activity (GO:0004706)"	1	10	0.478569159977502	0.683412967870036	"ARAF"	"MF"
"N-acylneuraminate-9-phosphatase activity (GO:0050124)"	"N-acylneuraminate-9-phosphatase activity (GO:0050124)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"acireductone synthase activity (GO:0043874)"	"acireductone synthase activity (GO:0043874)"	2	17	0.509550219258664	0.716201141513566	"DUSP8;PPP1CA"	"MF"
"calcium-dependent phospholipase A2 activity (GO:0047498)"	"calcium-dependent phospholipase A2 activity (GO:0047498)"	2	6	0.0526048723018074	0.397858994079843	"PLA2G4E;PLBD1"	"MF"
"myricetin 3'-O-methyltransferase activity (GO:0033799)"	"myricetin 3'-O-methyltransferase activity (GO:0033799)"	1	7	0.300900828648711	0.588775284964885	"PRMT7"	"MF"
"peptidyl-proline dioxygenase activity (GO:0031543)"	"peptidyl-proline dioxygenase activity (GO:0031543)"	2	11	0.240275639189433	0.514440649209533	"OGFOD1;HIF1AN"	"MF"
"pyridoxal phosphatase activity (GO:0033883)"	"pyridoxal phosphatase activity (GO:0033883)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"Tat protein binding (GO:0030957)"	"Tat protein binding (GO:0030957)"	2	6	0.0526048723018074	0.397858994079843	"TRIM32;ACTB"	"MF"
"alkaline phosphatase activity (GO:0004035)"	"alkaline phosphatase activity (GO:0004035)"	2	16	0.467074402956088	0.683412967870036	"DUSP8;PPP1CA"	"MF"
"ATP-dependent 5'-3' DNA helicase activity (GO:0043141)"	"ATP-dependent 5'-3' DNA helicase activity (GO:0043141)"	2	17	0.509550219258664	0.716201141513566	"RUVBL2;ERCC2"	"MF"
"phosphatidylglycerophosphatase activity (GO:0008962)"	"phosphatidylglycerophosphatase activity (GO:0008962)"	2	17	0.509550219258664	0.716201141513566	"DUSP8;PPP1CA"	"MF"
"disordered domain specific binding (GO:0097718)"	"disordered domain specific binding (GO:0097718)"	1	9	0.422088905612645	0.683412967870036	"BCL2L2"	"MF"
"ATPase activator activity (GO:0001671)"	"ATPase activator activity (GO:0001671)"	2	11	0.240275639189433	0.514440649209533	"DNAJA2;AHSA1"	"MF"
"dynein complex binding (GO:0070840)"	"dynein complex binding (GO:0070840)"	2	11	0.240275639189433	0.514440649209533	"SMC3;SNCA"	"MF"
"AMP transmembrane transporter activity (GO:0080122)"	"AMP transmembrane transporter activity (GO:0080122)"	2	9	0.154356798712418	0.458417191096184	"SLC22A4;SLCO2B1"	"MF"
"phosphatidylinositol-3-phosphate binding (GO:0032266)"	"phosphatidylinositol-3-phosphate binding (GO:0032266)"	2	18	0.550170100157622	0.75511592408614	"SNX27;SNX11"	"MF"
"polyubiquitin modification-dependent protein binding (GO:0031593)"	"polyubiquitin modification-dependent protein binding (GO:0031593)"	1	9	0.422088905612645	0.683412967870036	"OPTN"	"MF"
"calcium-transporting ATPase activity (GO:0005388)"	"calcium-transporting ATPase activity (GO:0005388)"	2	10	0.196167888153216	0.493902565661177	"ABCC4;ATP2A2"	"MF"
"four-way junction helicase activity (GO:0009378)"	"four-way junction helicase activity (GO:0009378)"	2	14	0.377792298206834	0.675487289373349	"RUVBL2;RUVBL1"	"MF"
"DNA topoisomerase (ATP-hydrolyzing) activator activity (GO:0072587)"	"DNA topoisomerase (ATP-hydrolyzing) activator activity (GO:0072587)"	2	11	0.240275639189433	0.514440649209533	"DNAJA2;AHSA1"	"MF"
"homoserine transmembrane transporter activity (GO:0042970)"	"homoserine transmembrane transporter activity (GO:0042970)"	2	6	0.0526048723018074	0.397858994079843	"SLC38A7;SLC3A2"	"MF"
"motor activity (GO:0003774)"	"motor activity (GO:0003774)"	2	9	0.154356798712418	0.458417191096184	"MYH9;KLC1"	"MF"
"[pyruvate dehydrogenase (lipoamide)] phosphatase activity (GO:0004741)"	"[pyruvate dehydrogenase (lipoamide)] phosphatase activity (GO:0004741)"	2	19	0.588728571676615	0.774383033202236	"DUSP8;PPP1CA"	"MF"
"carboxypeptidase activity (GO:0004180)"	"carboxypeptidase activity (GO:0004180)"	2	6	0.0526048723018074	0.397858994079843	"ACE;NAALAD2"	"MF"
"protein channel activity (GO:0015266)"	"protein channel activity (GO:0015266)"	2	5	0.0297157304969322	0.397858994079843	"TIMM23;TIMM17B"	"MF"
"translation elongation factor activity (GO:0003746)"	"translation elongation factor activity (GO:0003746)"	2	21	0.659178596428724	0.793578639436468	"EEF1A2;EIF2S2"	"MF"
"nucleosomal DNA binding (GO:0031492)"	"nucleosomal DNA binding (GO:0031492)"	2	11	0.240275639189433	0.514440649209533	"H2AFY;ACTB"	"MF"
"endonuclease activity (GO:0004519)"	"endonuclease activity (GO:0004519)"	2	7	0.0815834123249604	0.397858994079843	"DIS3;LRPPRC"	"MF"
"voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)"	"voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)"	2	7	0.0815834123249604	0.397858994079843	"SCN4A;HCN2"	"MF"
"single-subunit type RNA polymerase binding (GO:0001050)"	"single-subunit type RNA polymerase binding (GO:0001050)"	2	9	0.154356798712418	0.458417191096184	"BIN1;ANP32B"	"MF"
"U3 snoRNA binding (GO:0034511)"	"U3 snoRNA binding (GO:0034511)"	2	14	0.377792298206834	0.675487289373349	"TBL3;NUDT4"	"MF"
"protein serine/threonine kinase activator activity (GO:0043539)"	"protein serine/threonine kinase activator activity (GO:0043539)"	2	18	0.550170100157622	0.75511592408614	"RGCC;DUSP19"	"MF"
"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly (GO:0001075)"	"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly (GO:0001075)"	1	11	0.531523275708184	0.736179135515533	"RELA"	"MF"
"bacterial-type RNA polymerase activity (GO:0001061)"	"bacterial-type RNA polymerase activity (GO:0001061)"	2	9	0.154356798712418	0.458417191096184	"MED21;POLR2E"	"MF"
"histamine-gated chloride channel activity (GO:0019182)"	"histamine-gated chloride channel activity (GO:0019182)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"iron ion binding (GO:0005506)"	"iron ion binding (GO:0005506)"	2	12	0.285771084651431	0.588775284964885	"HIF1AN;JMJD6"	"MF"
"RNA polymerase binding (GO:0070063)"	"RNA polymerase binding (GO:0070063)"	2	9	0.154356798712418	0.458417191096184	"BIN1;ANP32B"	"MF"
"histone methyltransferase activity (H3-K79 specific) (GO:0031151)"	"histone methyltransferase activity (H3-K79 specific) (GO:0031151)"	2	28	0.836007707525364	0.942837815767832	"PRDM9;SMYD2"	"MF"
"histone methyltransferase activity (H3-K9 specific) (GO:0046974)"	"histone methyltransferase activity (H3-K9 specific) (GO:0046974)"	2	28	0.836007707525364	0.942837815767832	"PRDM9;SMYD2"	"MF"
"intracellular chloride channel activity (GO:0061778)"	"intracellular chloride channel activity (GO:0061778)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"phosphatidic acid transporter activity (GO:1990050)"	"phosphatidic acid transporter activity (GO:1990050)"	2	5	0.0297157304969322	0.397858994079843	"PRELID1;ABCB4"	"MF"
"histone methyltransferase activity (H4-K20 specific) (GO:0042799)"	"histone methyltransferase activity (H4-K20 specific) (GO:0042799)"	2	28	0.836007707525364	0.942837815767832	"PRDM9;SMYD2"	"MF"
"pH-gated chloride channel activity (GO:0061797)"	"pH-gated chloride channel activity (GO:0061797)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"fibroblast growth factor binding (GO:0017134)"	"fibroblast growth factor binding (GO:0017134)"	1	10	0.478569159977502	0.683412967870036	"THBS1"	"MF"
"transforming growth factor beta binding (GO:0050431)"	"transforming growth factor beta binding (GO:0050431)"	2	13	0.331843545519289	0.617805809849087	"ACVRL1;THBS1"	"MF"
"DNA helicase activity (GO:0003678)"	"DNA helicase activity (GO:0003678)"	2	21	0.659178596428724	0.793578639436468	"RUVBL2;RUVBL1"	"MF"
"eukaryotic elongation factor-2 kinase activator activity (GO:0042557)"	"eukaryotic elongation factor-2 kinase activator activity (GO:0042557)"	2	11	0.240275639189433	0.514440649209533	"RGCC;DUSP19"	"MF"
"glycine-gated chloride ion channel activity (GO:0022852)"	"glycine-gated chloride ion channel activity (GO:0022852)"	2	6	0.0526048723018074	0.397858994079843	"CLCN7;ANO1"	"MF"
"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters (GO:0016894)"	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters (GO:0016894)"	2	6	0.0526048723018074	0.397858994079843	"DIS3;LRPPRC"	"MF"
"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters (GO:0016893)"	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters (GO:0016893)"	2	6	0.0526048723018074	0.397858994079843	"DIS3;LRPPRC"	"MF"
"histone demethylase activity (H3-K36 specific) (GO:0051864)"	"histone demethylase activity (H3-K36 specific) (GO:0051864)"	1	13	0.625915562719579	0.774383033202236	"HIF1AN"	"MF"
"tetracycline:proton antiporter activity (GO:0015520)"	"tetracycline:proton antiporter activity (GO:0015520)"	2	6	0.0526048723018074	0.397858994079843	"SLC22A4;SLCO2B1"	"MF"
"dolichyl-phosphate-mannose-protein mannosyltransferase activity (GO:0004169)"	"dolichyl-phosphate-mannose-protein mannosyltransferase activity (GO:0004169)"	1	9	0.422088905612645	0.683412967870036	"DPM1"	"MF"
"elongation factor-2 kinase activity (GO:0004686)"	"elongation factor-2 kinase activity (GO:0004686)"	2	13	0.331843545519289	0.617805809849087	"PNCK;MYLK3"	"MF"
"L-alanine transmembrane transporter activity (GO:0015180)"	"L-alanine transmembrane transporter activity (GO:0015180)"	2	7	0.0815834123249604	0.397858994079843	"SLC38A7;SLC38A3"	"MF"
"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity (GO:0046964)"	"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity (GO:0046964)"	2	8	0.115824669023728	0.410849392636677	"SLC22A4;SLCO2B1"	"MF"
"T/G mismatch-specific endonuclease activity (GO:0043765)"	"T/G mismatch-specific endonuclease activity (GO:0043765)"	2	6	0.0526048723018074	0.397858994079843	"DIS3;LRPPRC"	"MF"
"class II DNA-(apurinic or apyrimidinic site) lyase activity (GO:0140079)"	"class II DNA-(apurinic or apyrimidinic site) lyase activity (GO:0140079)"	1	6	0.238238709699068	0.514440649209533	"APEX2"	"MF"
"magnesium-importing ATPase activity (GO:0015444)"	"magnesium-importing ATPase activity (GO:0015444)"	2	10	0.196167888153216	0.493902565661177	"ABCC4;SLC41A1"	"MF"
"spectrin binding (GO:0030507)"	"spectrin binding (GO:0030507)"	1	7	0.300900828648711	0.588775284964885	"ANK1"	"MF"
"tRNA (cytosine) methyltransferase activity (GO:0016427)"	"tRNA (cytosine) methyltransferase activity (GO:0016427)"	1	6	0.238238709699068	0.514440649209533	"PRMT7"	"MF"
"phospholipase C activity (GO:0004629)"	"phospholipase C activity (GO:0004629)"	2	10	0.196167888153216	0.493902565661177	"PDIA3;SMPDL3A"	"MF"
"protein-arginine omega-N asymmetric methyltransferase activity (GO:0035242)"	"protein-arginine omega-N asymmetric methyltransferase activity (GO:0035242)"	2	8	0.115824669023728	0.410849392636677	"PRMT7;PRMT1"	"MF"
"low-density lipoprotein particle receptor binding (GO:0050750)"	"low-density lipoprotein particle receptor binding (GO:0050750)"	2	7	0.0815834123249604	0.397858994079843	"ANKRA2;AP2M1"	"MF"
"protein-arginine omega-N monomethyltransferase activity (GO:0035241)"	"protein-arginine omega-N monomethyltransferase activity (GO:0035241)"	2	8	0.115824669023728	0.410849392636677	"PRMT7;PRMT1"	"MF"
"minus-end directed microfilament motor activity (GO:0060001)"	"minus-end directed microfilament motor activity (GO:0060001)"	2	9	0.154356798712418	0.458417191096184	"MYH9;MYH6"	"MF"
"RNA polymerase V activity (GO:0001058)"	"RNA polymerase V activity (GO:0001058)"	2	9	0.154356798712418	0.458417191096184	"MED21;POLR2E"	"MF"
"RNA polymerase IV activity (GO:0001057)"	"RNA polymerase IV activity (GO:0001057)"	2	9	0.154356798712418	0.458417191096184	"MED21;POLR2E"	"MF"
"single subunit type RNA polymerase activity (GO:0001064)"	"single subunit type RNA polymerase activity (GO:0001064)"	2	9	0.154356798712418	0.458417191096184	"MED21;POLR2E"	"MF"
"TBP-class protein binding (GO:0017025)"	"TBP-class protein binding (GO:0017025)"	2	11	0.240275639189433	0.514440649209533	"GTF2A2;PSMC1"	"MF"
"TBP-class protein binding involved in viral suppression of host transcription initiation from RNA polymerase II promoter (GO:0039603)"	"TBP-class protein binding involved in viral suppression of host transcription initiation from RNA polymerase II promoter (GO:0039603)"	2	11	0.240275639189433	0.514440649209533	"GTF2A2;PSMC1"	"MF"
"metalloaminopeptidase activity (GO:0070006)"	"metalloaminopeptidase activity (GO:0070006)"	2	18	0.550170100157622	0.75511592408614	"ANPEP;DPEP1"	"MF"
"L-proline transmembrane transporter activity (GO:0015193)"	"L-proline transmembrane transporter activity (GO:0015193)"	2	9	0.154356798712418	0.458417191096184	"SLC38A7;SLC3A2"	"MF"
"plus-end directed microfilament motor activity (GO:0060002)"	"plus-end directed microfilament motor activity (GO:0060002)"	2	9	0.154356798712418	0.458417191096184	"MYH9;MYH6"	"MF"
"alpha-actinin binding (GO:0051393)"	"alpha-actinin binding (GO:0051393)"	2	13	0.331843545519289	0.617805809849087	"CSRP3;RELA"	"MF"
"glycine transmembrane transporter activity (GO:0015187)"	"glycine transmembrane transporter activity (GO:0015187)"	2	9	0.154356798712418	0.458417191096184	"SLC38A7;SLC3A2"	"MF"
"polypeptide N-acetylgalactosaminyltransferase activity (GO:0004653)"	"polypeptide N-acetylgalactosaminyltransferase activity (GO:0004653)"	2	9	0.154356798712418	0.458417191096184	"GALNT15;CSGALNACT2"	"MF"
"UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462)"	"UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462)"	2	8	0.115824669023728	0.410849392636677	"SLC22A4;SLCO2B1"	"MF"
"glucose:sodium symporter activity (GO:0005412)"	"glucose:sodium symporter activity (GO:0005412)"	1	5	0.176360763899981	0.458417191096184	"PPBP"	"MF"
