"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"calcium ion binding involved in regulation of cytosolic calcium ion concentration (GO:0099510)"	"calcium ion binding involved in regulation of cytosolic calcium ion concentration (GO:0099510)"	5	73	0.459821810311332	0.623327126686479	"VIL1;PCLO;SCIN;NDUFAB1;THBS1"	"MF"
"core promoter proximal region DNA binding (GO:0001159)"	"core promoter proximal region DNA binding (GO:0001159)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"calcium ion sensor activity (GO:0061891)"	"calcium ion sensor activity (GO:0061891)"	5	73	0.459821810311332	0.623327126686479	"VIL1;PCLO;SCIN;NDUFAB1;THBS1"	"MF"
"double-stranded methylated DNA binding (GO:0010385)"	"double-stranded methylated DNA binding (GO:0010385)"	1	32	0.698235865480291	0.886222444648062	"CGGBP1"	"MF"
"transcription regulatory region DNA binding (GO:0044212)"	"transcription regulatory region DNA binding (GO:0044212)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"vitamin D response element binding (GO:0070644)"	"vitamin D response element binding (GO:0070644)"	4	103	0.888975643544217	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"mitochondrial heavy strand promoter anti-sense binding (GO:0070362)"	"mitochondrial heavy strand promoter anti-sense binding (GO:0070362)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"carbohydrate response element binding (GO:0035538)"	"carbohydrate response element binding (GO:0035538)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"N-box binding (GO:0071820)"	"N-box binding (GO:0071820)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"mitochondrial light strand promoter anti-sense binding (GO:0070361)"	"mitochondrial light strand promoter anti-sense binding (GO:0070361)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"mitochondrial light strand promoter sense binding (GO:0070363)"	"mitochondrial light strand promoter sense binding (GO:0070363)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"RNA polymerase II regulatory region DNA binding (GO:0001012)"	"RNA polymerase II regulatory region DNA binding (GO:0001012)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"sterol response element binding (GO:0032810)"	"sterol response element binding (GO:0032810)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"retinoic acid-responsive element binding (GO:0044323)"	"retinoic acid-responsive element binding (GO:0044323)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"RNA polymerase III regulatory region DNA binding (GO:0001016)"	"RNA polymerase III regulatory region DNA binding (GO:0001016)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"serum response element binding (GO:0010736)"	"serum response element binding (GO:0010736)"	4	102	0.883985765574	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"bacterial-type RNA polymerase regulatory region DNA binding (GO:0001017)"	"bacterial-type RNA polymerase regulatory region DNA binding (GO:0001017)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"intronic transcription regulatory region DNA binding (GO:0044213)"	"intronic transcription regulatory region DNA binding (GO:0044213)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"transcription regulatory region sequence-specific DNA binding (GO:0000976)"	"transcription regulatory region sequence-specific DNA binding (GO:0000976)"	5	121	0.894032782816413	0.999428939379204	"MTERF3;BAHD1;GLMP;KAT7;TAF9B"	"MF"
"juvenile hormone response element binding (GO:0070594)"	"juvenile hormone response element binding (GO:0070594)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"mitochondrial heavy strand promoter sense binding (GO:0070364)"	"mitochondrial heavy strand promoter sense binding (GO:0070364)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"mitochondrial RNA polymerase regulatory region DNA binding (GO:0001018)"	"mitochondrial RNA polymerase regulatory region DNA binding (GO:0001018)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"plastid RNA polymerase regulatory region DNA binding (GO:0001019)"	"plastid RNA polymerase regulatory region DNA binding (GO:0001019)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"RNA polymerase I regulatory region DNA binding (GO:0001013)"	"RNA polymerase I regulatory region DNA binding (GO:0001013)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"ATP-dependent RNA helicase activity (GO:0004004)"	"ATP-dependent RNA helicase activity (GO:0004004)"	1	46	0.865681817252292	0.999428939379204	"SNRNP200"	"MF"
"transcription termination site DNA binding (GO:0001160)"	"transcription termination site DNA binding (GO:0001160)"	4	101	0.878805472597561	0.999428939379204	"MTERF3;GLMP;KAT7;TAF9B"	"MF"
"protein heterodimerization activity (GO:0046982)"	"protein heterodimerization activity (GO:0046982)"	5	104	0.793846366763848	0.975904264613066	"TUBB2B;PPP2R1A;EPAS1;HEXA;TPD52L1"	"MF"
"GTPase activator activity (GO:0005096)"	"GTPase activator activity (GO:0005096)"	8	127	0.607049058126497	0.79141210540936	"ARHGAP22;GRTP1;LARS;ELMOD2;TBC1D17;ADAP1;RGS6;STXBP5L"	"MF"
"intracellular ATPase-gated chloride channel activity (GO:0005260)"	"intracellular ATPase-gated chloride channel activity (GO:0005260)"	3	66	0.732100584365776	0.922551571706753	"CLCN7;BSND;ATP5C1"	"MF"
"hemi-methylated DNA-binding (GO:0044729)"	"hemi-methylated DNA-binding (GO:0044729)"	1	31	0.681317189181297	0.876334898630267	"CGGBP1"	"MF"
"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)"	"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)"	2	41	0.595706692215881	0.783395102092117	"EAF2;RFX1"	"MF"
"enhancer sequence-specific DNA binding (GO:0001158)"	"enhancer sequence-specific DNA binding (GO:0001158)"	1	40	0.808215388253225	0.983194602069566	"BAHD1"	"MF"
"protein phosphatase 2A binding (GO:0051721)"	"protein phosphatase 2A binding (GO:0051721)"	1	40	0.808215388253225	0.983194602069566	"CDKN1B"	"MF"
"supercoiled DNA binding (GO:0097100)"	"supercoiled DNA binding (GO:0097100)"	1	32	0.698235865480291	0.886222444648062	"CGGBP1"	"MF"
"voltage-gated potassium channel activity (GO:0005249)"	"voltage-gated potassium channel activity (GO:0005249)"	1	13	0.250508439028015	0.368949667522433	"KCNC3"	"MF"
"ethanolamine kinase activity (GO:0004305)"	"ethanolamine kinase activity (GO:0004305)"	1	39	0.796736784577468	0.978318656411402	"CHKB"	"MF"
"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)"	2	59	0.824170346722036	0.996934577478201	"E4F1;CGGBP1"	"MF"
"linear polyubiquitin binding (GO:1990450)"	"linear polyubiquitin binding (GO:1990450)"	1	36	0.758588413561391	0.945772567557059	"FAF1"	"MF"
"left-handed Z-DNA binding (GO:0003692)"	"left-handed Z-DNA binding (GO:0003692)"	1	30	0.663631228000784	0.857765699839446	"CGGBP1"	"MF"
"ATP-dependent 5'-3' RNA helicase activity (GO:0032575)"	"ATP-dependent 5'-3' RNA helicase activity (GO:0032575)"	1	43	0.839257919224416	0.999428939379204	"SNRNP200"	"MF"
"mismatched DNA binding (GO:0030983)"	"mismatched DNA binding (GO:0030983)"	1	31	0.681317189181297	0.876334898630267	"CGGBP1"	"MF"
"mRNA 5'-UTR binding (GO:0048027)"	"mRNA 5'-UTR binding (GO:0048027)"	2	61	0.841071381262542	0.999428939379204	"DHFR;PUM3"	"MF"
"aromatic amino acid transmembrane transporter activity (GO:0015173)"	"aromatic amino acid transmembrane transporter activity (GO:0015173)"	2	18	0.144703836601656	0.336640331460422	"SLC6A19;SLC16A10"	"MF"
"ubiquitin binding (GO:0043130)"	"ubiquitin binding (GO:0043130)"	1	35	0.744559700338168	0.934904926940673	"FAF1"	"MF"
"ATP-dependent 3'-5' RNA helicase activity (GO:0034459)"	"ATP-dependent 3'-5' RNA helicase activity (GO:0034459)"	1	43	0.839257919224416	0.999428939379204	"SNRNP200"	"MF"
"branched-chain amino acid transmembrane transporter activity (GO:0015658)"	"branched-chain amino acid transmembrane transporter activity (GO:0015658)"	2	18	0.144703836601656	0.336640331460422	"SLC6A19;SLC16A10"	"MF"
"transmembrane receptor protein tyrosine kinase activity (GO:0004714)"	"transmembrane receptor protein tyrosine kinase activity (GO:0004714)"	2	59	0.824170346722036	0.996934577478201	"FGFR1OP;TRIM27"	"MF"
"cysteine-type endopeptidase activity (GO:0004197)"	"cysteine-type endopeptidase activity (GO:0004197)"	2	57	0.805759124791131	0.983194602069566	"PDIA3;CAPN2"	"MF"
"metalloendopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902945)"	"metalloendopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902945)"	1	21	0.468761928934538	0.630589295483914	"UQCRC2"	"MF"
"choline kinase activity (GO:0004103)"	"choline kinase activity (GO:0004103)"	1	38	0.784654585321287	0.966855591714444	"CHKB"	"MF"
"cation:amino acid symporter activity (GO:0005416)"	"cation:amino acid symporter activity (GO:0005416)"	2	18	0.144703836601656	0.336640331460422	"SLC6A19;SLC16A10"	"MF"
"ribosylnicotinamide kinase activity (GO:0050262)"	"ribosylnicotinamide kinase activity (GO:0050262)"	1	37	0.771945986864581	0.955656462050408	"NMRK1"	"MF"
"microtubule motor activity (GO:0003777)"	"microtubule motor activity (GO:0003777)"	1	25	0.563304617368294	0.748238586089205	"DYNLRB1"	"MF"
"D-amino acid transmembrane transporter activity (GO:0042943)"	"D-amino acid transmembrane transporter activity (GO:0042943)"	2	18	0.144703836601656	0.336640331460422	"SLC6A19;SLC16A10"	"MF"
"beta-tubulin binding (GO:0048487)"	"beta-tubulin binding (GO:0048487)"	1	26	0.584976423943735	0.770243271427162	"DAG1"	"MF"
"calcium-dependent phospholipid binding (GO:0005544)"	"calcium-dependent phospholipid binding (GO:0005544)"	2	10	0.0329056569621213	0.333071213913355	"PCLO;CPNE3"	"MF"
"sulfur amino acid transmembrane transporter activity (GO:0000099)"	"sulfur amino acid transmembrane transporter activity (GO:0000099)"	2	18	0.144703836601656	0.336640331460422	"SLC6A19;SLC16A10"	"MF"
"calcium ion binding (GO:0005509)"	"calcium ion binding (GO:0005509)"	6	81	0.39532564147842	0.542160879741833	"VIL1;PCLO;SCIN;NDUFAB1;TRIM27;THBS1"	"MF"
"protein kinase A catalytic subunit binding (GO:0034236)"	"protein kinase A catalytic subunit binding (GO:0034236)"	7	150	0.87705289657079	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"inositol pentakisphosphate 2-kinase activity (GO:0035299)"	"inositol pentakisphosphate 2-kinase activity (GO:0035299)"	1	37	0.771945986864581	0.955656462050408	"IPPK"	"MF"
"mitogen-activated protein kinase binding (GO:0051019)"	"mitogen-activated protein kinase binding (GO:0051019)"	7	150	0.87705289657079	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"magnesium ion binding (GO:0000287)"	"magnesium ion binding (GO:0000287)"	3	64	0.709469611699491	0.898321234957629	"IMPA1;TRIM27;CLYBL"	"MF"
"mitogen-activated protein kinase kinase binding (GO:0031434)"	"mitogen-activated protein kinase kinase binding (GO:0031434)"	7	148	0.86787188002283	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"PDZ domain binding (GO:0030165)"	"PDZ domain binding (GO:0030165)"	1	40	0.808215388253225	0.983194602069566	"CXADR"	"MF"
"ribosylnicotinate kinase activity (GO:0061769)"	"ribosylnicotinate kinase activity (GO:0061769)"	1	36	0.758588413561391	0.945772567557059	"NMRK1"	"MF"
"protein kinase B binding (GO:0043422)"	"protein kinase B binding (GO:0043422)"	7	146	0.858141475436274	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"inward rectifier potassium channel activity (GO:0005242)"	"inward rectifier potassium channel activity (GO:0005242)"	1	14	0.278908893779065	0.399630653772989	"KCNC3"	"MF"
"JUN kinase binding (GO:0008432)"	"JUN kinase binding (GO:0008432)"	7	144	0.84784325619247	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"protein tyrosine kinase binding (GO:1990782)"	"protein tyrosine kinase binding (GO:1990782)"	7	144	0.84784325619247	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"mRNA cap binding (GO:0098808)"	"mRNA cap binding (GO:0098808)"	2	57	0.805759124791131	0.983194602069566	"DHFR;PUM3"	"MF"
"3-phosphoinositide-dependent protein kinase binding (GO:0043423)"	"3-phosphoinositide-dependent protein kinase binding (GO:0043423)"	7	142	0.836959779510206	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"mitogen-activated protein kinase kinase kinase kinase binding (GO:0033161)"	"mitogen-activated protein kinase kinase kinase kinase binding (GO:0033161)"	7	142	0.836959779510206	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"protein histidine kinase binding (GO:0043424)"	"protein histidine kinase binding (GO:0043424)"	7	142	0.836959779510206	0.999428939379204	"CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;MAP3K13"	"MF"
"protein phosphatase 1 binding (GO:0008157)"	"protein phosphatase 1 binding (GO:0008157)"	1	30	0.663631228000784	0.857765699839446	"CDKN1B"	"MF"
"RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)"	"RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)"	4	88	0.791916647625259	0.974666643231088	"SMARCB1;EAF2;E4F1;CGGBP1"	"MF"
"ATP-dependent DNA helicase activity (GO:0004003)"	"ATP-dependent DNA helicase activity (GO:0004003)"	1	37	0.771945986864581	0.955656462050408	"SNRNP200"	"MF"
"calcium-dependent cysteine-type endopeptidase activity (GO:0004198)"	"calcium-dependent cysteine-type endopeptidase activity (GO:0004198)"	3	39	0.32787900138725	0.463507664611695	"CAPN13;PDIA3;CAPN2"	"MF"
"heme binding (GO:0020037)"	"heme binding (GO:0020037)"	1	14	0.278908893779065	0.399630653772989	"CYB5D2"	"MF"
"transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)"	"transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)"	1	34	0.729838302990417	0.920799579400096	"PTPN22"	"MF"
"phosphoprotein phosphatase activity (GO:0004721)"	"phosphoprotein phosphatase activity (GO:0004721)"	1	29	0.645163913773708	0.835942445331332	"PTPN22"	"MF"
"sequence-specific mRNA binding (GO:1990825)"	"sequence-specific mRNA binding (GO:1990825)"	2	52	0.752580687241583	0.941617542330701	"DHFR;PUM3"	"MF"
"selenocysteine insertion sequence binding (GO:0035368)"	"selenocysteine insertion sequence binding (GO:0035368)"	2	53	0.764072109004391	0.95036530872631	"DHFR;PUM3"	"MF"
"iron-responsive element binding (GO:0030350)"	"iron-responsive element binding (GO:0030350)"	2	52	0.752580687241583	0.941617542330701	"DHFR;PUM3"	"MF"
"transcription corepressor activity (GO:0003714)"	"transcription corepressor activity (GO:0003714)"	4	95	0.84344514832979	0.999428939379204	"CASP8AP2;DR1;E4F1;TAF9B"	"MF"
"mRNA CDS binding (GO:1990715)"	"mRNA CDS binding (GO:1990715)"	2	52	0.752580687241583	0.941617542330701	"DHFR;PUM3"	"MF"
"core promoter proximal region sequence-specific DNA binding (GO:0000987)"	"core promoter proximal region sequence-specific DNA binding (GO:0000987)"	1	31	0.681317189181297	0.876334898630267	"BAHD1"	"MF"
"mRNA binding involved in posttranscriptional gene silencing (GO:1903231)"	"mRNA binding involved in posttranscriptional gene silencing (GO:1903231)"	2	51	0.740644204996324	0.931095571995378	"DHFR;PUM3"	"MF"
"cAMP response element binding (GO:0035497)"	"cAMP response element binding (GO:0035497)"	5	105	0.801296508810436	0.982774812199559	"MTERF3;GLMP;KAT7;E4F1;TAF9B"	"MF"
"prenylated protein tyrosine phosphatase activity (GO:0004727)"	"prenylated protein tyrosine phosphatase activity (GO:0004727)"	1	33	0.714403539430382	0.903485194776627	"PTPN22"	"MF"
"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding (GO:0001162)"	"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding (GO:0001162)"	3	64	0.709469611699491	0.898321234957629	"EAF2;E4F1;CGGBP1"	"MF"
"non-membrane spanning protein tyrosine phosphatase activity (GO:0004726)"	"non-membrane spanning protein tyrosine phosphatase activity (GO:0004726)"	1	32	0.698235865480291	0.886222444648062	"PTPN22"	"MF"
"RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)"	"RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)"	4	86	0.774973107783063	0.957349355952198	"BAHD1;EAF2;E4F1;CGGBP1"	"MF"
"protein phosphatase binding (GO:0019903)"	"protein phosphatase binding (GO:0019903)"	2	54	0.77512660922266	0.957349355952198	"CDKN1B;ELFN1"	"MF"
"MAP kinase tyrosine phosphatase activity (GO:0033550)"	"MAP kinase tyrosine phosphatase activity (GO:0033550)"	1	32	0.698235865480291	0.886222444648062	"PTPN22"	"MF"
"metalloexopeptidase activity (GO:0008235)"	"metalloexopeptidase activity (GO:0008235)"	1	26	0.584976423943735	0.770243271427162	"ENPEP"	"MF"
"protein kinase binding (GO:0019901)"	"protein kinase binding (GO:0019901)"	9	169	0.814772012612612	0.98896464979186	"MOB1B;CCND3;CDKN1B;RGCC;FAF1;FGFR1OP;SMCR8;PTPN22;MAP3K13"	"MF"
"ubiquitin protein ligase activity (GO:0061630)"	"ubiquitin protein ligase activity (GO:0061630)"	10	235	0.967257895258714	0.999428939379204	"FBXO40;KCTD10;KLHL26;UBE2U;MUL1;FBXO3;KEAP1;TRIM27;KBTBD7;HERC6"	"MF"
"protein tyrosine phosphatase activity, metal-dependent (GO:0030946)"	"protein tyrosine phosphatase activity, metal-dependent (GO:0030946)"	1	32	0.698235865480291	0.886222444648062	"PTPN22"	"MF"
"protein phosphatase 2B binding (GO:0030346)"	"protein phosphatase 2B binding (GO:0030346)"	1	31	0.681317189181297	0.876334898630267	"CDKN1B"	"MF"
"protein tyrosine phosphatase activity, via thiol-phosphate intermediate (GO:0030945)"	"protein tyrosine phosphatase activity, via thiol-phosphate intermediate (GO:0030945)"	1	32	0.698235865480291	0.886222444648062	"PTPN22"	"MF"
"metallocarboxypeptidase activity (GO:0004181)"	"metallocarboxypeptidase activity (GO:0004181)"	2	19	0.162912347757588	0.336640331460422	"CTSA;FOLH1"	"MF"
"cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)"	"cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)"	1	32	0.698235865480291	0.886222444648062	"PDIA3"	"MF"
"cysteine-type endopeptidase activity involved in plant-type hypersensitive response (GO:0097299)"	"cysteine-type endopeptidase activity involved in plant-type hypersensitive response (GO:0097299)"	1	32	0.698235865480291	0.886222444648062	"PDIA3"	"MF"
"delayed rectifier potassium channel activity (GO:0005251)"	"delayed rectifier potassium channel activity (GO:0005251)"	1	10	0.166646243744261	0.336640331460422	"KCNC3"	"MF"
"ubiquitin-like protein-specific endopeptidase activity (GO:0070137)"	"ubiquitin-like protein-specific endopeptidase activity (GO:0070137)"	1	32	0.698235865480291	0.886222444648062	"PDIA3"	"MF"
"serine-type exopeptidase activity (GO:0070008)"	"serine-type exopeptidase activity (GO:0070008)"	1	10	0.166646243744261	0.336640331460422	"HPN"	"MF"
"tripeptidyl-peptidase activity (GO:0008240)"	"tripeptidyl-peptidase activity (GO:0008240)"	1	10	0.166646243744261	0.336640331460422	"HPN"	"MF"
"ATP-dependent microtubule motor activity (GO:1990939)"	"ATP-dependent microtubule motor activity (GO:1990939)"	1	20	0.443274676730453	0.603219147715668	"DYNLRB1"	"MF"
"translation initiation factor activity (GO:0003743)"	"translation initiation factor activity (GO:0003743)"	1	28	0.625903850710821	0.811983373895119	"EIF3H"	"MF"
"thiol-dependent ubiquitin-specific protease activity (GO:0004843)"	"thiol-dependent ubiquitin-specific protease activity (GO:0004843)"	2	53	0.764072109004391	0.95036530872631	"USP42;TAF9B"	"MF"
"protein phosphatase 5 binding (GO:1990634)"	"protein phosphatase 5 binding (GO:1990634)"	1	27	0.605842832352287	0.790815860276903	"CDKN1B"	"MF"
"mitogen-activated protein kinase kinase kinase binding (GO:0031435)"	"mitogen-activated protein kinase kinase kinase binding (GO:0031435)"	8	146	0.765485914692698	0.951003677547634	"CCND3;CDKN1B;RGCC;FAF1;MARVELD3;FGFR1OP;SMCR8;MAP3K13"	"MF"
"cadherin binding (GO:0045296)"	"cadherin binding (GO:0045296)"	9	168	0.809087224619747	0.983194602069566	"HNRNPK;DBNL;PDXDC1;CAPZB;MICALL1;EPS15L1;BZW1;PAICS;PFKP"	"MF"
"serine-type peptidase activity (GO:0008236)"	"serine-type peptidase activity (GO:0008236)"	1	9	0.139898126387833	0.336640331460422	"HPN"	"MF"
"protein homodimerization activity (GO:0042803)"	"protein homodimerization activity (GO:0042803)"	16	250	0.683643882178316	0.878257834039296	"NQO2;PEX11A;ADIPOQ;CISD2;TPD52L1;GGCT;VIL1;PEX7;NR6A1;XPNPEP1;IMPA1;SYT11;FGFR1OP;MAP3K13;XDH;ABCG2"	"MF"
"collagen V binding (GO:0070052)"	"collagen V binding (GO:0070052)"	1	23	0.517571411536264	0.691842291876323	"THBS1"	"MF"
"zinc ion binding (GO:0008270)"	"zinc ion binding (GO:0008270)"	8	110	0.431032198977542	0.588835707788208	"ENPEP;NQO2;BHMT2;WDFY1;UQCRC2;TMEM163;SOD3;ACMSD"	"MF"
"actin filament binding (GO:0051015)"	"actin filament binding (GO:0051015)"	6	96	0.57588159303198	0.763983620906748	"VIL1;DBNL;SCIN;CAPZB;DAG1;AIF1L"	"MF"
"ferrous iron binding (GO:0008198)"	"ferrous iron binding (GO:0008198)"	1	17	0.363068340003025	0.505804969713977	"ACP5"	"MF"
"protein transmembrane transporter activity (GO:0008320)"	"protein transmembrane transporter activity (GO:0008320)"	1	21	0.468761928934538	0.630589295483914	"COG2"	"MF"
"cadherin binding involved in cell-cell adhesion (GO:0098641)"	"cadherin binding involved in cell-cell adhesion (GO:0098641)"	9	179	0.864786580838278	0.999428939379204	"HNRNPK;DBNL;PDXDC1;CAPZB;MICALL1;EPS15L1;BZW1;PAICS;PFKP"	"MF"
"metallopeptidase activity (GO:0008237)"	"metallopeptidase activity (GO:0008237)"	1	19	0.417122909418855	0.570572269878642	"ENPEP"	"MF"
"ubiquitin-calmodulin ligase activity (GO:0050372)"	"ubiquitin-calmodulin ligase activity (GO:0050372)"	9	191	0.909901532651033	0.999428939379204	"FBXO40;KLHL26;KCTD10;FBXO3;KEAP1;MUL1;TRIM27;KBTBD7;HERC6"	"MF"
"ubiquitin-protein transferase activity (GO:0004842)"	"ubiquitin-protein transferase activity (GO:0004842)"	9	191	0.909901532651033	0.999428939379204	"FBXO40;KLHL26;KCTD10;FBXO3;KEAP1;MUL1;TRIM27;KBTBD7;HERC6"	"MF"
"outward rectifier potassium channel activity (GO:0015271)"	"outward rectifier potassium channel activity (GO:0015271)"	1	9	0.139898126387833	0.336640331460422	"KCNC3"	"MF"
"transcription termination site sequence-specific DNA binding (GO:0001147)"	"transcription termination site sequence-specific DNA binding (GO:0001147)"	1	28	0.625903850710821	0.811983373895119	"BAHD1"	"MF"
"ubiquitin conjugating enzyme activity (GO:0061631)"	"ubiquitin conjugating enzyme activity (GO:0061631)"	9	193	0.916033814380191	0.999428939379204	"FBXO40;KLHL26;KCTD10;FBXO3;KEAP1;MUL1;TRIM27;KBTBD7;HERC6"	"MF"
"GDP binding (GO:0019003)"	"GDP binding (GO:0019003)"	1	34	0.729838302990417	0.920799579400096	"RAB17"	"MF"
"H3K27me3 modified histone binding (GO:0061628)"	"H3K27me3 modified histone binding (GO:0061628)"	1	27	0.605842832352287	0.790815860276903	"L3MBTL2"	"MF"
"voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)"	"voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)"	1	9	0.139898126387833	0.336640331460422	"KCNC3"	"MF"
"RNA polymerase I CORE element sequence-specific DNA binding (GO:0001164)"	"RNA polymerase I CORE element sequence-specific DNA binding (GO:0001164)"	1	24	0.540832566487909	0.720200744276458	"SMARCB1"	"MF"
"thyroid hormone receptor coactivator activity (GO:0030375)"	"thyroid hormone receptor coactivator activity (GO:0030375)"	1	32	0.698235865480291	0.886222444648062	"GLMP"	"MF"
"calcium-activated potassium channel activity (GO:0015269)"	"calcium-activated potassium channel activity (GO:0015269)"	1	11	0.194165714692758	0.336640331460422	"HPN"	"MF"
"lipoprotein transporter activity (GO:0042954)"	"lipoprotein transporter activity (GO:0042954)"	1	24	0.540832566487909	0.720200744276458	"COG2"	"MF"
"polymerase III regulatory region sequence-specific DNA binding (GO:0000992)"	"polymerase III regulatory region sequence-specific DNA binding (GO:0000992)"	1	26	0.584976423943735	0.770243271427162	"BAHD1"	"MF"
"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)"	1	14	0.278908893779065	0.399630653772989	"RFX1"	"MF"
"actin monomer binding (GO:0003785)"	"actin monomer binding (GO:0003785)"	4	64	0.520265769587936	0.694564668375298	"SCIN;DBNL;CAPZB;DAG1"	"MF"
"bacterial-type RNA polymerase regulatory region sequence-specific DNA binding (GO:0000984)"	"bacterial-type RNA polymerase regulatory region sequence-specific DNA binding (GO:0000984)"	1	26	0.584976423943735	0.770243271427162	"BAHD1"	"MF"
"mitochondrial RNA polymerase regulatory region sequence-specific DNA binding (GO:0001044)"	"mitochondrial RNA polymerase regulatory region sequence-specific DNA binding (GO:0001044)"	1	26	0.584976423943735	0.770243271427162	"BAHD1"	"MF"
"H4K20me3 modified histone binding (GO:1990889)"	"H4K20me3 modified histone binding (GO:1990889)"	1	27	0.605842832352287	0.790815860276903	"L3MBTL2"	"MF"
"methylated histone binding (GO:0035064)"	"methylated histone binding (GO:0035064)"	1	27	0.605842832352287	0.790815860276903	"L3MBTL2"	"MF"
"phosphatidate phosphatase activity (GO:0008195)"	"phosphatidate phosphatase activity (GO:0008195)"	1	18	0.390363902928196	0.536052381654324	"PTPN22"	"MF"
"1-phosphatidylinositol-3-kinase activity (GO:0016303)"	"1-phosphatidylinositol-3-kinase activity (GO:0016303)"	1	23	0.517571411536264	0.691842291876323	"PIK3R3"	"MF"
"open rectifier potassium channel activity (GO:0005252)"	"open rectifier potassium channel activity (GO:0005252)"	1	8	0.114220968312741	0.336640331460422	"KCNC3"	"MF"
"Rab GTPase binding (GO:0017137)"	"Rab GTPase binding (GO:0017137)"	4	71	0.614335388241061	0.799923760767646	"GRTP1;MICALL1;TBC1D17;STXBP5L"	"MF"
