"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"beta-mannosylphosphodecaprenol-mannooligosaccharide 6-mannosyltransferase activity (GO:0047252)"	"beta-mannosylphosphodecaprenol-mannooligosaccharide 6-mannosyltransferase activity (GO:0047252)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"alpha-1,2-mannosyltransferase activity (GO:0000026)"	"alpha-1,2-mannosyltransferase activity (GO:0000026)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"glycolipid mannosyltransferase activity (GO:0004376)"	"glycolipid mannosyltransferase activity (GO:0004376)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"protein kinase A regulatory subunit binding (GO:0034237)"	"protein kinase A regulatory subunit binding (GO:0034237)"	2	13	0.3368927260067	0.582463733574225	"PJA2;AKAP1"	"MF"
"7-methylmyricetin 4'-O-methyltransferase activity (GO:0102436)"	"7-methylmyricetin 4'-O-methyltransferase activity (GO:0102436)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"5'-3' exoribonuclease activity (GO:0004534)"	"5'-3' exoribonuclease activity (GO:0004534)"	1	5	0.178836681992034	0.497205280703128	"FAN1"	"MF"
"1-hydroxypyrene methyltransferase activity (GO:0034931)"	"1-hydroxypyrene methyltransferase activity (GO:0034931)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"bacterial-type RNA polymerase activity (GO:0001061)"	"bacterial-type RNA polymerase activity (GO:0001061)"	1	9	0.426593719140161	0.609364428874662	"POLRMT"	"MF"
"cysteine-type aminopeptidase activity (GO:0070005)"	"cysteine-type aminopeptidase activity (GO:0070005)"	2	11	0.244372872697946	0.545258029920081	"XPNPEP3;LTA4H"	"MF"
"dTDP-3-N-methylamino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N-methyltransferase activity (GO:0102399)"	"dTDP-3-N-methylamino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N-methyltransferase activity (GO:0102399)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"2-polyprenyl-6-hydroxyphenol methylase activity (GO:0102208)"	"2-polyprenyl-6-hydroxyphenol methylase activity (GO:0102208)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"serine transmembrane transporter activity (GO:0022889)"	"serine transmembrane transporter activity (GO:0022889)"	1	6	0.241370213010279	0.545258029920081	"SLC7A5"	"MF"
"alpha-1,4-mannosyltransferase activity (GO:0051751)"	"alpha-1,4-mannosyltransferase activity (GO:0051751)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"serine-type aminopeptidase activity (GO:0070009)"	"serine-type aminopeptidase activity (GO:0070009)"	2	11	0.244372872697946	0.545258029920081	"XPNPEP3;LTA4H"	"MF"
"undecaprenyl-phosphate mannosyltransferase activity (GO:0047267)"	"undecaprenyl-phosphate mannosyltransferase activity (GO:0047267)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"D-glucose transmembrane transporter activity (GO:0055056)"	"D-glucose transmembrane transporter activity (GO:0055056)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"tripeptide aminopeptidase activity (GO:0045148)"	"tripeptide aminopeptidase activity (GO:0045148)"	2	11	0.244372872697946	0.545258029920081	"XPNPEP3;LTA4H"	"MF"
"3-aminomethylindole N-methyltransferase activity (GO:0102913)"	"3-aminomethylindole N-methyltransferase activity (GO:0102913)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"5-methyltetrahydrofolate-dependent methyltransferase activity (GO:0042084)"	"5-methyltetrahydrofolate-dependent methyltransferase activity (GO:0042084)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"carnosine N-methyltransferase activity (GO:0030735)"	"carnosine N-methyltransferase activity (GO:0030735)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"mannosyltransferase activity (GO:0000030)"	"mannosyltransferase activity (GO:0000030)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"methylarsonite methyltransferase activity (GO:0030792)"	"methylarsonite methyltransferase activity (GO:0030792)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"C-methyltransferase activity (GO:0008169)"	"C-methyltransferase activity (GO:0008169)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"RNA polymerase I upstream control element sequence-specific DNA binding (GO:0001165)"	"RNA polymerase I upstream control element sequence-specific DNA binding (GO:0001165)"	1	5	0.178836681992034	0.497205280703128	"GATA3"	"MF"
"RNA polymerase V activity (GO:0001058)"	"RNA polymerase V activity (GO:0001058)"	1	9	0.426593719140161	0.609364428874662	"POLRMT"	"MF"
"RNA cap 4 binding (GO:0000342)"	"RNA cap 4 binding (GO:0000342)"	2	8	0.118143897271724	0.490006655897477	"EIF4A1;NCBP2"	"MF"
"aminomethyltransferase activity (GO:0004047)"	"aminomethyltransferase activity (GO:0004047)"	2	13	0.3368927260067	0.582463733574225	"NSUN4;PRMT3"	"MF"
"tRNA-queuosine beta-mannosyltransferase activity (GO:0016438)"	"tRNA-queuosine beta-mannosyltransferase activity (GO:0016438)"	1	6	0.241370213010279	0.545258029920081	"PIGV"	"MF"
"RNA trimethylguanosine cap binding (GO:0000341)"	"RNA trimethylguanosine cap binding (GO:0000341)"	2	8	0.118143897271724	0.490006655897477	"EIF4A1;NCBP2"	"MF"
"single subunit type RNA polymerase activity (GO:0001064)"	"single subunit type RNA polymerase activity (GO:0001064)"	1	9	0.426593719140161	0.609364428874662	"POLRMT"	"MF"
"pre-mRNA 5'-splice site binding (GO:0030627)"	"pre-mRNA 5'-splice site binding (GO:0030627)"	2	5	0.0304063029110536	0.384639731824828	"PTBP1;PRPF39"	"MF"
"RNA-dependent ATPase activity (GO:0008186)"	"RNA-dependent ATPase activity (GO:0008186)"	1	8	0.366748529080027	0.604478031643301	"IGHMBP2"	"MF"
"RNA polymerase IV activity (GO:0001057)"	"RNA polymerase IV activity (GO:0001057)"	1	9	0.426593719140161	0.609364428874662	"POLRMT"	"MF"
"serine-type carboxypeptidase activity (GO:0004185)"	"serine-type carboxypeptidase activity (GO:0004185)"	1	7	0.30459737112795	0.545258029920081	"SCPEP1"	"MF"
"phosphatidyl-N-methylethanolamine N-methyltransferase activity (GO:0000773)"	"phosphatidyl-N-methylethanolamine N-methyltransferase activity (GO:0000773)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"glucose 6-phosphate:phosphate antiporter activity (GO:0008524)"	"glucose 6-phosphate:phosphate antiporter activity (GO:0008524)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"dimethylglycine N-methyltransferase activity (GO:0052729)"	"dimethylglycine N-methyltransferase activity (GO:0052729)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"magnesium-importing ATPase activity (GO:0015444)"	"magnesium-importing ATPase activity (GO:0015444)"	1	10	0.483316714338006	0.609364428874662	"TUSC3"	"MF"
"small RNA 2'-O-methyltransferase (GO:0090486)"	"small RNA 2'-O-methyltransferase (GO:0090486)"	1	5	0.178836681992034	0.497205280703128	"ASMT"	"MF"
"oncostatin-M receptor activity (GO:0004924)"	"oncostatin-M receptor activity (GO:0004924)"	2	6	0.0537696199555441	0.435510093283935	"CD44;IL12RB2"	"MF"
"glucose uniporter activity (GO:0015304)"	"glucose uniporter activity (GO:0015304)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"carboxylic acid-transporting ATPase activity (GO:0033284)"	"carboxylic acid-transporting ATPase activity (GO:0033284)"	1	5	0.178836681992034	0.497205280703128	"ABCC9"	"MF"
"3'-5' RNA helicase activity (GO:0034458)"	"3'-5' RNA helicase activity (GO:0034458)"	2	8	0.118143897271724	0.490006655897477	"DHX9;RAD54B"	"MF"
"nicotinate N-methyltransferase activity (GO:0008938)"	"nicotinate N-methyltransferase activity (GO:0008938)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"glucose transmembrane transporter activity (GO:0005355)"	"glucose transmembrane transporter activity (GO:0005355)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"bixin methyltransferase activity (GO:0102821)"	"bixin methyltransferase activity (GO:0102821)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"beta-hydroxybutyrate transmembrane transporter activity (GO:0097253)"	"beta-hydroxybutyrate transmembrane transporter activity (GO:0097253)"	1	5	0.178836681992034	0.497205280703128	"SLC16A2"	"MF"
"arginine N-methyltransferase activity (GO:0016273)"	"arginine N-methyltransferase activity (GO:0016273)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"7,8,4'-trihydroxyflavone methyltransferase activity (GO:0102528)"	"7,8,4'-trihydroxyflavone methyltransferase activity (GO:0102528)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"5-methyl-phenazine-1-carboxylate N-methyltransferase activity (GO:0102168)"	"5-methyl-phenazine-1-carboxylate N-methyltransferase activity (GO:0102168)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"leucine zipper domain binding (GO:0043522)"	"leucine zipper domain binding (GO:0043522)"	1	8	0.366748529080027	0.604478031643301	"ROBO1"	"MF"
"hydrogen:glucose symporter activity (GO:0005356)"	"hydrogen:glucose symporter activity (GO:0005356)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"phosphomethylethanolamine N-methyltransferase activity (GO:0052667)"	"phosphomethylethanolamine N-methyltransferase activity (GO:0052667)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"Notch binding (GO:0005112)"	"Notch binding (GO:0005112)"	2	10	0.19970173834878	0.538381108744221	"GALNT11;KCTD10"	"MF"
"dTDP-3-amino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N-methyltransferase activity (GO:0102398)"	"dTDP-3-amino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N-methyltransferase activity (GO:0102398)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"L-tryptophan transmembrane transporter activity (GO:0015196)"	"L-tryptophan transmembrane transporter activity (GO:0015196)"	1	6	0.241370213010279	0.545258029920081	"SLC7A5"	"MF"
"uridine kinase activity (GO:0004849)"	"uridine kinase activity (GO:0004849)"	2	5	0.0304063029110536	0.384639731824828	"TK1;UCKL1"	"MF"
"bacterial-type RNA polymerase enhancer sequence-specific DNA binding (GO:0001150)"	"bacterial-type RNA polymerase enhancer sequence-specific DNA binding (GO:0001150)"	2	7	0.0833023177161037	0.435510093283935	"SOX11;SOX9"	"MF"
"erythromycin C 3''-o-methyltransferase activity (GO:0102307)"	"erythromycin C 3''-o-methyltransferase activity (GO:0102307)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"RNA polymerase I enhancer sequence-specific DNA binding (GO:0001166)"	"RNA polymerase I enhancer sequence-specific DNA binding (GO:0001166)"	2	7	0.0833023177161037	0.435510093283935	"SOX11;SOX9"	"MF"
"sarcosine N-methyltransferase activity (GO:0052730)"	"sarcosine N-methyltransferase activity (GO:0052730)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"exoribonuclease II activity (GO:0008859)"	"exoribonuclease II activity (GO:0008859)"	1	7	0.30459737112795	0.545258029920081	"ERI1"	"MF"
"phosphatidic acid transporter activity (GO:1990050)"	"phosphatidic acid transporter activity (GO:1990050)"	1	5	0.178836681992034	0.497205280703128	"ABCG1"	"MF"
"corydaline synthase activity (GO:0050631)"	"corydaline synthase activity (GO:0050631)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"gamma-butyrobetaine dioxygenase activity (GO:0008336)"	"gamma-butyrobetaine dioxygenase activity (GO:0008336)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"5-methyl-5,6,7,8-tetrahydromethanopterin-dependent methyltransferase activity (GO:0042086)"	"5-methyl-5,6,7,8-tetrahydromethanopterin-dependent methyltransferase activity (GO:0042086)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"NAD+ ADP-ribosyltransferase activity (GO:0003950)"	"NAD+ ADP-ribosyltransferase activity (GO:0003950)"	2	8	0.118143897271724	0.490006655897477	"PARP4;ART3"	"MF"
"dimethylamine methyltransferase activity (GO:0043791)"	"dimethylamine methyltransferase activity (GO:0043791)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"phosphoethanolamine N-methyltransferase activity (GO:0000234)"	"phosphoethanolamine N-methyltransferase activity (GO:0000234)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"(gibberellin-36), 2-oxoglutarate:oxygen oxidoreductase activity (GO:0102739)"	"(gibberellin-36), 2-oxoglutarate:oxygen oxidoreductase activity (GO:0102739)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"protein-N(PI)-phosphohistidine-N-acetylgalactosamine phosphotransferase system transporter activity (GO:0022881)"	"protein-N(PI)-phosphohistidine-N-acetylgalactosamine phosphotransferase system transporter activity (GO:0022881)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"5,10-methylenetetrahydrofolate-dependent methyltransferase activity (GO:0042083)"	"5,10-methylenetetrahydrofolate-dependent methyltransferase activity (GO:0042083)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"peptidyl-lysine 5-dioxygenase activity (GO:0070815)"	"peptidyl-lysine 5-dioxygenase activity (GO:0070815)"	1	11	0.536415345813575	0.635583918756131	"PHF8"	"MF"
"phytanoyl-CoA dioxygenase activity (GO:0048244)"	"phytanoyl-CoA dioxygenase activity (GO:0048244)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"icosanoid transmembrane transporter activity (GO:0071714)"	"icosanoid transmembrane transporter activity (GO:0071714)"	1	5	0.178836681992034	0.497205280703128	"SLC16A2"	"MF"
"guanyl-nucleotide exchange factor adaptor activity (GO:0005091)"	"guanyl-nucleotide exchange factor adaptor activity (GO:0005091)"	1	7	0.30459737112795	0.545258029920081	"RALGDS"	"MF"
"dimethylarsinite methyltransferase activity (GO:0034541)"	"dimethylarsinite methyltransferase activity (GO:0034541)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"histone demethylase activity (H3-K9 specific) (GO:0032454)"	"histone demethylase activity (H3-K9 specific) (GO:0032454)"	1	9	0.426593719140161	0.609364428874662	"PHF8"	"MF"
"protein-N(PI)-phosphohistidine-glucose phosphotransferase system transporter activity (GO:0022855)"	"protein-N(PI)-phosphohistidine-glucose phosphotransferase system transporter activity (GO:0022855)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"protein-N(PI)-phosphohistidine-sorbose phosphotransferase system transporter activity (GO:0022871)"	"protein-N(PI)-phosphohistidine-sorbose phosphotransferase system transporter activity (GO:0022871)"	1	5	0.178836681992034	0.497205280703128	"SLC2A1"	"MF"
"protein-arginine omega-N symmetric methyltransferase activity (GO:0035243)"	"protein-arginine omega-N symmetric methyltransferase activity (GO:0035243)"	2	9	0.157290363869552	0.497205280703128	"PRMT3;WDR77"	"MF"
"GTPase regulator activity (GO:0030695)"	"GTPase regulator activity (GO:0030695)"	1	7	0.30459737112795	0.545258029920081	"RALGDS"	"MF"
"5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity (GO:0042085)"	"5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity (GO:0042085)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"3'-5'-exodeoxyribonuclease activity (GO:0008296)"	"3'-5'-exodeoxyribonuclease activity (GO:0008296)"	1	6	0.241370213010279	0.545258029920081	"ERI1"	"MF"
"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity (GO:0102005)"	"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity (GO:0102005)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"diphthine synthase activity (GO:0004164)"	"diphthine synthase activity (GO:0004164)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"phosphatidyl-N-dimethylethanolamine N-methyltransferase activity (GO:0080101)"	"phosphatidyl-N-dimethylethanolamine N-methyltransferase activity (GO:0080101)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"cirsimaritin 4'-O-methyltransferase activity (GO:0102625)"	"cirsimaritin 4'-O-methyltransferase activity (GO:0102625)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"peptidyl-proline dioxygenase activity (GO:0031543)"	"peptidyl-proline dioxygenase activity (GO:0031543)"	1	11	0.536415345813575	0.635583918756131	"PHF8"	"MF"
"3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)"	"3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)"	2	11	0.244372872697946	0.545258029920081	"PDE1A;PDE5A"	"MF"
"rRNA (guanosine-2'-O-)-methyltransferase activity (GO:0070039)"	"rRNA (guanosine-2'-O-)-methyltransferase activity (GO:0070039)"	1	5	0.178836681992034	0.497205280703128	"ASMT"	"MF"
"cobalt-precorrin-6B C5-methyltransferase activity (GO:0043776)"	"cobalt-precorrin-6B C5-methyltransferase activity (GO:0043776)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"eriodictyol 4'-O-methyltransferase activity (GO:0102762)"	"eriodictyol 4'-O-methyltransferase activity (GO:0102762)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"S-adenosylmethionine-homocysteine S-methyltransferase activity (GO:0008898)"	"S-adenosylmethionine-homocysteine S-methyltransferase activity (GO:0008898)"	2	5	0.0304063029110536	0.384639731824828	"N6AMT1;ASMT"	"MF"
"trimethyllysine dioxygenase activity (GO:0050353)"	"trimethyllysine dioxygenase activity (GO:0050353)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"hydrogen selenide methyltransferase activity (GO:0098614)"	"hydrogen selenide methyltransferase activity (GO:0098614)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"I-SMAD binding (GO:0070411)"	"I-SMAD binding (GO:0070411)"	2	10	0.19970173834878	0.538381108744221	"TGFB1I1;TGFBR1"	"MF"
"[cytochrome c]-arginine N-methyltransferase activity (GO:0016275)"	"[cytochrome c]-arginine N-methyltransferase activity (GO:0016275)"	2	8	0.118143897271724	0.490006655897477	"PRMT3;WDR77"	"MF"
"RNA 7-methylguanosine cap binding (GO:0000340)"	"RNA 7-methylguanosine cap binding (GO:0000340)"	2	12	0.290377454212997	0.545258029920081	"EIF4A1;NCBP2"	"MF"
"5-formylcytosine dioxygenase activity (GO:0140062)"	"5-formylcytosine dioxygenase activity (GO:0140062)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"fibroblast growth factor receptor antagonist activity (GO:0030353)"	"fibroblast growth factor receptor antagonist activity (GO:0030353)"	1	6	0.241370213010279	0.545258029920081	"MT-RNR2"	"MF"
"flavanone 4'-O-methyltransferase activity (GO:0102767)"	"flavanone 4'-O-methyltransferase activity (GO:0102767)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"thiol S-methyltransferase activity (GO:0018708)"	"thiol S-methyltransferase activity (GO:0018708)"	2	5	0.0304063029110536	0.384639731824828	"N6AMT1;ASMT"	"MF"
"thioether S-methyltransferase activity (GO:0004790)"	"thioether S-methyltransferase activity (GO:0004790)"	2	5	0.0304063029110536	0.384639731824828	"N6AMT1;ASMT"	"MF"
"8-demethylnovobiocic acid C8-methyltransferase activity (GO:0102526)"	"8-demethylnovobiocic acid C8-methyltransferase activity (GO:0102526)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"hydroxyneurosporene-O-methyltransferase activity (GO:0043803)"	"hydroxyneurosporene-O-methyltransferase activity (GO:0043803)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"protein-histidine N-methyltransferase activity (GO:0018064)"	"protein-histidine N-methyltransferase activity (GO:0018064)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"U1 snRNA binding (GO:0030619)"	"U1 snRNA binding (GO:0030619)"	1	5	0.178836681992034	0.497205280703128	"NCBP2"	"MF"
"SUMO conjugating enzyme activity (GO:0061656)"	"SUMO conjugating enzyme activity (GO:0061656)"	1	9	0.426593719140161	0.609364428874662	"PIAS3"	"MF"
"SUMO transferase activity (GO:0019789)"	"SUMO transferase activity (GO:0019789)"	1	9	0.426593719140161	0.609364428874662	"PIAS3"	"MF"
"cobalt-factor II C20-methyltransferase activity (GO:0043781)"	"cobalt-factor II C20-methyltransferase activity (GO:0043781)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"[myelin basic protein]-arginine N-methyltransferase activity (GO:0016277)"	"[myelin basic protein]-arginine N-methyltransferase activity (GO:0016277)"	2	8	0.118143897271724	0.490006655897477	"PRMT3;WDR77"	"MF"
"transforming growth factor beta binding (GO:0050431)"	"transforming growth factor beta binding (GO:0050431)"	2	13	0.3368927260067	0.582463733574225	"TGFB3;TGFBR1"	"MF"
"anthocyanidin synthase activity (GO:0102768)"	"anthocyanidin synthase activity (GO:0102768)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity (GO:0004671)"	"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity (GO:0004671)"	1	5	0.178836681992034	0.497205280703128	"N6AMT1"	"MF"
"3-methoxy-5-hydroxytoluene O-methyltransferase activity (GO:0102939)"	"3-methoxy-5-hydroxytoluene O-methyltransferase activity (GO:0102939)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"erythromycin D 3''-o-methyltransferase activity (GO:0102308)"	"erythromycin D 3''-o-methyltransferase activity (GO:0102308)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"guanylate kinase activity (GO:0004385)"	"guanylate kinase activity (GO:0004385)"	2	7	0.0833023177161037	0.435510093283935	"KIF20B;CARD11"	"MF"
"phosphatidylinositol-5-phosphate binding (GO:0010314)"	"phosphatidylinositol-5-phosphate binding (GO:0010314)"	1	9	0.426593719140161	0.609364428874662	"JPH2"	"MF"
"methyl jasmonate methylesterase activity (GO:0102078)"	"methyl jasmonate methylesterase activity (GO:0102078)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"12-demethyl-elloramycin C12a O-methyltransferase activity (GO:0102603)"	"12-demethyl-elloramycin C12a O-methyltransferase activity (GO:0102603)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"eriodictyol 3'-O-methyltransferase activity (GO:0102761)"	"eriodictyol 3'-O-methyltransferase activity (GO:0102761)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"GA5 2,3 epoxidase activity (GO:0102496)"	"GA5 2,3 epoxidase activity (GO:0102496)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"protein-arginine N5-methyltransferase activity (GO:0019702)"	"protein-arginine N5-methyltransferase activity (GO:0019702)"	2	8	0.118143897271724	0.490006655897477	"PRMT3;WDR77"	"MF"
"cobalt-precorrin-3 C17-methyltransferase activity (GO:0043782)"	"cobalt-precorrin-3 C17-methyltransferase activity (GO:0043782)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"arylsulfatase activity (GO:0004065)"	"arylsulfatase activity (GO:0004065)"	1	5	0.178836681992034	0.497205280703128	"GALNS"	"MF"
"L-phenylalanine transmembrane transporter activity (GO:0015192)"	"L-phenylalanine transmembrane transporter activity (GO:0015192)"	1	5	0.178836681992034	0.497205280703128	"SLC7A5"	"MF"
"dimethyl selenide methyltransferase activity (GO:0098615)"	"dimethyl selenide methyltransferase activity (GO:0098615)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"thebaine 6-O-demethylase activity (GO:0102802)"	"thebaine 6-O-demethylase activity (GO:0102802)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"4-chloro-2-methylphenoxyacetate oxygenase activity (GO:0103008)"	"4-chloro-2-methylphenoxyacetate oxygenase activity (GO:0103008)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"neutral L-amino acid secondary active transmembrane transporter activity (GO:0005294)"	"neutral L-amino acid secondary active transmembrane transporter activity (GO:0005294)"	1	6	0.241370213010279	0.545258029920081	"SLC7A5"	"MF"
"L-dopa O-methyltransferase activity (GO:0102084)"	"L-dopa O-methyltransferase activity (GO:0102084)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"gibberellin A34,2-oxoglutarate:oxygen oxidoreductase activity (GO:0102663)"	"gibberellin A34,2-oxoglutarate:oxygen oxidoreductase activity (GO:0102663)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"phosphatidylserine-translocating ATPase activity (GO:0090556)"	"phosphatidylserine-translocating ATPase activity (GO:0090556)"	2	10	0.19970173834878	0.538381108744221	"ATP11B;ATP10A"	"MF"
"gibberellin A4 carboxyl methyltransferase activity (GO:0102118)"	"gibberellin A4 carboxyl methyltransferase activity (GO:0102118)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"dTDP-3-amino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N,N-dimethyltransferase activity (GO:0102400)"	"dTDP-3-amino-4-oxo-2,3,6-trideoxy-alpha-D-glucose N,N-dimethyltransferase activity (GO:0102400)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"adenosine kinase activity (GO:0004001)"	"adenosine kinase activity (GO:0004001)"	1	5	0.178836681992034	0.497205280703128	"TK1"	"MF"
"daphnetin-8-O-methyltransferase activity (GO:0102358)"	"daphnetin-8-O-methyltransferase activity (GO:0102358)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"methylamine-specific methylcobalamin:coenzyme M methyltransferase activity (GO:0043833)"	"methylamine-specific methylcobalamin:coenzyme M methyltransferase activity (GO:0043833)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"N-methyl-3-aminomethylindole N-methyltransferase activity (GO:0102914)"	"N-methyl-3-aminomethylindole N-methyltransferase activity (GO:0102914)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"cobalt-precorrin-7 C15-methyltransferase activity (GO:0043777)"	"cobalt-precorrin-7 C15-methyltransferase activity (GO:0043777)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"2'-deoxymugineic-acid 3-dioxygenase activity (GO:0052860)"	"2'-deoxymugineic-acid 3-dioxygenase activity (GO:0052860)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"C4-methyltransferase activity (GO:0102675)"	"C4-methyltransferase activity (GO:0102675)"	2	12	0.290377454212997	0.545258029920081	"NSUN4;PRMT3"	"MF"
"5-hydroxymethylcytosine dioxygenase activity (GO:0140061)"	"5-hydroxymethylcytosine dioxygenase activity (GO:0140061)"	1	10	0.483316714338006	0.609364428874662	"PHF8"	"MF"
"histone demethylase activity (H3-monomethyl-K4 specific) (GO:0034649)"	"histone demethylase activity (H3-monomethyl-K4 specific) (GO:0034649)"	2	6	0.0537696199555441	0.435510093283935	"KDM5D;RIOX2"	"MF"
